Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Юстинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231					
1	"Число избирателей, внесенных в списки избирателей"	7473	1218	1037	689	1045	623	390	95	417	89	83	346	459	428	554					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7899	1274	1062	729	1088	675	429	104	416	90	83	399	489	473	588					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4911	654	730	419	531	307	364	66	364	75	68	328	360	299	346					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	458	53	32	28	40	18	19	7	36	14	11	18	45	77	60					
6	Число погашенных избирательных бюллетеней	2530	567	300	282	517	350	46	31	16	1	4	53	84	97	182					
7	Число избирательных бюллетеней в переносных ящиках для голосования	458	53	32	28	40	18	19	7	36	14	11	18	45	77	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4910	654	730	419	531	306	364	66	364	75	68	328	360	299	346					
9	Число недействительных избирательных бюллетеней	35	0	10	4	4	3	0	0	0	4	0	0	2	2	6					
10	Число действительных избирательных бюллетеней	5333	707	752	443	567	321	383	73	400	85	79	346	403	374	400					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	343	30	34	26	32	32	34	8	25	5	5	25	25	37	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	343	30	34	26	32	32	34	8	25	5	5	25	25	37	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	77	7	15	4	12	4	7	1	5	5	0	6	6	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	1	0	2	0	0	0	0	0	0	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	118	23	20	0	31	17	2	6	0	0	2	2	1	0	14					
		2.20%	3.25%	2.62%	0.00%	5.43%	5.25%	0.52%	8.22%	0.00%	0.00%	2.53%	0.58%	0.25%	0.00%	3.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	3	2	0	4	6	1	0	0	0	0	0	0	0	3					
		0.35%	0.42%	0.26%	0.00%	0.70%	1.85%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%					
20	3.Политическая партия «Демократическая партия России»	9	3	2	0	1	2	0	0	0	0	0	0	0	0	1					
		0.17%	0.42%	0.26%	0.00%	0.18%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	532	79	95	64	80	47	22	8	13	12	4	13	26	16	53					
		9.91%	11.17%	12.47%	14.32%	14.01%	14.51%	5.74%	10.96%	3.25%	13.48%	5.06%	3.76%	6.42%	4.26%	13.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	9	9	2	1	1	0	0	0	0	0	0	0	0	3					
		0.47%	1.27%	1.18%	0.45%	0.18%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%					
23	6.Политическая партия «Партия социальной справедливости»	7	4	1	0	1	1	0	0	0	0	0	0	0	0	0					
		0.13%	0.57%	0.13%	0.00%	0.18%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	39	4	12	0	11	2	4	2	0	0	0	0	1	0	3					
		0.73%	0.57%	1.57%	0.00%	1.93%	0.62%	1.04%	2.74%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	385	72	76	51	99	36	2	6	2	4	0	2	18	3	14					
		7.17%	10.18%	9.97%	11.41%	17.34%	11.11%	0.52%	8.22%	0.50%	4.49%	0.00%	0.58%	4.44%	0.80%	3.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	7	2	0	4	7	0	1	0	0	2	2	0	0	5					
		0.56%	0.99%	0.26%	0.00%	0.70%	2.16%	0.00%	1.37%	0.00%	0.00%	2.53%	0.58%	0.00%	0.00%	1.23%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4155	498	531	326	333	201	350	49	385	69	71	327	357	355	303					
		77.40%	70.44%	69.69%	72.93%	58.32%	62.04%	91.38%	67.12%	96.25%	77.53%	89.87%	94.51%	88.15%	94.41%	74.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	5	2	0	2	1	2	1	0	0	0	0	0	0	1					
		0.26%	0.71%	0.26%	0.00%	0.35%	0.31%	0.52%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
