Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Братская 																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306					
1	"Число избирателей, внесенных в список избирателей"	44059	227	2228	914	362	92	346	145	1644	206	194	487	342	2364	234	341	761	1004	131	148	243	537	559	410	390	519	537	1032	324	426	1511	811	409	947	794	2975	2856	2785	2927	2860	2928	1479	603	272	259	221	301	246	1295	433					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47102	263	2366	936	380	94	593	143	1688	198	206	523	359	2552	246	365	951	1309	186	252	248	651	690	529	543	611	576	1098	342	431	1553	851	435	981	816	2916	2940	2810	2957	2906	2954	1532	688	282	283	219	368	398	1405	479					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20054	132	924	390	179	54	300	74	813	97	99	247	180	1020	107	267	399	429	103	132	128	495	205	315	322	390	294	442	143	220	594	324	177	496	346	940	1282	1095	1070	1318	1029	654	266	138	122	127	212	123	546	295					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1839	24	89	50	44	7	46	14	68	6	7	23	18	57	13	9	52	46	9	3	7	0	63	34	17	40	80	72	31	41	37	46	33	43	97	39	18	49	44	26	17	178	49	11	14	7	9	23	93	36					
6	Число погашенных избирательных бюллетеней	25209	107	1353	496	157	33	247	55	807	95	100	253	161	1475	126	89	500	834	74	117	113	156	422	180	204	181	202	584	168	170	922	481	225	442	373	1937	1640	1666	1843	1562	1908	700	373	133	147	85	147	252	766	148					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1839	24	89	50	44	7	46	14	68	6	7	23	18	57	13	9	52	46	9	3	7	0	63	34	17	40	80	72	31	41	37	46	33	43	97	39	18	49	44	26	17	178	49	11	14	7	9	23	93	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20053	132	924	390	179	54	300	74	813	97	99	247	180	1020	107	267	399	429	103	132	128	495	205	315	322	390	294	442	143	220	594	324	177	496	346	940	1282	1095	1070	1317	1029	654	266	138	122	127	212	123	546	295					
9	Число недействительных избирательных бюллетеней	324	2	15	7	7	0	4	0	15	2	1	3	3	17	2	1	10	7	1	2	2	2	4	5	8	13	4	5	0	5	10	6	2	8	7	6	23	10	23	31	17	7	6	0	0	1	3	2	9	6					
10	Число действительных избирательных бюллетеней	21568	154	998	433	216	61	342	88	866	101	105	267	195	1060	118	275	441	468	111	133	133	493	264	344	331	417	370	509	174	256	621	364	208	531	436	973	1277	1134	1091	1312	1029	825	309	149	136	133	218	144	630	325					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1408	30	50	20	25	5	70	10	25	5	10	28	10	150	15	10	6	30	10	35	25	35	10	60	50	30	30	32	10	5	20	30	20	20	18	10	12	20	4	10	14	30	65	10	50	3	70	90	46	35					
