Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Новокузнецк Заводская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №1717	УИК №1718	УИК №1719					
1	"Число избирателей, внесенных в списки избирателей"	73884	586	2803	2297	1160	1598	1224	1032	1841	2198	1776	1662	1386	1928	608	1725	1974	1829	1404	2215	1955	2287	2227	2166	2262	2562	1867	2306	1718	1862	946	2245	2610	2308	2305	1264	1410	1376	988	970	1123	1645	2236					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	65500	600	2400	2000	1000	1400	1100	900	1700	1900	1600	1500	1300	1700	500	1500	1700	1600	1300	1900	1600	1900	2000	1800	2000	2200	1700	1900	1500	1700	900	1900	2200	2000	1900	1200	1300	1200	800	800	1500	1650	2250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	48372	422	1644	1463	761	1068	737	606	1081	1366	1207	1292	967	1167	398	1015	1230	1056	995	1463	1156	1840	1471	1400	1500	1720	1310	1643	1452	1283	675	1840	1561	1652	1489	911	984	916	481	383	1123	550	1094					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4976	48	49	127	102	55	63	29	43	82	49	100	24	74	22	35	78	62	56	152	296	55	79	58	60	55	47	47	42	31	26	53	51	62	27	26	54	69	221	207	0	1085	1075					
6	Число погашенных избирательных бюллетеней	12152	130	707	410	137	277	300	265	576	452	344	108	309	459	80	450	392	482	249	285	148	5	450	342	440	425	343	210	6	386	199	7	588	286	384	263	262	215	98	210	377	15	81					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4974	48	49	127	101	55	63	29	43	82	49	100	24	74	22	35	78	62	56	152	296	55	79	58	60	55	47	47	42	31	26	53	51	62	27	26	54	69	220	207	0	1085	1075					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48206	422	1640	1462	761	1065	737	603	1080	1361	1207	1292	967	1167	398	1015	1229	1055	993	1460	1153	1840	1466	1399	1498	1706	1263	1641	1452	1283	673	1840	1561	1590	1487	911	983	916	481	382	1123	550	1094					
9	Число недействительных избирательных бюллетеней	559	2	11	15	12	10	4	11	13	19	14	18	8	14	4	16	12	8	21	20	18	3	21	16	17	36	16	13	2	15	7	2	23	23	19	4	14	4	8	2	12	2	50					
10	Число действительных избирательных бюллетеней	52621	468	1678	1574	850	1110	796	621	1110	1424	1242	1374	983	1227	416	1034	1295	1109	1028	1592	1431	1892	1524	1441	1541	1725	1294	1675	1492	1299	692	1891	1589	1629	1495	933	1023	981	693	587	1111	1633	2119					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1581	20	51	60	40	40	30	20	40	40	40	60	40	40	30	40	25	70	35	40	40	40	50	50	50	60	40	40	40	50	40	50	40	40	40	30	30	40	30	20	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1507	20	51	60	40	39	30	16	40	39	40	60	40	40	30	40	23	70	20	40	40	30	50	45	44	60	40	40	31	50	40	50	40	40	34	30	30	40	22	13	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1520	10	22	38	60	17	20	10	76	24	22	29	21	30	35	66	34	14	18	15	53	34	52	15	23	11	12	83	21	19	16	28	24	26	27	13	5	33	31	15	297	90	31					
14	Число погашенных неиспользованных открепительных удостоверений	74	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	2	0	15	0	0	10	0	5	6	0	0	0	9	0	0	0	0	0	6	0	0	0	8	7	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	111	10	3	3	2	3	2	1	2	2	1	3	1	4	0	7	4	0	2	5	1	3	1	4	2	2	2	7	1	3	4	1	4	8	5	3	0	4	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	737	4	27	26	17	17	14	3	2	38	15	13	18	23	7	16	20	11	23	30	27	3	19	19	24	40	34	29	2	20	16	1	38	31	25	16	30	8	14	6	9	2	0					
		1.39%	0.85%	1.60%	1.64%	1.97%	1.52%	1.75%	0.47%	0.18%	2.63%	1.19%	0.93%	1.82%	1.85%	1.67%	1.52%	1.53%	0.98%	2.19%	1.86%	1.86%	0.16%	1.23%	1.30%	1.54%	2.27%	2.60%	1.72%	0.13%	1.52%	2.29%	0.05%	2.36%	1.88%	1.65%	1.71%	2.89%	0.81%	1.99%	1.02%	0.80%	0.12%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	583	1	20	25	19	16	7	6	2	11	13	16	15	12	6	17	17	11	18	28	22	2	18	23	21	35	19	32	1	15	10	2	27	27	23	11	14	3	2	6	8	2	0					
		1.10%	0.21%	1.18%	1.57%	2.20%	1.43%	0.88%	0.95%	0.18%	0.76%	1.04%	1.15%	1.51%	0.97%	1.43%	1.62%	1.30%	0.98%	1.72%	1.74%	1.52%	0.11%	1.17%	1.58%	1.35%	1.99%	1.45%	1.90%	0.07%	1.14%	1.43%	0.11%	1.67%	1.63%	1.52%	1.17%	1.35%	0.30%	0.29%	1.02%	0.71%	0.12%	0.00%					
20	3.Политическая партия «Демократическая партия России»	63	0	5	3	1	2	2	0	4	1	3	0	0	1	0	1	0	2	0	2	0	0	1	1	4	3	2	3	1	3	1	1	3	6	2	3	1	1	0	0	0	0	0					
		0.12%	0.00%	0.30%	0.19%	0.12%	0.18%	0.25%	0.00%	0.36%	0.07%	0.24%	0.00%	0.00%	0.08%	0.00%	0.10%	0.00%	0.18%	0.00%	0.12%	0.00%	0.00%	0.06%	0.07%	0.26%	0.17%	0.15%	0.18%	0.07%	0.23%	0.14%	0.05%	0.19%	0.36%	0.13%	0.32%	0.10%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3395	19	97	117	54	68	56	40	70	106	100	76	71	91	31	45	93	70	61	114	89	82	111	123	129	123	107	187	109	108	58	2	131	113	115	98	74	41	33	17	21	30	115					
		6.38%	4.04%	5.74%	7.36%	6.26%	6.07%	7.00%	6.33%	6.23%	7.35%	7.96%	5.46%	7.16%	7.33%	7.38%	4.29%	7.12%	6.27%	5.82%	7.07%	6.14%	4.33%	7.18%	8.44%	8.28%	6.98%	8.17%	11.08%	7.30%	8.22%	8.30%	0.11%	8.13%	6.84%	7.60%	10.46%	7.14%	4.16%	4.71%	2.89%	1.87%	1.83%	5.30%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	525	2	25	17	6	7	3	9	17	30	20	12	10	19	3	3	17	11	11	22	16	16	22	25	19	27	18	17	23	7	5	0	12	29	16	11	6	2	1	1	4	4	0					
		0.99%	0.43%	1.48%	1.07%	0.70%	0.63%	0.38%	1.42%	1.51%	2.08%	1.59%	0.86%	1.01%	1.53%	0.71%	0.29%	1.30%	0.98%	1.05%	1.36%	1.10%	0.84%	1.42%	1.72%	1.22%	1.53%	1.37%	1.01%	1.54%	0.53%	0.72%	0.00%	0.74%	1.76%	1.06%	1.17%	0.58%	0.20%	0.14%	0.17%	0.36%	0.24%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	127	0	7	5	1	3	3	2	2	5	2	5	2	1	2	4	4	3	2	5	5	3	3	2	2	3	4	6	1	4	1	0	2	10	4	5	1	3	0	0	2	8	0					
		0.24%	0.00%	0.41%	0.31%	0.12%	0.27%	0.38%	0.32%	0.18%	0.35%	0.16%	0.36%	0.20%	0.08%	0.48%	0.38%	0.31%	0.27%	0.19%	0.31%	0.35%	0.16%	0.19%	0.14%	0.13%	0.17%	0.31%	0.36%	0.07%	0.30%	0.14%	0.00%	0.12%	0.61%	0.26%	0.53%	0.10%	0.30%	0.00%	0.00%	0.18%	0.49%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6258	66	223	230	120	138	119	100	139	189	187	259	159	139	56	172	181	187	138	250	205	4	192	199	226	201	199	209	160	180	96	4	214	217	243	118	145	112	84	50	89	9	50					
		11.77%	14.04%	13.20%	14.47%	13.92%	12.32%	14.88%	15.82%	12.38%	13.10%	14.89%	18.61%	16.04%	11.20%	13.33%	16.38%	13.85%	16.74%	13.16%	15.51%	14.15%	0.21%	12.43%	13.66%	14.51%	11.41%	15.19%	12.38%	10.71%	13.70%	13.73%	0.21%	13.28%	13.14%	16.05%	12.59%	13.98%	11.37%	11.98%	8.49%	7.93%	0.55%	2.31%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2885	17	112	102	37	61	41	32	4	93	89	94	56	68	15	52	93	57	73	128	101	83	86	123	99	144	107	128	3	73	55	8	124	127	95	77	84	33	41	28	39	3	0					
		5.42%	3.62%	6.63%	6.42%	4.29%	5.45%	5.13%	5.06%	0.36%	6.44%	7.09%	6.75%	5.65%	5.48%	3.57%	4.95%	7.12%	5.10%	6.96%	7.94%	6.97%	4.38%	5.57%	8.44%	6.35%	8.18%	8.17%	7.58%	0.20%	5.56%	7.87%	0.42%	7.69%	7.69%	6.27%	8.22%	8.10%	3.35%	5.85%	4.75%	3.47%	0.18%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	298	1	17	11	4	4	8	3	6	8	10	9	4	10	2	6	8	9	11	17	11	2	5	3	10	9	10	11	1	6	6	10	9	12	17	5	4	3	0	4	8	4	0					
		0.56%	0.21%	1.01%	0.69%	0.46%	0.36%	1.00%	0.47%	0.53%	0.55%	0.80%	0.65%	0.40%	0.81%	0.48%	0.57%	0.61%	0.81%	1.05%	1.05%	0.76%	0.11%	0.32%	0.21%	0.64%	0.51%	0.76%	0.65%	0.07%	0.46%	0.86%	0.53%	0.56%	0.73%	1.12%	0.53%	0.39%	0.30%	0.00%	0.68%	0.71%	0.24%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36943	357	1115	1021	579	778	524	419	861	920	783	853	644	841	285	705	834	735	668	954	914	1690	1047	893	976	1094	752	1015	1189	847	427	1858	1002	1018	933	569	647	767	511	470	924	1570	1954					
		69.47%	75.96%	66.02%	64.25%	67.17%	69.46%	65.50%	66.30%	76.67%	63.76%	62.34%	61.28%	64.98%	67.77%	67.86%	67.14%	63.81%	65.80%	63.68%	59.18%	63.08%	89.18%	67.77%	61.29%	62.64%	62.12%	57.40%	60.13%	79.59%	64.46%	61.09%	98.15%	62.16%	61.62%	61.62%	60.73%	62.39%	77.87%	72.90%	79.80%	82.28%	96.02%	90.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	807	1	30	17	12	16	19	7	3	23	20	37	4	22	9	13	28	13	23	42	41	7	20	30	31	46	42	38	2	36	17	5	27	39	22	20	17	8	7	5	7	1	0					
		1.52%	0.21%	1.78%	1.07%	1.39%	1.43%	2.38%	1.11%	0.27%	1.59%	1.59%	2.66%	0.40%	1.77%	2.14%	1.24%	2.14%	1.16%	2.19%	2.61%	2.83%	0.37%	1.29%	2.06%	1.99%	2.61%	3.21%	2.25%	0.13%	2.74%	2.43%	0.26%	1.67%	2.36%	1.45%	2.13%	1.64%	0.81%	0.99%	0.85%	0.62%	0.06%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
