Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    район Очаково-Матвеевское																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592	УИК №2593	УИК №2594	УИК №2595	УИК №2596	УИК №2597	УИК №2598	УИК №2599	УИК №2600	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №3370	УИК №3371					
1	"Число избирателей, внесенных в список избирателей"	67176	2329	2456	2106	2446	2230	2729	1965	2158	2153	2723	2217	2302	2114	2301	2477	1972	2272	2131	2406	1647	2166	2524	2948	2424	2511	2897	3038	2381	761	178	214					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60850	2100	2250	1950	2200	2050	2500	1800	2050	1950	2500	2050	2100	1950	2100	2200	1850	2000	1950	2250	1400	2000	2350	2650	2200	2300	2150	2700	2050	650	200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36299	1126	1379	1094	1175	1368	1345	1064	1169	1221	1551	1088	1255	1275	1336	1227	980	1432	1101	1462	905	1217	1294	1544	1156	1243	1648	1642	1328	334	174	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1139	15	17	33	32	33	34	27	31	29	29	42	30	21	39	6	23	16	42	27	128	14	21	23	36	35	26	24	14	292	0	0					
6	Число погашенных избирательных бюллетеней	23412	959	854	823	993	649	1121	709	850	700	920	920	815	654	725	967	847	552	807	761	367	769	1035	1083	1008	1022	476	1034	708	24	26	234					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1138	15	17	33	32	33	34	27	31	29	29	42	30	21	39	6	23	16	41	27	128	14	21	23	36	35	26	24	14	292	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35910	1126	1363	1092	1175	1367	1343	1063	1169	1221	1502	1075	1255	1247	1221	1221	980	1432	1095	1462	902	1195	1273	1532	1155	1234	1571	1637	1328	334	174	166					
9	Число недействительных избирательных бюллетеней	687	57	21	13	19	14	61	20	4	6	33	27	10	20	21	13	23	9	15	47	19	27	32	39	24	22	40	30	5	13	1	2					
10	Число действительных избирательных бюллетеней	36361	1084	1359	1112	1188	1386	1316	1070	1196	1244	1498	1090	1275	1248	1239	1214	980	1439	1121	1442	1011	1182	1262	1516	1167	1247	1557	1631	1337	613	173	164					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1340	60	70	40	40	60	40	40	40	40	50	40	40	40	40	40	40	110	40	40	40	50	50	60	40	40	40	50	40	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1002	39	49	34	29	42	30	36	32	24	35	31	31	29	31	33	37	95	30	34	20	38	37	47	28	33	26	37	28	7	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	963	37	22	28	29	46	18	7	43	15	32	13	27	10	8	27	28	80	16	14	45	25	27	25	21	23	25	54	52	77	76	13					
14	Число погашенных неиспользованных открепительных удостоверений	338	21	21	6	11	18	10	4	8	16	15	9	9	11	9	7	3	15	10	6	20	12	13	13	12	7	14	13	12	13	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	194	7	4	7	5	9	8	5	7	2	5	11	14	9	14	4	9	2	8	5	5	6	14	5	5	6	7	7	4	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3768	86	147	125	158	156	216	171	80	218	242	156	133	45	58	91	161	73	65	125	111	159	154	122	52	195	91	168	94	48	31	37					
		10.17%	7.54%	10.65%	11.11%	13.09%	11.14%	15.69%	15.69%	6.67%	17.44%	15.81%	13.97%	10.35%	3.55%	4.60%	7.42%	16.05%	5.04%	5.72%	8.39%	10.78%	13.15%	11.90%	7.85%	4.37%	15.37%	5.70%	10.11%	7.00%	7.67%	17.82%	22.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3326	137	60	73	133	130	168	136	45	82	165	87	97	64	59	130	133	155	80	229	101	168	157	189	49	139	104	93	95	23	28	17					
		8.98%	12.01%	4.35%	6.49%	11.02%	9.29%	12.20%	12.48%	3.75%	6.56%	10.78%	7.79%	7.55%	5.05%	4.68%	10.59%	13.26%	10.70%	7.04%	15.38%	9.81%	13.90%	12.13%	12.15%	4.11%	10.95%	6.51%	5.60%	7.08%	3.67%	16.09%	10.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	523	40	19	7	10	20	18	19	10	8	27	19	13	12	41	11	15	30	22	24	14	15	20	25	12	15	17	21	10	5	1	3					
		1.41%	3.51%	1.38%	0.62%	0.83%	1.43%	1.31%	1.74%	0.83%	0.64%	1.76%	1.70%	1.01%	0.95%	3.25%	0.90%	1.50%	2.07%	1.94%	1.61%	1.36%	1.24%	1.55%	1.61%	1.01%	1.18%	1.06%	1.26%	0.75%	0.80%	0.57%	1.81%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6094	162	264	193	221	209	306	190	182	255	314	232	215	242	167	139	213	144	93	275	193	252	252	238	206	257	170	198	205	47	17	43					
		16.45%	14.20%	19.13%	17.16%	18.31%	14.93%	22.22%	17.43%	15.17%	20.40%	20.51%	20.77%	16.73%	19.09%	13.25%	11.33%	21.24%	9.94%	8.19%	18.47%	18.74%	20.84%	19.47%	15.31%	17.30%	20.25%	10.64%	11.92%	15.28%	7.51%	9.77%	25.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2421	48	54	109	122	145	203	101	57	108	168	64	62	34	46	42	59	15	50	101	41	50	141	124	46	116	86	82	90	31	7	19					
		6.53%	4.21%	3.91%	9.69%	10.11%	10.36%	14.74%	9.27%	4.75%	8.64%	10.97%	5.73%	4.82%	2.68%	3.65%	3.42%	5.88%	1.04%	4.40%	6.78%	3.98%	4.14%	10.90%	7.97%	3.86%	9.14%	5.39%	4.94%	6.71%	4.95%	4.02%	11.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19934	592	813	595	540	715	388	451	818	566	571	526	743	839	859	793	389	1007	783	675	546	535	529	801	793	509	1070	1060	840	456	87	45					
		53.81%	51.88%	58.91%	52.89%	44.74%	51.07%	28.18%	41.38%	68.17%	45.28%	37.30%	47.09%	57.82%	66.17%	68.17%	64.63%	38.78%	69.54%	68.93%	45.33%	53.01%	44.25%	40.88%	51.51%	66.58%	40.11%	67.00%	63.82%	62.59%	72.84%	50.00%	27.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	295	19	2	10	4	11	17	2	4	7	11	6	12	12	9	8	10	15	28	13	5	3	9	17	9	16	19	9	3	3	2	0					
		0.80%	1.67%	0.14%	0.89%	0.33%	0.79%	1.23%	0.18%	0.33%	0.56%	0.72%	0.54%	0.93%	0.95%	0.71%	0.65%	0.99%	1.04%	2.46%	0.87%	0.49%	0.25%	0.70%	1.09%	0.76%	1.26%	1.19%	0.54%	0.22%	0.48%	1.15%	0.00%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
