Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Шуйская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795					
1	"Число избирателей, внесенных в список избирателей"	15681	2378	455	375	362	289	896	80	131	83	249	272	359	527	437	2675	580	254	674	547	158	709	249	2301	290	351					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15730	2350	480	390	380	290	910	80	130	80	240	260	350	520	430	2700	580	260	680	550	160	690	240	2330	300	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7028	660	178	170	173	139	440	50	54	51	126	173	184	318	246	1162	363	122	293	154	67	357	99	1169	120	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1893	328	97	81	36	41	79	11	35	10	31	28	42	73	61	349	24	18	107	134	51	45	42	49	72	49					
6	Число погашенных избирательных бюллетеней	6809	1362	205	139	171	110	391	19	41	19	83	59	124	129	123	1189	193	120	280	262	42	288	99	1112	108	141					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1893	328	97	81	36	41	79	11	35	10	31	28	42	73	61	349	24	18	107	134	51	45	42	49	72	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7027	660	178	170	173	139	440	50	54	51	126	173	184	318	246	1162	363	122	293	154	67	356	99	1169	120	160					
9	Число недействительных избирательных бюллетеней	121	24	3	3	2	1	10	0	1	0	0	3	7	5	3	2	5	2	2	4	1	5	4	29	3	2					
10	Число действительных избирательных бюллетеней	8799	964	272	248	207	179	509	61	88	61	157	198	219	386	304	1509	382	138	398	284	117	396	137	1189	189	207					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	342	40	13	5	15	1	26	0	1	3	14	5	10	15	10	53	15	5	15	20	5	10	5	45	5	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	289	8	13	5	15	1	26	0	1	0	14	5	10	15	10	53	15	5	15	5	5	10	2	45	5	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	154	14	4	3	5	4	6	2	2	5	5	5	4	15	6	8	9	1	5	1	3	11	3	22	3	8					
14	Число погашенных неиспользованных открепительных удостоверений	53	32	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1214	121	43	34	20	14	73	7	11	6	28	31	18	70	31	215	57	20	76	39	21	38	13	199	12	17					
		13.61%	12.25%	15.64%	13.55%	9.57%	7.78%	14.07%	11.48%	12.36%	9.84%	17.83%	15.42%	7.96%	17.90%	10.10%	14.23%	14.73%	14.29%	19.00%	13.54%	17.80%	9.48%	9.22%	16.34%	6.25%	8.13%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1266	123	53	31	22	18	71	12	17	11	21	27	9	50	33	245	56	16	54	33	14	61	13	214	19	43					
		14.19%	12.45%	19.27%	12.35%	10.53%	10.00%	13.68%	19.67%	19.10%	18.03%	13.38%	13.43%	3.98%	12.79%	10.75%	16.21%	14.47%	11.43%	13.50%	11.46%	11.86%	15.21%	9.22%	17.57%	9.90%	20.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	17	1	2	1	1	10	1	0	0	3	2	5	2	4	11	5	2	2	1	0	5	3	11	1	2					
		1.03%	1.72%	0.36%	0.80%	0.48%	0.56%	1.93%	1.64%	0.00%	0.00%	1.91%	0.99%	2.21%	0.51%	1.30%	0.73%	1.29%	1.43%	0.50%	0.35%	0.00%	1.25%	2.13%	0.90%	0.52%	0.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1930	216	53	38	56	31	100	7	21	12	26	25	41	71	94	300	121	26	119	87	16	72	24	293	30	51					
		21.64%	21.86%	19.27%	15.14%	26.79%	17.22%	19.27%	11.48%	23.60%	19.67%	16.56%	12.44%	18.14%	18.16%	30.62%	19.85%	31.27%	18.57%	29.75%	30.21%	13.56%	17.96%	17.02%	24.06%	15.63%	24.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	145	17	1	1	1	2	7	0	1	0	7	4	0	12	3	31	6	0	9	4	0	9	1	23	1	5					
		1.63%	1.72%	0.36%	0.40%	0.48%	1.11%	1.35%	0.00%	1.12%	0.00%	4.46%	1.99%	0.00%	3.07%	0.98%	2.05%	1.55%	0.00%	2.25%	1.39%	0.00%	2.24%	0.71%	1.89%	0.52%	2.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4100	465	119	141	107	112	243	34	36	31	70	109	146	177	138	704	134	73	136	117	66	210	82	437	124	89					
		45.96%	47.06%	43.27%	56.18%	51.20%	62.22%	46.82%	55.74%	40.45%	50.82%	44.59%	54.23%	64.60%	45.27%	44.95%	46.59%	34.63%	52.14%	34.00%	40.63%	55.93%	52.37%	58.16%	35.88%	64.58%	42.58%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	5	2	1	0	1	5	0	2	1	2	0	0	4	1	3	3	1	2	3	0	1	1	12	2	0					
		0.58%	0.51%	0.73%	0.40%	0.00%	0.56%	0.96%	0.00%	2.25%	1.64%	1.27%	0.00%	0.00%	1.02%	0.33%	0.20%	0.78%	0.71%	0.50%	1.04%	0.00%	0.25%	0.71%	0.99%	1.04%	0.00%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
