Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Таганский район																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124					
1	"Число избирателей, внесенных в списки избирателей"	76562	1616	1023	1527	2485	1398	2554	2708	2616	2205	2725	2262	2277	2026	1585	1349	2318	1902	1766	1558	2202	2039	2522	2160	2382	2117	2045	2404	2673	2809	2313	2601	1677	2158	2163	2310	73	837	70	780	138	58	131					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	61950	1400	800	1000	2000	1000	2000	2300	2300	1600	2100	1600	1700	1500	1300	1000	1800	1500	1500	1200	1600	1600	2000	1600	2000	2000	1700	2100	2000	2300	2000	2300	1500	2000	1600	1800	100	850	100	800	150	100	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43858	1323	517	720	1379	821	1391	1533	1770	1195	1538	1227	1460	1234	899	731	1181	923	1033	894	1147	1086	1326	1166	1233	1237	1017	1399	1455	1466	1286	1485	1056	1179	1234	1296	73	837	69	762	91	58	131					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3158	17	21	79	97	66	68	114	122	101	80	100	120	99	93	89	100	52	99	84	100	107	70	77	107	108	104	107	125	112	93	108	71	98	34	121	0	0	0	0	15	0	0					
6	Число погашенных избирательных бюллетеней	14934	60	262	201	524	113	541	653	408	304	482	273	120	167	308	180	519	525	368	222	353	407	604	357	660	655	579	594	420	722	621	707	373	723	332	383	27	13	31	38	44	42	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3156	17	21	79	97	66	68	114	122	101	80	100	120	99	93	89	100	52	99	84	100	107	70	77	107	108	104	105	125	112	93	108	71	98	34	121	0	0	0	0	15	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43671	1321	517	720	1376	821	1391	1509	1750	1195	1538	1213	1460	1234	899	731	1181	920	1022	894	1147	1086	1326	1166	1231	1234	1015	1399	1455	1466	1193	1485	1055	1179	1228	1296	73	834	69	762	91	58	131					
9	Число недействительных избирательных бюллетеней	571	20	11	10	16	8	23	24	37	16	0	14	19	8	18	8	13	10	10	12	23	19	8	17	23	17	14	25	10	19	17	23	8	24	10	15	0	14	0	8	0	0	0					
10	Число действительных избирательных бюллетеней	46256	1318	527	789	1457	879	1436	1599	1835	1280	1618	1299	1561	1325	974	812	1268	962	1111	966	1224	1174	1388	1226	1315	1325	1105	1479	1570	1559	1269	1570	1118	1253	1252	1402	73	820	69	754	106	58	131					
