Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Таганский район																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №3218	УИК №3219	УИК №3220	УИК №3221					
1	"Число избирателей, внесенных в список избирателей"	77904	3015	2552	1452	2481	2224	2682	2549	2811	2408	3028	2206	2752	2810	2828	2595	2716	2062	2580	2394	2452	2449	2575	2600	1696	2883	2985	2907	2085	2864	2284	42	849	967	121					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65650	2500	2100	1000	2100	2000	2400	2100	2400	2100	2500	1800	2300	2400	2500	2200	2300	1700	2200	2000	2100	2000	2200	2200	1300	2400	2400	2400	1700	2400	1750	50	1000	1000	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	43371	1604	1332	907	1856	1315	1437	1231	1872	1103	1366	1290	1582	1189	1541	1314	1165	1159	1188	1235	1100	1385	1673	1639	743	1672	1401	1585	1285	1565	1698	37	849	967	86					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2197	37	29	15	21	67	91	34	46	105	53	52	138	27	133	139	69	137	41	81	126	65	37	68	66	72	98	146	97	86	21	0	0	0	0					
6	Число погашенных избирательных бюллетеней	20082	859	739	78	223	618	872	835	482	892	1081	458	580	1184	826	747	1066	404	971	684	874	550	490	493	491	656	901	669	318	749	31	13	151	33	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2196	37	29	15	20	67	91	34	46	105	53	52	138	27	133	139	69	137	41	81	126	65	37	68	66	72	98	146	97	86	21	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42830	1604	1186	907	1855	1165	1417	1231	1872	1081	1366	1268	1444	1188	1541	1314	1165	1159	1188	1235	1100	1385	1673	1626	743	1672	1382	1585	1285	1565	1696	37	842	967	86					
9	Число недействительных избирательных бюллетеней	779	14	36	8	20	22	29	11	38	19	14	6	34	35	19	22	19	17	0	10	8	10	48	88	8	0	135	28	0	3	35	0	28	13	2					
10	Число действительных избирательных бюллетеней	44247	1627	1179	914	1855	1210	1479	1254	1880	1167	1405	1314	1548	1180	1655	1431	1215	1279	1229	1306	1218	1440	1662	1606	801	1744	1345	1703	1382	1648	1682	37	814	954	84					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1790	70	50	30	50	50	60	50	60	50	60	50	70	50	50	50	50	50	50	50	50	50	50	50	30	50	70	80	50	60	250	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1367	40	31	18	27	38	55	41	56	40	47	37	51	34	35	28	35	29	44	41	38	32	39	28	27	38	49	73	37	35	244	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1149	54	74	26	42	42	19	28	30	20	34	18	30	34	39	33	30	53	26	19	33	26	99	69	9	0	33	46	25	58	81	4	7	0	8					
14	Число погашенных неиспользованных открепительных удостоверений	423	30	19	12	23	12	5	9	4	10	13	13	19	16	15	22	15	21	6	9	12	18	11	22	3	12	21	7	13	25	6	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	113	2	0	0	3	0	0	1	3	2	0	1	3	1	2	0	2	2	0	0	0	2	6	2	2	0	5	2	1	1	70	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6334	133	201	86	138	27	246	200	347	170	208	214	340	70	217	230	220	191	213	165	123	235	19	208	129	270	182	401	305	363	279	0	132	55	17					
		14.07%	8.10%	16.54%	9.33%	7.36%	2.19%	16.31%	15.81%	18.09%	14.33%	14.66%	16.21%	21.49%	5.76%	12.96%	15.83%	17.83%	14.74%	17.33%	12.54%	10.03%	16.21%	1.11%	12.28%	15.95%	15.48%	12.30%	23.17%	22.07%	21.99%	16.25%	0.00%	15.68%	5.69%	19.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3069	114	126	78	101	11	155	129	31	154	159	128	25	124	173	117	165	15	2	115	29	52	4	175	26	161	133	9	117	15	296	12	93	22	3					
		6.82%	6.95%	10.37%	8.46%	5.39%	0.89%	10.28%	10.20%	1.62%	12.98%	11.21%	9.70%	1.58%	10.21%	10.33%	8.05%	13.37%	1.16%	0.16%	8.74%	2.37%	3.59%	0.23%	10.33%	3.21%	9.23%	8.99%	0.52%	8.47%	0.91%	17.24%	32.43%	11.05%	2.28%	3.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	425	27	17	10	15	2	30	11	4	15	15	4	8	14	30	16	20	3	1	5	12	5	8	23	18	8	30	3	2	4	44	1	13	6	1					
		0.94%	1.65%	1.40%	1.08%	0.80%	0.16%	1.99%	0.87%	0.21%	1.26%	1.06%	0.30%	0.51%	1.15%	1.79%	1.10%	1.62%	0.23%	0.08%	0.38%	0.98%	0.34%	0.47%	1.36%	2.22%	0.46%	2.03%	0.17%	0.14%	0.24%	2.56%	2.70%	1.54%	0.62%	1.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10374	433	305	188	366	358	365	366	431	308	326	254	372	214	359	343	327	257	341	256	294	367	308	348	181	345	389	445	245	363	504	10	180	190	36					
		23.04%	26.39%	25.10%	20.39%	19.52%	29.06%	24.20%	28.93%	22.47%	25.97%	22.97%	19.24%	23.51%	17.61%	21.45%	23.61%	26.50%	19.83%	27.75%	19.45%	23.98%	25.31%	18.01%	20.54%	22.37%	19.78%	26.28%	25.71%	17.73%	21.99%	29.35%	27.03%	21.38%	19.65%	41.86%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2723	230	222	71	80	17	187	182	10	129	97	30	22	34	174	220	141	148	1	78	27	22	2	213	34	1	27	33	2	22	166	2	67	27	5					
		6.05%	14.02%	18.27%	7.70%	4.27%	1.38%	12.40%	14.39%	0.52%	10.88%	6.84%	2.27%	1.39%	2.80%	10.39%	15.14%	11.43%	11.42%	0.08%	5.93%	2.20%	1.52%	0.12%	12.57%	4.20%	0.06%	1.82%	1.91%	0.14%	1.33%	9.67%	5.41%	7.96%	2.79%	5.81%					
