Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Урупская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203					
1	"Число избирателей, внесенных в списки"	15193	412	948	2065	484	1020	446	905	2040	1681	509	213	491	1430	1487	389	49	624					
2	"Число бюллетеней, полученных участковыми комиссиями"	14640	400	910	2020	460	990	420	880	1966	1600	510	217	460	1340	1430	380	57	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7036	146	354	887	177	411	207	458	926	783	155	143	223	735	649	235	49	498					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	237	7	11	12	11	4	14	65	13	14	12	6	13	20	23	4	0	8					
6	Число погашенных бюллетеней	7367	247	545	1121	272	575	199	357	1027	803	343	68	224	585	758	141	8	94					
7	Число бюллетеней в переносных ящиках для голосования	237	7	11	12	11	4	14	65	13	14	12	6	13	20	23	4	0	8					
8	Число бюллетеней в стационарных ящиках для голосования	7036	146	354	887	177	411	207	458	926	783	155	143	223	735	649	235	49	498					
9	Число недействительных бюллетеней	90	8	6	0	6	6	4	11	9	9	6	1	4	7	10	3	0	0					
10	Число действительных бюллетеней	7183	145	359	899	182	409	217	512	930	788	161	148	232	748	662	236	49	506					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	120	3	8	15	4	8	3	7	16	13	3	3	4	11	12	3	1	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	2	2	3	1	2	0	4	7	3	2	0	0	1	10	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	0	0	2	0	0	2	3	5	3	0	0	3	1	1	3	0	1					
14	Число погашенных открепительных удостоверений	83	1	6	12	3	6	3	3	9	10	1	3	4	10	2	3	1	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	108	8	6	14	2	11	4	4	9	6	5	6	6	4	13	2	0	8					
		1.48%	5.22%	1.64%	1.55%	1.06%	2.65%	1.80%	0.76%	0.95%	0.75%	2.99%	4.02%	2.54%	0.52%	1.93%	0.83%	0.0%	1.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	124	4	4	42	7	10	3	4	21	14	0	4	0	2	8	1	0	0					
		1.70%	2.61%	1.09%	4.67%	3.72%	2.40%	1.35%	0.76%	2.23%	1.75%	0.0%	2.68%	0.0%	0.26%	1.19%	0.41%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	150	13	7	15	3	4	3	18	22	29	4	3	6	9	8	4	0	2					
		2.06%	8.49%	1.91%	1.66%	1.59%	0.96%	1.35%	3.44%	2.34%	3.63%	2.39%	2.01%	2.54%	1.19%	1.19%	1.67%	0.0%	0.39%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	102	1	4	15	2	3	3	5	25	17	4	1	2	0	18	0	0	2					
		1.40%	0.65%	1.09%	1.66%	1.06%	0.72%	1.35%	0.95%	2.66%	2.13%	2.39%	0.67%	0.84%	0.0%	2.67%	0.0%	0.0%	0.39%					
22	"5. ""За Русь Святую"""	65	2	4	7	4	2	1	5	3	5	0	0	6	7	11	6	0	2					
		0.89%	1.30%	1.09%	0.77%	2.12%	0.48%	0.45%	0.95%	0.31%	0.62%	0.0%	0.0%	2.54%	0.92%	1.63%	2.51%	0.0%	0.39%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	0	0	2	2	0	1	6	6	4	0	1	0	1	3	2	1	1					
		0.41%	0.0%	0.0%	0.22%	1.06%	0.0%	0.45%	1.14%	0.63%	0.50%	0.0%	0.67%	0.0%	0.13%	0.44%	0.83%	2.04%	0.19%					
