Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва													
Дата голосования: 02.12.2007													
													
Наименование Избирательной комиссии:    Макаровская													
													
Сводная таблица результатов выборов													
													
		Сумма	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92					
1	"Число избирателей, внесенных в списки избирателей"	8018	673	342	2063	2235	2004	701					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7414	580	340	2074	2050	1670	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	578	199	0	0	0	379	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3821	261	205	1083	1193	704	375					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	290	13	14	29	49	155	30					
6	Число погашенных избирательных бюллетеней	2725	107	121	962	808	432	295					
7	Число избирательных бюллетеней в переносных ящиках для голосования	868	212	14	29	49	534	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3816	260	205	1082	1193	701	375					
9	Число недействительных избирательных бюллетеней	59	10	6	15	14	11	3					
10	Число действительных избирательных бюллетеней	4625	462	213	1096	1228	1224	402					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	99	5	2	25	37	25	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	75	1	1	21	35	16	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	10	1	0	12	8	6					
14	Число погашенных неиспользованных открепительных удостоверений	24	4	1	4	2	9	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	3	2	6	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0					
													
18	1.Политическая партия «Аграрная партия России»	58	5	1	6	13	23	10					
		1.24%	1.06%	0.46%	0.54%	1.05%	1.86%	2.47%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	0	5	6	8	6	0					
		0.53%	0.00%	2.28%	0.54%	0.64%	0.49%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	1	0	3	0					
		0.09%	0.00%	0.00%	0.09%	0.00%	0.24%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	472	44	20	127	124	127	30					
		10.08%	9.32%	9.13%	11.43%	9.98%	10.28%	7.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	1	0	6	9	5	1					
		0.47%	0.21%	0.00%	0.54%	0.72%	0.40%	0.25%					
23	6.Политическая партия «Партия социальной справедливости»	4	0	0	1	1	2	0					
		0.09%	0.00%	0.00%	0.09%	0.08%	0.16%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	408	54	16	85	107	114	32					
		8.71%	11.44%	7.31%	7.65%	8.62%	9.23%	7.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	382	36	10	106	117	91	22					
		8.16%	7.63%	4.57%	9.54%	9.42%	7.37%	5.43%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	35	1	1	4	13	15	1					
		0.75%	0.21%	0.46%	0.36%	1.05%	1.21%	0.25%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3171	314	159	741	825	827	305					
		67.70%	66.53%	72.60%	66.70%	66.43%	66.96%	75.31%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	44	7	1	13	11	11	1					
		0.94%	1.48%	0.46%	1.17%	0.89%	0.89%	0.25%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
