Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Электростальская городская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №3186	УИК №3187	УИК №3188	УИК №3189	УИК №3190	УИК №3191	УИК №3192	УИК №3193	УИК №3194	УИК №3195	УИК №3196	УИК №3197	УИК №3198	УИК №3199	УИК №3200	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234					
1	"Число избирателей, внесенных в списки"	119706	2646	2592	2748	2720	2380	2501	2398	2425	2775	2505	2519	1879	2401	2129	2539	2903	2602	2938	2585	2780	2674	2632	2384	2343	2507	2082	2620	2281	2459	2547	2739	2611	2843	2609	2326	2251	2877	2820	2637	2875	2631	2082	2398	2685	2631	2404	2184	369	240					
2	"Число бюллетеней, полученных участковыми комиссиями"	118250	2600	2500	2600	2700	2300	2400	2400	2400	2700	2500	2500	1900	2400	2100	2500	2850	2600	2850	2550	2800	2650	2600	2350	2300	2500	2100	2600	2250	2400	2500	2650	2550	2750	2600	2300	2250	2850	2800	2600	2800	2600	2350	2350	2650	2350	2200	2200	500	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	64887	1542	1493	1660	1582	1436	1296	1409	1300	1470	1383	1354	1039	1266	1133	1566	1630	1516	1528	1522	1597	1424	1469	1420	1334	1407	1204	1286	1117	1132	1325	1413	1287	1287	1378	1255	1283	1267	1378	1327	1541	1336	1090	1359	1588	1528	1341	1182	80	127					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1182	17	19	12	19	14	24	15	14	19	20	22	20	22	19	13	11	14	20	13	13	19	29	14	20	11	20	32	16	39	29	22	7	8	17	12	18	27	10	16	12	22	36	27	10	13	5	32	223	96					
6	Число погашенных бюллетеней	52179	1041	985	928	1099	850	1080	976	1086	1211	1097	1124	841	1112	948	921	1202	1070	1302	1015	1190	1207	1102	916	946	1086	876	1282	1117	1228	1146	1215	1256	1455	1205	1033	960	1556	1412	1251	1247	1242	1224	964	1052	809	854	986	197	277					
7	Число бюллетеней в переносных ящиках для голосования	1182	17	19	12	19	14	24	15	14	19	20	22	20	22	19	13	11	14	20	13	13	19	29	14	20	11	20	32	16	39	29	22	7	8	17	12	18	27	10	16	12	22	36	27	10	13	5	32	223	96					
8	Число бюллетеней в стационарных ящиках для голосования	64796	1538	1490	1659	1582	1436	1296	1409	1298	1470	1383	1354	1039	1266	1133	1564	1630	1514	1528	1509	1597	1423	1469	1420	1334	1396	1204	1286	1117	1128	1325	1413	1287	1287	1378	1255	1278	1261	1378	1321	1541	1334	1090	1356	1586	1528	1321	1178	80	127					
9	Число недействительных бюллетеней	1175	13	9	15	3	11	56	15	23	12	27	27	25	18	27	25	11	48	17	25	23	43	7	26	40	30	29	25	36	20	23	13	22	33	21	25	13	17	89	22	12	22	11	37	51	25	5	36	9	3					
10	Число действительных бюллетеней	64803	1542	1500	1656	1598	1439	1264	1409	1289	1477	1376	1349	1034	1270	1125	1552	1630	1480	1531	1497	1587	1399	1491	1408	1314	1377	1195	1293	1097	1147	1331	1422	1272	1262	1374	1242	1283	1271	1299	1315	1541	1334	1115	1346	1545	1516	1321	1174	294	220					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1445	65	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	776	54	21	12	20	18	13	12	20	21	15	18	21	9	10	18	14	18	20	22	19	13	17	28	8	13	18	16	6	11	21	15	16	15	15	21	13	15	10	12	16	22	16	16	15	7	17	9	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	480	48	54	6	13	16	14	9	9	14	16	3	14	3	11	14	7	5	10	4	7	5	6	6	9	16	5	8	3	5	17	7	6	10	7	8	12	2	8	0	3	9	3	6	4	5	11	9	1	12					
