Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Целинская 																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №2580					
1	"Число избирателей, внесенных в списки"	27366	1372	573	217	2744	1998	1777	2209	741	357	1550	408	241	851	697	742	1007	498	925	217	956	1105	1079	765	986	284	398	2397	272					
2	"Число бюллетеней, полученных участковыми комиссиями"	27294	1352	593	196	2744	1973	1829	2234	723	333	1550	408	235	849	694	746	1006	492	950	209	952	1099	1084	766	976	277	395	2360	269					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18575	552	208	123	1829	1627	1400	1208	499	243	1214	238	161	593	594	597	441	185	852	150	745	778	842	590	574	190	255	1741	146					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2611	118	56	27	32	28	22	559	50	29	187	141	56	21	16	28	229	290	73	0	63	121	61	61	159	44	36	40	64					
6	Число погашенных бюллетеней	6108	682	329	46	883	318	407	467	174	61	149	29	18	235	84	121	336	17	25	59	144	200	181	115	243	43	104	579	59					
7	Число бюллетеней в переносных ящиках для голосования	2611	118	56	27	32	28	22	559	50	29	187	141	56	21	16	28	229	290	73	0	63	121	61	61	159	44	36	40	64					
8	Число бюллетеней в стационарных ящиках для голосования	18575	552	208	123	1829	1627	1400	1208	499	243	1214	238	161	593	594	597	441	185	852	150	745	778	842	590	574	190	255	1741	146					
9	Число недействительных бюллетеней	91	4	2	2	0	14	8	25	0	1	0	0	0	4	0	0	0	0	0	0	4	0	13	1	0	8	3	0	2					
10	Число действительных бюллетеней	21095	666	262	148	1861	1641	1414	1742	549	271	1401	379	217	610	610	625	670	475	925	150	804	899	890	650	733	226	288	1781	208					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	465	10	5	5	60	60	60	60	10	5	10	5	5	5	5	5	10	5	10	5	10	10	10	10	10	5	5	60	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	0	0	0	3	2	6	7	0	1	3	0	0	0	0	0	0	0	1	0	0	1	6	3	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	0	0	0	3	1	0	1	1	0	1	1	0	1	0	2	1	2	0	0	1	1	1	2	2	0	1	1	0					
14	Число погашенных открепительных удостоверений	429	10	5	5	57	58	54	53	10	4	7	5	5	5	5	5	10	5	9	5	10	9	4	7	10	5	5	57	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	66	3	3	3	2	1	11	2	0	3	1	1	0	0	0	4	4	1	0	0	0	6	1	2	1	14	1	0	2					
		0.31%	0.44%	1.13%	2.0%	0.10%	0.06%	0.77%	0.11%	0.0%	1.10%	0.07%	0.26%	0.0%	0.0%	0.0%	0.64%	0.59%	0.21%	0.0%	0.0%	0.0%	0.66%	0.11%	0.30%	0.13%	5.98%	0.34%	0.0%	0.95%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	57	2	1	0	2	2	16	1	0	0	4	3	0	2	0	0	0	1	0	0	2	5	5	0	1	0	0	10	0					
		0.26%	0.29%	0.37%	0.0%	0.10%	0.12%	1.12%	0.05%	0.0%	0.0%	0.28%	0.79%	0.0%	0.32%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.24%	0.55%	0.55%	0.0%	0.13%	0.0%	0.0%	0.56%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	105	10	10	4	4	3	10	1	0	3	7	0	0	2	0	4	0	1	0	0	1	11	3	0	0	11	0	15	5					
		0.49%	1.49%	3.78%	2.66%	0.21%	0.18%	0.70%	0.05%	0.0%	1.10%	0.49%	0.0%	0.0%	0.32%	0.0%	0.64%	0.0%	0.21%	0.0%	0.0%	0.12%	1.22%	0.33%	0.0%	0.0%	4.70%	0.0%	0.84%	2.38%					
