Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Новоусманская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342					
1	"Число избирателей, внесенных в списки"	50736	3213	1280	1239	1920	1453	2179	2434	1992	836	3196	855	1012	1079	1149	1728	2768	250	675	1249	1184	451	389	131	657	684	664	798	733	255	1345	748	443	772	628	688	799	788	816	830	2263	2188	1975					
2	"Число бюллетеней, полученных участковыми комиссиями"	46500	2800	1230	1110	1730	1250	2000	2200	1800	970	2700	750	900	1000	1020	1600	2600	251	620	950	1200	483	350	116	600	600	600	750	700	250	1220	650	450	800	600	650	750	750	750	750	2200	2000	1800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22289	1867	553	522	851	744	861	813	663	301	1591	331	469	519	535	678	1230	132	276	505	485	247	198	77	296	284	250	275	290	132	679	323	235	419	239	369	295	325	439	451	894	864	782					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2572	49	46	42	74	69	20	53	64	58	39	27	41	72	49	43	73	6	152	39	67	64	43	26	24	105	91	50	54	2	61	142	45	82	168	46	89	49	66	43	108	78	53					
6	Число погашенных бюллетеней	21639	884	631	546	805	437	1119	1334	1073	611	1070	392	390	409	436	879	1297	113	192	406	648	172	109	13	280	211	259	425	356	116	480	185	170	299	193	235	366	376	245	256	1198	1058	965					
7	Число бюллетеней в переносных ящиках для голосования	2572	49	46	42	74	69	20	53	64	58	39	27	41	72	49	43	73	6	152	39	67	64	43	26	24	105	91	50	54	2	61	142	45	82	168	46	89	49	66	43	108	78	53					
8	Число бюллетеней в стационарных ящиках для голосования	22289	1867	553	522	851	744	861	813	663	301	1591	331	469	519	535	678	1230	132	276	505	485	247	198	77	296	284	250	275	290	132	679	323	235	419	239	369	295	325	439	451	894	864	782					
9	Число недействительных бюллетеней	656	17	16	3	33	8	18	14	16	6	37	23	15	9	34	12	19	4	2	22	0	8	11	4	13	12	16	9	9	16	26	13	17	11	4	24	14	14	11	13	45	37	21					
10	Число действительных бюллетеней	24205	1899	583	561	892	805	863	852	711	353	1593	335	495	582	550	709	1284	134	426	522	552	303	230	99	307	377	325	316	335	118	714	452	263	490	403	391	370	360	494	481	957	905	814					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	450	25	10	15	10	10	10	10	10	10	15	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	165	23	3	12	7	5	8	1	5	7	12	0	3	6	7	11	8	0	0	1	3	2	0	0	2	6	3	1	1	1	2	0	5	4	0	2	0	2	5	0	2	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	190	9	2	3	7	7	4	10	1	2	7	7	2	4	5	5	0	2	1	3	3	6	3	6	4	2	4	5	5	2	3	3	9	3	3	2	8	5	6	2	6	8	11					
14	Число погашенных открепительных удостоверений	285	2	7	3	3	5	2	9	5	3	3	10	7	4	3	4	2	10	10	9	7	8	10	10	8	4	7	9	9	9	8	10	5	6	10	8	10	8	5	10	8	8	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	369	21	5	8	13	5	8	5	9	4	12	9	3	16	8	4	15	3	10	15	19	5	3	0	6	8	6	6	9	1	12	7	8	6	8	5	1	10	8	9	25	25	9					
		1.48%	1.09%	0.83%	1.41%	1.40%	0.61%	0.90%	0.57%	1.23%	1.11%	0.73%	2.51%	0.58%	2.70%	1.36%	0.55%	1.15%	2.17%	2.33%	2.75%	3.44%	1.60%	1.24%	0.0%	1.87%	2.05%	1.75%	1.84%	2.61%	0.74%	1.62%	1.50%	2.85%	1.19%	1.96%	1.20%	0.26%	2.67%	1.58%	1.82%	2.49%	2.65%	1.07%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1004	93	6	22	18	41	28	13	26	4	105	15	23	35	31	31	42	1	19	55	37	17	3	6	22	18	18	6	14	6	24	30	3	16	22	23	9	12	27	16	18	30	19					
		4.03%	4.85%	1.00%	3.90%	1.94%	5.04%	3.17%	1.50%	3.57%	1.11%	6.44%	4.18%	4.50%	5.92%	5.30%	4.29%	3.22%	0.72%	4.43%	10.11%	6.70%	5.46%	1.24%	5.82%	6.87%	4.62%	5.27%	1.84%	4.06%	4.47%	3.24%	6.45%	1.07%	3.19%	5.40%	5.54%	2.34%	3.20%	5.34%	3.23%	1.79%	3.18%	2.27%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	753	54	14	21	23	18	30	23	20	5	86	15	12	25	15	14	27	3	14	16	15	19	4	4	10	18	5	12	20	4	37	12	7	22	12	12	8	8	23	12	8	21	25					
