Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Артинская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148					
1	"Число избирателей, внесенных в список"	25155	1799	663	1253	2379	2547	2125	326	631	73	69	158	287	212	68	156	40	384	584	102	516	237	67	1401	86	113	195	85	83	321	646	260	526	861	55	84	201	1184	217	135	86	809	209	297	259	283	630	60	70	699	159	234	231					
2	Число полученных избирательных бюллетеней	25193	1760	654	1206	2335	2752	2078	325	646	70	66	157	296	205	68	155	38	395	594	102	524	249	67	1373	82	110	204	86	84	329	660	259	534	860	55	84	198	1197	210	138	85	798	201	296	254	274	622	58	68	696	156	240	240					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15643	979	407	741	1357	1555	1249	211	437	62	54	107	208	123	50	90	34	256	387	87	310	203	54	954	76	92	124	61	65	190	384	195	319	450	34	49	103	667	145	113	61	539	147	179	165	204	472	51	60	354	110	153	166					
5	"Число избирательных бюллетеней, выданных вне помещения"	956	42	14	27	59	53	45	22	29	3	0	1	11	18	4	18	4	26	29	0	19	2	4	52	5	4	31	5	7	23	69	13	85	21	5	3	0	28	10	4	10	15	15	24	11	13	15	0	4	27	0	13	14					
6	Число погашенных избирательных бюллетеней	8593	739	233	438	919	1144	784	92	180	5	12	49	77	64	14	47	0	113	178	15	195	44	9	367	1	14	49	20	12	116	207	51	130	389	16	32	95	501	55	21	14	244	39	93	78	57	135	7	4	315	46	74	60					
7	Число избирательных бюллетеней в переносных ящиках	956	42	14	27	59	53	45	22	29	3	0	1	11	18	4	18	4	26	29	0	19	2	4	52	5	4	31	5	7	23	69	13	85	21	5	3	0	28	10	4	10	15	15	24	11	13	15	0	4	27	0	13	14					
8	Число бюллетеней в стационарных ящиках для голосования	15643	979	407	741	1357	1555	1249	211	437	62	54	107	208	123	50	90	34	256	387	87	310	203	54	954	76	92	124	61	65	190	384	195	319	450	34	49	103	667	145	113	61	539	147	179	165	204	472	51	60	354	110	153	166					
9	Число недействительных избирательных бюллетеней	299	10	9	10	30	18	15	6	18	3	2	2	5	5	2	1	0	5	7	2	7	6	1	8	0	5	1	2	0	3	3	10	3	9	1	2	2	12	9	2	0	9	4	6	4	5	13	0	0	16	0	2	4					
10	Число действительных избирательных бюллетеней	16300	1011	412	758	1386	1590	1279	227	448	62	52	106	214	136	52	107	38	277	409	85	322	199	57	998	81	91	154	64	72	210	450	198	401	462	38	50	101	683	146	115	71	545	158	197	172	212	474	51	64	365	110	164	176					
