Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Нефтеюганская городская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344					
1	"Число избирателей, внесенных в списки"	74377	2890	2750	2083	1343	2457	2433	2232	3026	1816	2375	1926	2516	2852	2951	2629	2507	831	1076	1606	1662	2736	1777	2488	2847	2397	2902	2939	2612	3146	2468	3030	1074					
2	"Число бюллетеней, полученных участковыми комиссиями"	70900	2900	2700	2000	1300	2000	2000	2200	2900	1800	2300	1800	2500	2500	2900	2600	2500	800	1000	1600	1600	2600	1700	2400	2800	2300	2700	2900	2800	2900	2400	2500	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31565	1094	1177	935	651	1097	1086	880	1192	804	1077	946	1131	1202	1347	1192	927	348	296	566	575	849	498	1114	1334	996	1347	1316	1107	1536	1026	1427	492					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	452	5	11	17	8	21	16	10	186	11	8	42	6	10	4	2	2	0	5	1	6	3	0	4	7	6	16	7	12	8	7	8	3					
6	Число погашенных бюллетеней	38883	1801	1512	1048	641	882	898	1310	1522	985	1215	812	1363	1288	1549	1406	1571	452	699	1033	1019	1748	1202	1282	1459	1298	1337	1577	1681	1356	1367	1065	505					
7	Число бюллетеней в переносных ящиках для голосования	452	5	11	17	8	21	16	10	186	11	8	42	6	10	4	2	2	0	5	1	6	3	0	4	7	6	16	7	12	8	7	8	3					
8	Число бюллетеней в стационарных ящиках для голосования	31547	1094	1177	935	651	1097	1084	880	1190	804	1077	946	1131	1202	1346	1192	927	348	296	566	575	849	498	1113	1333	996	1347	1313	1107	1536	1026	1419	492					
9	Число недействительных бюллетеней	219	6	5	12	3	10	10	10	13	3	10	5	3	7	7	11	11	2	6	3	5	13	4	9	9	2	7	7	7	5	9	5	0					
10	Число действительных бюллетеней	31780	1093	1183	940	656	1108	1090	880	1363	812	1075	983	1134	1205	1343	1183	918	346	295	564	576	839	494	1108	1331	1000	1356	1313	1112	1539	1024	1422	495					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	992	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	198	13	2	7	6	3	7	7	7	8	5	6	19	6	10	7	5	0	1	2	1	3	2	12	11	5	6	5	6	10	3	6	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	90	4	1	3	8	4	4	2	3	3	6	2	6	0	2	2	0	1	0	5	1	2	0	3	2	2	0	4	7	9	3	0	1					
14	Число погашенных открепительных удостоверений	794	18	29	24	25	28	24	24	24	23	26	25	12	25	21	24	26	31	30	29	30	28	29	19	20	26	25	26	25	21	28	25	24					
15	Число открепительных удостоверений выданных ТИК	12	2	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	288	9	11	16	4	9	6	5	12	3	5	11	10	13	10	9	8	5	5	11	6	9	9	6	11	7	11	9	10	8	16	18	6					
		0.90%	0.81%	0.92%	1.68%	0.60%	0.80%	0.54%	0.56%	0.87%	0.36%	0.46%	1.11%	0.87%	1.07%	0.74%	0.75%	0.86%	1.43%	1.66%	1.94%	1.03%	1.05%	1.80%	0.53%	0.82%	0.69%	0.80%	0.68%	0.89%	0.51%	1.54%	1.26%	1.21%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1401	41	47	60	36	42	65	38	43	39	41	50	36	54	67	63	46	4	3	25	23	16	11	55	60	31	70	67	52	64	64	68	20					
		4.37%	3.73%	3.95%	6.30%	5.46%	3.75%	5.90%	4.26%	3.12%	4.78%	3.77%	5.06%	3.16%	4.45%	4.96%	5.27%	4.95%	1.14%	0.99%	4.40%	3.95%	1.87%	2.20%	4.92%	4.47%	3.09%	5.13%	5.07%	4.64%	4.14%	6.19%	4.76%	4.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1240	42	57	29	25	45	57	42	54	35	45	44	61	59	56	61	29	14	14	20	17	25	12	46	57	45	1	53	39	47	38	62	9					
		3.87%	3.82%	4.79%	3.04%	3.79%	4.02%	5.18%	4.71%	3.92%	4.29%	4.14%	4.45%	5.36%	4.86%	4.14%	5.10%	3.12%	4.02%	4.65%	3.52%	2.92%	2.93%	2.40%	4.11%	4.25%	4.49%	0.07%	4.01%	3.48%	3.04%	3.67%	4.34%	1.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1280	24	57	42	25	43	61	40	44	42	34	47	32	47	47	44	46	6	7	23	27	16	10	45	42	45	96	51	37	69	38	70	23					
		4.00%	2.18%	4.79%	4.41%	3.79%	3.84%	5.54%	4.49%	3.19%	5.15%	3.13%	4.75%	2.81%	3.87%	3.48%	3.68%	4.95%	1.72%	2.32%	4.05%	4.64%	1.87%	2.00%	4.02%	3.13%	4.49%	7.04%	3.86%	3.30%	4.46%	3.67%	4.90%	4.64%					
22	"5. ""За Русь Святую"""	169	4	0	8	3	5	6	4	15	6	9	7	2	10	7	7	2	1	0	4	5	2	1	8	5	7	6	9	6	7	3	8	2					
