Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    Алейская																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в список"	15197	476	207	62	154	172	379	563	447	125	1024	130	372	1014	395	214	234	525	618	112	613	745	571	92	150	195	136	527	429	772	79	722	491	425	477	523	521	506					
2	Число полученных избирательных бюллетеней	15194	550	200	60	150	180	370	560	440	130	1000	130	380	1000	400	200	240	520	620	110	610	740	560	90	150	190	140	540	430	750	90	700	500	430	474	530	520	510					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10865	416	182	47	117	140	311	391	243	80	651	88	277	681	290	131	188	340	410	84	465	512	424	71	101	130	107	371	328	539	70	527	375	313	371	339	395	360					
5	"Число избирательных бюллетеней, выданных вне помещения"	724	14	0	0	6	11	10	18	25	10	85	10	27	52	22	10	11	14	7	0	20	10	49	10	4	23	5	6	36	18	9	21	9	6	18	64	43	41					
6	Число погашенных избирательных бюллетеней	3605	120	18	13	27	29	49	151	172	40	264	32	76	267	88	59	41	166	203	26	125	218	87	9	45	37	28	163	66	193	11	152	116	111	85	127	82	109					
7	Число избирательных бюллетеней в переносных ящиках	724	14	0	0	6	11	10	18	25	10	85	10	27	52	22	10	11	14	7	0	20	10	49	10	4	23	5	6	36	18	9	21	9	6	18	64	43	41					
8	Число бюллетеней в стационарных ящиках для голосования	10863	416	182	47	117	140	311	391	243	80	650	88	277	681	290	131	188	340	410	84	465	512	423	71	101	130	107	371	328	539	70	527	375	313	371	339	395	360					
9	Число недействительных избирательных бюллетеней	156	1	5	0	0	0	5	7	3	0	9	3	2	19	4	4	0	2	8	1	6	7	1	3	0	3	2	5	4	14	0	3	6	7	11	1	7	3					
10	Число действительных избирательных бюллетеней	11431	429	177	47	123	151	316	402	265	90	726	95	302	714	308	137	199	352	409	83	479	515	471	78	105	150	110	372	360	543	79	545	378	312	378	402	431	398					
11	Число полученных открепительных  удостоверений	200	6	5	5	5	5	6	6	6	5	7	4	5	7	6	5	5	6	6	5	6	5	5	5	5	5	5	5	5	6	4	6	6	5	6	5	5	6					
12	Число выданных открепительных удостоверений	43	3	0	0	0	5	2	0	1	3	1	3	0	2	0	0	0	2	4	0	0	3	0	0	0	1	0	2	0	3	0	3	1	1	1	1	0	1					
