Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Заветинская районная																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №2437	УИК №2438	УИК №2439					
1	"Число избирателей, внесенных в списки избирателей"	10714	2846	2019	582	963	763	591	660	669	527	721	134	132	107					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9966	2560	1880	560	900	700	530	620	640	510	720	116	120	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7535	2228	1515	392	588	496	431	451	432	343	462	74	68	55					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1171	196	139	75	147	144	68	53	141	80	31	42	44	11					
6	Число погашенных избирательных бюллетеней	1260	136	226	93	165	60	31	116	67	87	227	0	8	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1171	196	139	75	147	144	68	53	141	80	31	42	44	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7526	2220	1515	392	588	496	431	451	432	343	461	74	68	55					
9	Число недействительных избирательных бюллетеней	41	10	3	0	11	2	1	3	1	5	5	0	0	0					
10	Число действительных избирательных бюллетеней	8656	2406	1651	467	724	638	498	501	572	418	487	116	112	66					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	387	47	54	20	30	35	36	26	33	25	50	5	13	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	383	47	54	20	30	35	36	26	33	25	50	3	11	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	73	30	6	2	1	3	10	1	3	5	2	7	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	2	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	2	11	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	161	3	8	10	16	24	7	24	13	6	43	5	2	0					
