Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
"Наименование Избирательной комиссии:    Волгоград, Ворошиловская"																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242					
1	"Число избирателей, внесенных в списки"	63490	1590	1726	1664	1828	1902	1526	2266	1530	1640	2101	1237	1559	1553	1938	1827	2138	2675	2030	2647	2434	2601	2332	2693	2180	1147	1082	1023	2360	2026	1507	2414	1499	2815					
2	"Число бюллетеней, полученных участковыми комиссиями"	64846	1600	1660	1246	1900	1980	1600	2300	1600	1600	2160	1200	1600	1700	2000	1900	2240	2790	2100	2830	2600	2700	2500	2800	2300	1200	1100	1000	2200	2000	1540	2500	1500	2900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29452	777	896	802	1024	1004	815	935	717	869	1171	700	792	819	1034	989	1176	1394	1087	1301	1232	1120	1190	1136	991	390	395	382	671	638	546	761	538	1160					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	930	13	96	18	28	40	25	29	18	24	30	14	41	24	20	7	20	20	13	31	23	33	25	22	16	22	26	29	93	19	33	29	25	24					
6	Число погашенных бюллетеней	34464	810	668	426	848	936	760	1336	865	707	959	486	767	857	946	904	1044	1376	1000	1498	1345	1547	1285	1642	1293	788	679	589	1436	1343	961	1710	937	1716					
7	Число бюллетеней в переносных ящиках для голосования	930	13	96	18	28	40	25	29	18	24	30	14	41	24	20	7	20	20	13	31	23	33	25	22	16	22	26	29	93	19	33	29	25	24					
8	Число бюллетеней в стационарных ящиках для голосования	29343	777	896	802	1024	1004	815	932	717	867	1171	700	792	819	1033	989	1156	1394	1086	1301	1232	1120	1175	1134	991	390	395	353	671	637	545	760	513	1152					
9	Число недействительных бюллетеней	523	8	6	20	18	23	19	14	6	10	6	13	15	30	25	6	14	20	13	7	9	19	30	21	45	10	19	11	17	11	33	9	11	5					
10	Число действительных бюллетеней	29750	782	986	800	1034	1021	821	947	729	881	1195	701	818	813	1028	990	1162	1394	1086	1325	1246	1134	1170	1135	962	402	402	371	747	645	545	780	527	1171					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	960	40	25	25	25	25	30	30	30	30	30	30	30	30	30	30	30	40	30	40	30	40	30	30	30	20	20	20	20	20	20	40	20	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	270	6	9	6	4	6	9	10	4	7	16	2	2	19	11	13	9	11	17	19	14	12	18	5	15	1	0	0	0	2	1	7	1	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	252	29	12	10	7	5	5	7	15	7	15	6	3	9	8	6	7	4	7	6	4	9	6	1	6	10	5	1	7	4	6	7	4	14					
14	Число погашенных открепительных удостоверений	690	34	16	19	21	19	21	20	26	23	14	28	28	11	19	17	21	29	13	21	16	28	12	25	15	19	20	20	20	18	19	33	19	26					
15	Число открепительных удостоверений выданных ТИК	6	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
