Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Чарышская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811					
1	"Число избирателей, внесенных в список избирателей"	10701	62	683	43	133	124	584	62	708	131	265	1197	2891	741	50	82	162	149	98	479	96	412	48	134	94	827	126	211	62	47					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9937	69	630	45	120	110	540	62	660	120	250	1110	2650	690	53	83	150	140	99	440	90	380	47	120	95	760	110	200	68	46					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5731	35	332	26	76	86	336	47	388	87	150	611	1398	361	38	44	90	101	67	266	68	257	34	82	71	404	76	124	41	35					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	458	0	21	0	1	4	27	2	49	5	12	52	136	41	0	0	3	0	3	8	0	24	0	2	0	46	9	11	0	2					
6	Число погашенных избирательных бюллетеней	3748	34	277	19	43	20	177	13	223	28	88	447	1116	288	15	39	57	39	29	166	22	99	13	36	24	310	25	65	27	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	458	0	21	0	1	4	27	2	49	5	12	52	136	41	0	0	3	0	3	8	0	24	0	2	0	46	9	11	0	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5727	35	332	26	76	86	336	47	388	87	150	611	1394	361	38	44	90	101	67	266	68	257	34	82	71	404	76	124	41	35					
9	Число недействительных избирательных бюллетеней	136	1	12	1	0	3	6	0	18	2	9	7	23	7	0	5	6	2	0	5	2	9	0	1	0	8	5	3	1	0					
10	Число действительных избирательных бюллетеней	6049	34	341	25	77	87	357	49	419	90	153	656	1507	395	38	39	87	99	70	269	66	272	34	83	71	442	80	132	40	37					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	79	0	2	0	0	2	4	0	4	0	1	12	40	2	0	0	0	0	2	4	0	2	0	0	0	4	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	56	0	0	0	0	2	4	0	4	0	1	8	29	1	0	0	0	0	1	2	0	2	0	0	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	33	0	1	0	1	1	3	4	1	3	0	0	5	2	0	0	1	1	1	1	0	0	0	0	1	2	2	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	23	0	2	0	0	0	0	0	0	0	0	4	11	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1139	3	57	8	15	20	72	4	76	13	19	109	302	66	7	5	13	23	17	63	16	39	5	12	12	107	20	15	10	11					
		18.42%	8.57%	16.15%	30.77%	19.48%	22.22%	19.83%	8.16%	17.39%	14.13%	11.73%	16.44%	19.74%	16.42%	18.42%	11.36%	13.98%	22.77%	24.29%	22.99%	23.53%	13.88%	14.71%	14.29%	16.90%	23.78%	23.53%	11.11%	24.39%	29.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1013	8	81	5	22	17	51	14	92	14	25	96	274	55	4	8	15	11	9	40	11	24	6	8	6	79	16	15	5	2					
		16.38%	22.86%	22.95%	19.23%	28.57%	18.89%	14.05%	28.57%	21.05%	15.22%	15.43%	14.48%	17.91%	13.68%	10.53%	18.18%	16.13%	10.89%	12.86%	14.60%	16.18%	8.54%	17.65%	9.52%	8.45%	17.56%	18.82%	11.11%	12.20%	5.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	1	3	0	0	0	3	0	3	0	1	4	10	3	1	0	1	0	0	1	1	0	0	0	0	3	1	2	0	0					
		0.61%	2.86%	0.85%	0.00%	0.00%	0.00%	0.83%	0.00%	0.69%	0.00%	0.62%	0.60%	0.65%	0.75%	2.63%	0.00%	1.08%	0.00%	0.00%	0.36%	1.47%	0.00%	0.00%	0.00%	0.00%	0.67%	1.18%	1.48%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1623	8	47	2	8	27	75	3	115	44	54	192	415	59	3	5	9	29	28	68	18	137	5	27	11	140	30	38	10	16					
		26.24%	22.86%	13.31%	7.69%	10.39%	30.00%	20.66%	6.12%	26.32%	47.83%	33.33%	28.96%	27.12%	14.68%	7.89%	11.36%	9.68%	28.71%	40.00%	24.82%	26.47%	48.75%	14.71%	32.14%	15.49%	31.11%	35.29%	28.15%	24.39%	43.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	0	1	1	0	1	1	2	8	0	1	8	17	7	0	2	1	0	0	1	0	1	0	1	1	2	0	0	0	1					
		0.92%	0.00%	0.28%	3.85%	0.00%	1.11%	0.28%	4.08%	1.83%	0.00%	0.62%	1.21%	1.11%	1.74%	0.00%	4.55%	1.08%	0.00%	0.00%	0.36%	0.00%	0.36%	0.00%	1.19%	1.41%	0.44%	0.00%	0.00%	0.00%	2.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2154	14	151	8	31	21	151	26	125	19	53	244	485	202	23	18	48	36	16	96	20	69	18	34	40	110	13	61	15	7					
		34.83%	40.00%	42.78%	30.77%	40.26%	23.33%	41.60%	53.06%	28.60%	20.65%	32.72%	36.80%	31.70%	50.25%	60.53%	40.91%	51.61%	35.64%	22.86%	35.04%	29.41%	24.56%	52.94%	40.48%	56.34%	24.44%	15.29%	45.19%	36.59%	18.92%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	0	1	1	1	1	4	0	0	0	0	3	4	3	0	1	0	0	0	0	0	2	0	1	1	1	0	1	0	0					
