Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Александровская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
1	"Число избирателей, внесенных в списки"	27936	648	754	567	272	2138	1621	2272	2177	2212	724	2013	1871	2477	1641	194	1656	852	258	1594	215	170	532	347	73	140	427	91					
2	"Число бюллетеней, полученных участковыми комиссиями"	29820	700	800	580	520	2220	1660	2200	2250	2290	710	2100	1900	2430	1850	220	1870	950	300	1730	290	210	610	400	90	200	600	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17239	380	416	259	252	1479	1064	1444	1406	1427	330	1272	1205	1403	741	138	950	477	187	957	153	110	380	291	73	110	256	79					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1469	52	51	69	20	57	216	28	33	78	26	53	56	146	109	12	191	37	17	62	22	0	62	34	0	13	22	3					
6	Число погашенных бюллетеней	11112	268	333	252	248	684	380	728	811	785	354	775	639	881	1000	70	729	436	96	711	115	100	168	75	17	77	322	58					
7	Число бюллетеней в переносных ящиках для голосования	1469	52	51	69	20	57	216	28	33	78	26	53	56	146	109	12	191	37	17	62	22	0	62	34	0	13	22	3					
8	Число бюллетеней в стационарных ящиках для голосования	17234	380	416	259	252	1479	1064	1444	1406	1427	330	1272	1204	1402	741	138	950	476	187	956	153	109	380	291	73	110	256	79					
9	Число недействительных бюллетеней	256	3	10	7	10	23	15	15	21	30	5	17	14	14	7	0	12	14	15	15	5	0	0	2	0	1	0	1					
10	Число действительных бюллетеней	18447	429	457	321	262	1513	1265	1457	1418	1475	351	1308	1246	1534	843	150	1129	499	189	1003	170	109	442	323	73	122	278	81					
