Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Кармаскалинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373					
1	"Число избирателей, внесенных в списки избирателей"	33806	561	276	448	462	1128	426	980	2167	770	121	324	209	367	1344	1580	245	433	1620	1899	1959	430	1125	644	202	189	770	635	279	1244	508	201	920	261	897	235	417	787	217	641	275	721	451	628	1902	1908					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33320	557	276	441	453	1100	420	958	2140	762	119	323	208	359	1327	1558	235	422	1590	1877	1934	426	1107	633	198	192	753	629	271	1221	513	201	903	254	883	223	410	774	215	627	277	713	443	617	1888	1890					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32592	547	276	440	453	1092	413	944	2126	752	111	298	206	345	1302	1550	207	421	1569	1861	1912	426	1096	632	192	104	753	583	265	1186	477	196	851	252	871	219	405	744	209	609	271	708	419	609	1843	1847					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	554	4	0	0	0	8	0	9	0	2	8	22	0	14	15	0	28	0	21	0	22	0	8	0	6	83	0	43	6	35	21	5	47	2	12	4	5	27	4	18	0	5	24	8	22	16					
6	Число погашенных избирательных бюллетеней	174	6	0	1	0	0	7	5	14	8	0	3	2	0	10	8	0	1	0	16	0	0	3	1	0	5	0	3	0	0	15	0	5	0	0	0	0	3	2	0	6	0	0	0	23	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	554	4	0	0	0	8	0	9	0	2	8	22	0	14	15	0	28	0	21	0	22	0	8	0	6	83	0	43	6	35	21	5	47	2	12	4	5	27	4	18	0	5	24	8	22	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32592	547	276	440	453	1092	413	944	2126	752	111	298	206	345	1302	1550	207	421	1569	1861	1912	426	1096	632	192	104	753	583	265	1186	477	196	851	252	871	219	405	744	209	609	271	708	419	609	1843	1847					
9	Число недействительных избирательных бюллетеней	95	12	0	0	0	0	1	0	7	0	0	0	0	2	21	31	0	0	5	2	6	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0					
10	Число действительных избирательных бюллетеней	33051	539	276	440	453	1100	412	953	2119	754	119	320	206	357	1296	1519	235	421	1585	1859	1928	426	1104	632	198	187	753	626	270	1221	496	201	898	254	883	223	410	770	212	627	271	710	443	617	1865	1863					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	177	2	0	4	3	4	1	2	13	6	0	4	0	0	6	20	2	2	4	15	19	1	0	1	0	0	2	4	2	4	3	0	10	1	3	0	1	4	0	0	2	3	2	0	13	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	177	2	0	4	3	4	1	2	13	6	0	4	0	0	6	20	2	2	4	15	19	1	0	1	0	0	2	4	2	4	3	0	10	1	3	0	1	4	0	0	2	3	2	0	13	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	140	4	0	4	3	21	1	0	4	8	0	1	4	4	3	3	5	0	1	5	9	0	0	2	2	1	3	2	3	7	3	0	3	1	1	0	2	3	2	2	1	0	2	6	7	7					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	0	0	1	1	2	1	1	2	0	0	0	0	2	1	0	0	0	3	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	81	0	0	1	1	5	2	7	0	1	0	0	0	2	12	10	7	0	0	0	1	0	3	3	0	1	2	2	0	0	1	0	1	0	2	0	0	2	0	4	1	5	0	1	3	1					
		0.24%	0.00%	0.00%	0.23%	0.22%	0.45%	0.48%	0.73%	0.00%	0.13%	0.00%	0.00%	0.00%	0.56%	0.91%	0.65%	2.98%	0.00%	0.00%	0.00%	0.05%	0.00%	0.27%	0.47%	0.00%	0.53%	0.27%	0.32%	0.00%	0.00%	0.20%	0.00%	0.11%	0.00%	0.23%	0.00%	0.00%	0.26%	0.00%	0.64%	0.37%	0.70%	0.00%	0.16%	0.16%	0.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.43%	0.00%	0.00%	0.16%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%					
