Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Чухломская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641					
1	"Число избирателей, внесенных в список"	10481	2178	2110	270	138	52	77	168	284	180	148	145	405	401	387	534	1057	78	68	198	225	146	115	329	87	84	291	326					
2	Число полученных избирательных бюллетеней	10518	2162	2112	275	136	52	76	168	286	182	155	146	405	408	393	536	1070	77	68	199	223	147	118	330	86	84	295	329					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5304	1119	1061	113	78	40	48	117	171	89	91	86	199	238	131	249	447	37	28	124	122	79	81	109	55	52	166	174					
5	"Число избирательных бюллетеней, выданных вне помещения"	901	58	76	77	0	0	0	24	26	45	3	14	76	21	97	27	52	23	23	42	39	17	5	86	14	11	27	18					
6	Число погашенных избирательных бюллетеней	4313	985	975	85	58	12	28	27	89	48	61	46	130	149	165	260	571	17	17	33	62	51	32	135	17	21	102	137					
7	Число избирательных бюллетеней в переносных ящиках	901	58	76	77	0	0	0	24	26	45	3	14	76	21	97	27	52	23	23	42	39	17	5	86	14	11	27	18					
8	Число бюллетеней в стационарных ящиках для голосования	5302	1118	1060	113	78	40	48	117	171	89	91	86	199	238	131	249	447	37	28	124	122	79	81	109	55	52	166	174					
9	Число недействительных избирательных бюллетеней	51	5	12	1	2	0	2	0	0	2	0	6	1	0	0	1	13	0	0	0	1	1	2	0	1	0	1	0					
10	Число действительных избирательных бюллетеней	6152	1171	1124	189	76	40	46	141	197	132	94	94	274	259	228	275	486	60	51	166	160	95	84	195	68	63	192	192					
11	Число полученных открепительных  удостоверений	155	20	20	7	3	3	3	3	4	4	4	3	6	6	9	7	15	3	2	3	4	3	5	4	2	2	5	5					
12	Число выданных открепительных удостоверений	54	8	12	3	0	0	0	0	1	2	0	1	1	4	7	0	5	0	0	1	0	0	5	2	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	13	8	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	1	1	0	1	0	0					
14	Число неиспользованных открепительных удостоверений	101	12	8	4	3	3	3	3	3	2	4	2	5	2	2	7	10	3	2	2	4	3	0	2	2	2	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	114	21	28	3	3	0	0	0	4	3	1	2	5	7	2	10	6	1	0	3	2	0	0	1	2	3	3	4					
		1.84%	1.79%	2.46%	1.58%	3.85%	0.00%	0.00%	0.00%	2.03%	2.24%	1.06%	2.00%	1.82%	2.70%	0.88%	3.62%	1.20%	1.67%	0.00%	1.81%	1.24%	0.00%	0.00%	0.51%	2.90%	4.76%	1.55%	2.08%					
19	. Малышкин Олег Александрович	141	23	25	5	4	0	1	4	3	2	0	1	14	9	11	3	10	0	0	3	8	0	3	3	1	4	1	3					
		2.27%	1.96%	2.20%	2.63%	5.13%	0.00%	2.08%	2.84%	1.52%	1.49%	0.00%	1.00%	5.09%	3.47%	4.82%	1.09%	2.00%	0.00%	0.00%	1.81%	4.97%	0.00%	3.49%	1.54%	1.45%	6.35%	0.52%	1.56%					
20	. Миронов Сергей Михайлович	47	8	9	0	2	0	0	0	0	1	0	0	0	5	4	1	10	0	1	1	2	0	0	1	1	0	0	1					
		0.76%	0.68%	0.79%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	1.93%	1.75%	0.36%	2.00%	0.00%	1.96%	0.60%	1.24%	0.00%	0.00%	0.51%	1.45%	0.00%	0.00%	0.52%					
21	. Путин Владимир Владимирович	4511	852	801	145	45	30	44	111	165	95	86	72	194	176	147	179	338	47	34	137	113	86	58	163	54	37	150	152					
		72.72%	72.45%	70.51%	76.32%	57.69%	75.00%	91.67%	78.72%	83.76%	70.90%	91.49%	72.00%	70.55%	67.95%	64.47%	64.86%	67.74%	78.33%	66.67%	82.53%	70.19%	89.58%	67.44%	83.59%	78.26%	58.73%	77.72%	79.17%					
22	. Хакамада Ирина Муцуовна	115	28	21	1	0	0	1	1	2	5	0	3	3	6	10	3	6	0	1	3	3	1	0	3	0	1	4	9					
		1.85%	2.38%	1.85%	0.53%	0.00%	0.00%	2.08%	0.71%	1.02%	3.73%	0.00%	3.00%	1.09%	2.32%	4.39%	1.09%	1.20%	0.00%	1.96%	1.81%	1.86%	1.04%	0.00%	1.54%	0.00%	1.59%	2.07%	4.69%					
23	. Харитонов Николай Михайлович	1131	209	221	32	22	10	0	21	21	26	7	14	54	51	52	75	106	11	15	19	32	8	22	22	9	17	32	23					
		18.23%	17.77%	19.45%	16.84%	28.21%	25.00%	0.00%	14.89%	10.66%	19.40%	7.45%	14.00%	19.64%	19.69%	22.81%	27.17%	21.24%	18.33%	29.41%	11.45%	19.88%	8.33%	25.58%	11.28%	13.04%	26.98%	16.58%	11.98%					
																																		
24	Против всех	93	30	19	3	0	0	0	4	2	0	0	2	4	5	2	4	10	1	0	0	0	0	1	2	1	1	2	0					
		1.50%	2.55%	1.67%	1.58%	0.00%	0.00%	0.00%	2.84%	1.02%	0.00%	0.00%	2.00%	1.45%	1.93%	0.88%	1.45%	2.00%	1.67%	0.00%	0.00%	0.00%	0.00%	1.16%	1.03%	1.45%	1.59%	1.04%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
