Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Комсомольская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573					
1	"Число избирателей, внесенных в список избирателей"	20193	226	1254	552	1059	432	72	153	1217	704	256	110	299	394	217	1956	1722	1105	848	362	1229	525	1018	462	716	1631	1674					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20539	226	1297	586	1142	444	73	157	1227	742	255	107	298	396	215	1947	1872	1114	830	352	1277	523	993	451	700	1637	1678					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	84	0	35	0	6	17	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	10	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15177	207	1050	408	732	277	69	129	765	434	205	101	261	350	174	1216	1503	803	554	237	784	430	953	342	665	988	1540					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	969	10	64	55	58	29	3	6	25	67	8	6	20	20	6	122	22	35	17	21	82	16	13	34	0	167	63					
6	Число погашенных избирательных бюллетеней	4309	9	148	123	346	121	1	22	437	241	42	0	17	26	19	609	347	276	259	94	411	77	27	75	35	472	75					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1053	10	99	55	64	46	3	6	25	67	8	6	20	20	22	122	22	35	17	21	82	16	13	34	0	177	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15072	207	951	408	731	277	69	129	765	434	205	101	261	350	174	1216	1499	803	554	237	784	430	953	342	665	987	1540					
9	Число недействительных избирательных бюллетеней	420	11	25	8	14	2	0	2	20	17	0	0	8	28	4	39	46	16	25	6	26	0	56	7	15	14	31					
10	Число действительных избирательных бюллетеней	15705	206	1025	455	781	321	72	133	770	484	213	107	273	342	192	1299	1475	822	546	252	840	446	910	369	650	1150	1572					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	949	10	70	25	70	40	10	10	50	50	10	10	20	20	30	30	120	30	35	10	95	20	30	20	30	40	64					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	807	2	70	22	70	40	0	0	40	41	0	0	12	18	4	30	114	24	35	10	95	20	18	16	22	40	64					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	485	18	23	15	8	17	0	2	31	15	3	7	12	11	4	25	44	17	37	16	49	17	21	25	35	32	1					
14	Число погашенных неиспользованных открепительных удостоверений	142	8	0	3	0	0	10	10	10	9	10	10	8	2	26	0	6	6	0	0	0	0	12	4	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	0	0	0	1	0	0	0	0	3	0	3	1	0	0	1	4	2	2	0	2	0	13	6	0	9	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1689	12	158	50	114	24	3	10	92	66	9	2	34	23	23	184	142	83	62	26	94	39	80	32	48	155	124					
		10.47%	5.53%	15.05%	10.80%	14.34%	7.43%	4.17%	7.41%	11.65%	13.17%	4.23%	1.87%	12.10%	6.22%	11.73%	13.75%	9.34%	9.90%	10.86%	10.08%	10.85%	8.74%	8.28%	8.51%	7.22%	13.32%	7.74%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2885	28	184	56	141	54	3	8	151	73	22	4	15	28	19	277	316	150	115	29	133	52	225	66	170	188	378					
		17.89%	12.90%	17.52%	12.10%	17.74%	16.72%	4.17%	5.93%	19.11%	14.57%	10.33%	3.74%	5.34%	7.57%	9.69%	20.70%	20.78%	17.90%	20.14%	11.24%	15.36%	11.66%	23.29%	17.55%	25.56%	16.15%	23.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	147	1	11	8	4	2	0	0	4	3	0	1	1	0	3	13	18	9	11	2	4	2	12	4	8	7	19					
		0.91%	0.46%	1.05%	1.73%	0.50%	0.62%	0.00%	0.00%	0.51%	0.60%	0.00%	0.93%	0.36%	0.00%	1.53%	0.97%	1.18%	1.07%	1.93%	0.78%	0.46%	0.45%	1.24%	1.06%	1.20%	0.60%	1.19%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1899	3	101	26	85	28	7	8	127	48	12	5	17	18	13	247	202	79	70	40	139	40	167	34	66	166	151					
		11.78%	1.38%	9.62%	5.62%	10.69%	8.67%	9.72%	5.93%	16.08%	9.58%	5.63%	4.67%	6.05%	4.86%	6.63%	18.46%	13.28%	9.43%	12.26%	15.50%	16.05%	8.97%	17.29%	9.04%	9.92%	14.26%	9.42%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	214	0	21	3	13	3	0	2	13	11	1	1	9	2	1	20	18	13	16	2	12	6	10	4	11	8	14					
