Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Комсомольская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578					
1	"Число избирателей, внесенных в списки избирателей"	21654	70	175	1379	800	263	103	289	457	259	2024	1604	1154	1015	367	1411	515	1171	538	799	1788	1665	246	1349	609	1156	448					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21280	70	172	1300	800	248	125	276	418	271	2034	1526	1103	872	371	1363	523	1127	532	797	1808	1648	241	1412	597	1163	483					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	196	0	0	42	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	10	0	0	30	0	60	32					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16829	66	165	947	496	214	96	267	379	218	1451	1355	891	755	314	1013	445	1110	406	727	1165	1569	224	1025	407	827	297					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	912	4	4	37	84	18	7	9	12	13	89	5	26	18	23	60	26	17	40	0	191	4	10	56	64	64	31					
6	Число погашенных избирательных бюллетеней	3343	0	3	274	220	16	22	0	27	18	494	166	186	99	34	290	52	0	86	70	442	75	7	301	126	212	123					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1108	4	4	79	84	18	7	9	12	35	89	5	26	18	23	60	26	17	40	0	201	4	10	86	64	124	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16827	66	165	947	496	214	96	267	379	218	1451	1355	891	755	314	1013	445	1110	406	727	1165	1568	224	1024	407	827	297					
9	Число недействительных избирательных бюллетеней	270	0	6	25	11	0	0	0	8	4	38	25	22	17	3	6	0	10	5	6	10	12	3	26	16	13	4					
10	Число действительных избирательных бюллетеней	17665	70	163	1001	569	232	103	276	383	249	1502	1335	895	756	334	1067	471	1117	441	721	1356	1560	231	1084	455	938	356					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	918	13	10	50	80	5	12	5	20	25	70	25	30	25	60	30	10	20	45	30	65	73	15	95	10	50	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	900	10	6	50	80	5	10	5	20	20	70	24	30	25	60	30	10	20	45	27	65	73	15	95	10	50	45					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	733	10	8	13	16	4	2	5	56	5	110	26	42	104	64	61	14	14	22	15	57	3	14	38	8	12	10					
14	Число погашенных неиспользованных открепительных удостоверений	18	3	4	0	0	0	2	0	0	5	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	78	4	1	14	4	9	8	0	0	2	1	2	0	0	2	0	1	0	0	1	2	22	0	0	0	4	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	228	1	2	15	14	1	0	0	5	3	21	11	15	12	4	13	12	16	7	10	10	13	1	17	1	20	4					
		1.27%	1.43%	1.18%	1.46%	2.41%	0.43%	0.00%	0.00%	1.28%	1.19%	1.36%	0.81%	1.64%	1.55%	1.19%	1.21%	2.55%	1.42%	1.57%	1.38%	0.73%	0.83%	0.43%	1.53%	0.21%	2.10%	1.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	89	0	0	4	5	0	0	0	2	0	8	13	2	6	1	4	2	7	2	2	10	6	0	9	1	3	2					
		0.50%	0.00%	0.00%	0.39%	0.86%	0.00%	0.00%	0.00%	0.51%	0.00%	0.52%	0.96%	0.22%	0.78%	0.30%	0.37%	0.42%	0.62%	0.45%	0.28%	0.73%	0.38%	0.00%	0.81%	0.21%	0.32%	0.56%					
20	3.Политическая партия «Демократическая партия России»	29	1	1	6	0	0	0	2	0	0	4	1	2	0	0	2	1	2	0	0	0	0	1	4	0	2	0					
		0.16%	1.43%	0.59%	0.58%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.26%	0.07%	0.22%	0.00%	0.00%	0.19%	0.21%	0.18%	0.00%	0.00%	0.00%	0.00%	0.43%	0.36%	0.00%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1176	3	16	133	69	6	1	10	25	6	187	74	71	48	44	65	29	36	13	32	102	26	6	61	24	60	29					
		6.56%	4.29%	9.47%	12.96%	11.90%	2.59%	0.97%	3.62%	6.39%	2.37%	12.14%	5.44%	7.74%	6.21%	13.06%	6.06%	6.16%	3.19%	2.91%	4.40%	7.47%	1.65%	2.56%	5.50%	5.10%	6.31%	8.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	57	0	0	1	2	1	0	1	4	0	4	5	3	2	1	4	3	5	0	6	2	4	0	4	1	4	0					
		0.32%	0.00%	0.00%	0.10%	0.34%	0.43%	0.00%	0.36%	1.02%	0.00%	0.26%	0.37%	0.33%	0.26%	0.30%	0.37%	0.64%	0.44%	0.00%	0.83%	0.15%	0.25%	0.00%	0.36%	0.21%	0.42%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	38	0	1	1	1	0	0	1	4	2	3	4	4	1	1	2	0	1	0	0	4	3	0	3	2	0	0					
		0.21%	0.00%	0.59%	0.10%	0.17%	0.00%	0.00%	0.36%	1.02%	0.79%	0.19%	0.29%	0.44%	0.13%	0.30%	0.19%	0.00%	0.09%	0.00%	0.00%	0.29%	0.19%	0.00%	0.27%	0.42%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2160	5	17	152	86	7	12	19	49	19	205	180	106	114	25	135	48	117	58	126	167	97	17	161	58	136	44					
		12.04%	7.14%	10.06%	14.81%	14.83%	3.02%	11.65%	6.88%	12.53%	7.51%	13.31%	13.24%	11.56%	14.75%	7.42%	12.58%	10.19%	10.38%	13.00%	17.33%	12.23%	6.17%	7.26%	14.50%	12.31%	14.30%	12.22%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	689	5	8	47	15	2	1	7	10	15	71	51	38	17	7	33	13	32	24	30	61	32	5	70	13	68	14					
		3.84%	7.14%	4.73%	4.58%	2.59%	0.86%	0.97%	2.54%	2.56%	5.93%	4.61%	3.75%	4.14%	2.20%	2.08%	3.08%	2.76%	2.84%	5.38%	4.13%	4.47%	2.04%	2.14%	6.31%	2.76%	7.15%	3.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	114	0	0	10	13	1	0	2	5	3	12	12	2	2	1	5	0	8	2	5	7	6	0	7	2	8	1					
		0.64%	0.00%	0.00%	0.97%	2.24%	0.43%	0.00%	0.72%	1.28%	1.19%	0.78%	0.88%	0.22%	0.26%	0.30%	0.47%	0.00%	0.71%	0.45%	0.69%	0.51%	0.38%	0.00%	0.63%	0.42%	0.84%	0.28%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12958	55	115	626	360	211	89	234	275	199	967	970	651	547	250	801	360	887	332	505	982	1368	201	736	348	627	262					
		72.25%	78.57%	68.05%	61.01%	62.07%	90.95%	86.41%	84.78%	70.33%	78.66%	62.79%	71.32%	70.99%	70.76%	74.18%	74.65%	76.43%	78.70%	74.44%	69.46%	71.89%	87.02%	85.90%	66.31%	73.89%	65.93%	72.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	127	0	3	6	4	3	0	0	4	2	20	14	1	7	0	3	3	6	3	5	11	5	0	12	5	10	0					
		0.71%	0.00%	1.78%	0.58%	0.69%	1.29%	0.00%	0.00%	1.02%	0.79%	1.30%	1.03%	0.11%	0.91%	0.00%	0.28%	0.64%	0.53%	0.67%	0.69%	0.81%	0.32%	0.00%	1.08%	1.06%	1.05%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
