Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Дербентская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
1	"Число избирателей, внесенных в списки избирателей"	50664	1176	2329	1309	663	428	837	966	130	932	982	1245	1693	1551	1578	1442	1640	1572	337	2506	674	338	575	2160	430	1370	867	1654	2474	391	1068	1438	546	1312	1380	965	1581	1297	1391	895	2234	1218	1090					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50753	1187	2340	1296	663	413	837	966	130	921	982	1245	1697	1549	1585	1450	1637	1586	337	2516	675	340	578	2170	439	1370	871	1662	2484	391	1073	1435	548	1312	1394	937	1581	1310	1400	900	2250	1193	1103					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	48808	1152	2165	1288	663	413	816	917	125	918	982	1245	1566	1512	1529	1350	1620	1556	337	2332	674	335	566	2054	404	1370	857	1540	2364	387	998	1435	539	1198	1346	937	1581	1210	1316	841	2130	1190	1050					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	49	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	1896	35	175	8	0	0	21	49	5	3	0	0	89	37	56	100	17	30	0	184	1	5	12	116	35	0	14	122	120	4	75	0	9	107	48	0	0	100	84	59	120	3	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	49	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48808	1152	2165	1288	663	413	816	917	125	918	982	1245	1566	1512	1529	1350	1620	1556	337	2332	674	335	566	2054	404	1370	857	1540	2364	387	998	1435	539	1198	1346	937	1581	1210	1316	841	2130	1190	1050					
9	Число недействительных избирательных бюллетеней	57	0	16	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	2	24	0	0	0	0	0	0	0	0	0	0	0	6	0	0					
10	Число действительных избирательных бюллетеней	48800	1152	2149	1288	663	413	816	917	125	914	982	1245	1608	1512	1529	1350	1620	1556	335	2332	673	335	566	2054	404	1368	857	1538	2340	387	998	1435	539	1205	1346	937	1581	1210	1316	841	2124	1190	1050					
