Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Бескудниковский район 																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №3145					
1	"Число избирателей, внесенных в списки избирателей"	50019	2520	2705	2655	2724	2774	2682	2543	2701	2692	2819	2696	2694	2556	2241	1932	2712	2798	2796	2659	120					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38650	2000	2000	2000	2000	2000	2000	2000	2000	2000	3000	2000	2000	2000	2000	1500	2000	2000	2000	2000	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24201	1285	1214	1292	1335	1085	1350	1315	1280	1213	1421	1287	1353	1204	1176	990	1256	1444	1335	1246	120					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	908	38	34	18	44	160	45	54	50	43	19	51	35	58	48	28	42	49	39	53	0					
6	Число погашенных избирательных бюллетеней	13541	677	752	690	621	755	605	631	670	744	1560	662	612	738	776	482	702	507	626	701	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	901	38	34	18	44	154	45	54	50	43	19	51	34	58	48	28	42	49	39	53	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24087	1282	1214	1291	1332	1078	1349	1257	1278	1207	1413	1284	1344	1198	1174	989	1256	1444	1332	1246	119					
9	Число недействительных избирательных бюллетеней	333	11	18	16	18	13	33	25	10	22	16	20	16	18	26	10	18	13	14	15	1					
10	Число действительных избирательных бюллетеней	24655	1309	1230	1293	1358	1219	1361	1286	1318	1228	1416	1315	1362	1238	1196	1007	1280	1480	1357	1284	118					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1228	71	51	60	60	81	71	71	60	50	61	61	60	60	60	51	100	59	70	71	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	961	51	45	56	57	48	61	57	46	41	58	53	45	39	39	39	50	53	69	54	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	577	30	32	23	64	40	18	27	25	14	26	27	12	29	25	35	21	32	45	33	19					
14	Число погашенных неиспользованных открепительных удостоверений	267	20	6	4	3	33	10	14	14	9	3	8	15	21	21	12	50	6	1	17	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	0	0	2	2	2	4	1	8	0	1	3	4	3	2	1	3	3	5	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	763	33	44	35	42	35	42	50	39	44	67	35	44	36	31	20	40	50	35	33	8					
		3.05%	2.50%	3.53%	2.67%	3.05%	2.84%	3.01%	3.81%	2.94%	3.52%	4.68%	2.62%	3.19%	2.87%	2.54%	1.97%	3.08%	3.35%	2.55%	2.54%	6.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	571	46	21	35	23	16	34	24	21	25	47	28	36	27	29	9	36	27	50	36	1					
		2.29%	3.48%	1.68%	2.67%	1.67%	1.30%	2.44%	1.83%	1.58%	2.00%	3.28%	2.10%	2.61%	2.15%	2.37%	0.88%	2.77%	1.81%	3.65%	2.77%	0.84%					
20	3.Политическая партия «Демократическая партия России»	39	1	3	2	2	1	3	3	1	0	3	1	3	1	3	2	1	3	2	4	0					
		0.16%	0.08%	0.24%	0.15%	0.15%	0.08%	0.22%	0.23%	0.08%	0.00%	0.21%	0.07%	0.22%	0.08%	0.25%	0.20%	0.08%	0.20%	0.15%	0.31%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3314	169	139	157	176	165	172	141	191	203	221	173	208	176	172	127	180	195	181	145	23					
		13.26%	12.80%	11.14%	11.99%	12.79%	13.39%	12.34%	10.76%	14.38%	16.24%	15.43%	12.96%	15.09%	14.01%	14.08%	12.49%	13.87%	13.06%	13.20%	11.16%	19.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	517	49	17	40	36	18	17	23	27	20	23	25	24	30	23	15	20	36	33	40	1					
		2.07%	3.71%	1.36%	3.06%	2.62%	1.46%	1.22%	1.75%	2.03%	1.60%	1.61%	1.87%	1.74%	2.39%	1.88%	1.47%	1.54%	2.41%	2.41%	3.08%	0.84%					
23	6.Политическая партия «Партия социальной справедливости»	106	3	7	10	7	6	5	4	8	6	4	1	7	4	9	4	7	4	4	6	0					
		0.42%	0.23%	0.56%	0.76%	0.51%	0.49%	0.36%	0.31%	0.60%	0.48%	0.28%	0.07%	0.51%	0.32%	0.74%	0.39%	0.54%	0.27%	0.29%	0.46%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2021	109	121	93	107	114	106	115	115	89	124	121	97	82	99	78	112	124	99	101	15					
		8.09%	8.26%	9.70%	7.10%	7.78%	9.25%	7.60%	8.77%	8.66%	7.12%	8.66%	9.06%	7.04%	6.53%	8.10%	7.67%	8.63%	8.31%	7.22%	7.78%	12.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2094	112	98	97	109	86	118	115	115	95	112	103	137	115	97	95	123	136	115	109	7					
		8.38%	8.48%	7.85%	7.41%	7.92%	6.98%	8.46%	8.77%	8.66%	7.60%	7.82%	7.72%	9.94%	9.16%	7.94%	9.34%	9.48%	9.11%	8.39%	8.39%	5.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	286	11	18	13	14	12	22	20	9	10	16	16	13	19	15	11	23	16	14	12	2					
		1.14%	0.83%	1.44%	0.99%	1.02%	0.97%	1.58%	1.53%	0.68%	0.80%	1.12%	1.20%	0.94%	1.51%	1.23%	1.08%	1.77%	1.07%	1.02%	0.92%	1.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13839	696	727	743	794	710	784	738	737	697	736	778	727	694	661	601	687	813	755	702	59					
		55.38%	52.73%	58.25%	56.76%	57.70%	57.63%	56.24%	56.29%	55.50%	55.76%	51.40%	58.28%	52.76%	55.25%	54.09%	59.10%	52.93%	54.45%	55.07%	54.04%	49.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1105	80	35	68	48	56	58	53	55	39	63	34	66	54	57	45	51	76	69	96	2					
		4.42%	6.06%	2.80%	5.19%	3.49%	4.55%	4.16%	4.04%	4.14%	3.12%	4.40%	2.55%	4.79%	4.30%	4.66%	4.42%	3.93%	5.09%	5.03%	7.39%	1.68%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
