Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Новозыбковская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764					
1	"Число избирателей, внесенных в список"	10031	941	973	267	213	225	181	432	424	139	569	120	368	380	233	390	73	282	620	854	577	392	559	670	149					
2	Число полученных избирательных бюллетеней	10292	960	980	265	212	235	190	460	435	145	585	123	385	395	226	385	77	310	645	875	585	410	564	700	145					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7071	580	593	198	143	152	126	295	346	111	350	88	285	245	153	248	68	229	426	603	430	305	434	531	132					
5	"Число избирательных бюллетеней, выданных вне помещения"	1169	82	101	23	41	51	45	51	58	22	55	19	46	81	20	10	1	27	60	125	58	45	68	76	4					
6	Число погашенных избирательных бюллетеней	2052	298	286	44	28	32	19	114	31	12	180	16	54	69	53	127	8	54	159	147	97	60	62	93	9					
7	Число избирательных бюллетеней в переносных ящиках	1169	82	101	23	41	51	45	51	58	22	55	19	46	81	20	10	1	27	60	125	58	45	68	76	4					
8	Число бюллетеней в стационарных ящиках для голосования	7071	580	593	198	143	152	126	295	346	111	350	88	285	245	153	248	68	229	426	603	430	305	434	531	132					
9	Число недействительных избирательных бюллетеней	61	2	6	5	2	0	3	4	4	1	4	0	2	1	2	3	0	3	1	5	5	2	2	4	0					
10	Число действительных избирательных бюллетеней	8179	660	688	216	182	203	168	342	400	132	401	107	329	325	171	255	69	253	485	723	483	348	500	603	136					
11	Число полученных открепительных  удостоверений	400	20	20	10	15	16	20	22	15	10	20	10	20	20	10	15	5	22	30	20	10	20	20	27	3					
12	Число выданных открепительных удостоверений	302	12	8	1	0	16	10	22	15	10	18	0	16	19	3	15	0	22	30	17	9	19	13	27	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	87	2	1	1	3	8	5	4	5	3	4	2	0	7	1	6	2	4	7	4	4	3	4	4	3					
14	Число неиспользованных открепительных удостоверений	98	8	12	9	15	0	10	0	0	0	2	10	4	1	7	0	5	0	0	3	1	1	7	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	179	20	13	1	5	5	1	9	2	5	8	3	13	10	4	19	0	7	5	12	3	21	7	5	1					
		2.17%	3.02%	1.87%	0.45%	2.72%	2.46%	0.58%	2.60%	0.50%	3.76%	1.98%	2.80%	3.93%	3.07%	2.31%	7.36%	0.00%	2.73%	1.03%	1.65%	0.61%	6.00%	1.39%	0.82%	0.74%					
19	. Малышкин Олег Александрович	173	9	16	3	2	6	7	5	6	0	9	2	4	11	2	5	1	8	10	25	11	4	9	13	5					
		2.10%	1.36%	2.31%	1.36%	1.09%	2.96%	4.09%	1.45%	1.49%	0.00%	2.22%	1.87%	1.21%	3.37%	1.16%	1.94%	1.45%	3.12%	2.06%	3.43%	2.25%	1.14%	1.79%	2.14%	3.68%					
20	. Миронов Сергей Михайлович	80	10	6	3	2	3	0	4	2	0	3	0	1	2	5	1	0	1	5	8	10	2	2	5	5					
		0.97%	1.51%	0.86%	1.36%	1.09%	1.48%	0.00%	1.16%	0.50%	0.00%	0.74%	0.00%	0.30%	0.61%	2.89%	0.39%	0.00%	0.39%	1.03%	1.10%	2.05%	0.57%	0.40%	0.82%	3.68%					
21	. Путин Владимир Владимирович	5733	467	519	185	143	146	130	184	286	95	224	80	182	251	147	153	61	192	402	486	287	229	375	415	94					
		69.58%	70.54%	74.78%	83.71%	77.72%	71.92%	76.02%	53.18%	70.79%	71.43%	55.31%	74.77%	54.98%	76.99%	84.97%	59.30%	88.41%	75.00%	82.72%	66.76%	58.81%	65.43%	74.70%	68.37%	69.12%					
22	. Хакамада Ирина Муцуовна	93	9	5	4	0	4	4	5	2	0	5	0	1	2	0	5	0	7	4	10	9	6	4	6	1					
		1.13%	1.36%	0.72%	1.81%	0.00%	1.97%	2.34%	1.45%	0.50%	0.00%	1.23%	0.00%	0.30%	0.61%	0.00%	1.94%	0.00%	2.73%	0.82%	1.37%	1.84%	1.71%	0.80%	0.99%	0.74%					
23	. Харитонов Николай Михайлович	1765	126	117	20	29	33	24	126	96	32	144	22	119	45	11	57	6	33	52	171	158	79	97	141	27					
		21.42%	19.03%	16.86%	9.05%	15.76%	16.26%	14.04%	36.42%	23.76%	24.06%	35.56%	20.56%	35.95%	13.80%	6.36%	22.09%	8.70%	12.89%	10.70%	23.49%	32.38%	22.57%	19.32%	23.23%	19.85%					
																															
24	Против всех	156	19	12	0	1	6	2	9	6	0	8	0	9	4	2	15	1	5	7	11	5	7	6	18	3					
		1.89%	2.87%	1.73%	0.00%	0.54%	2.96%	1.17%	2.60%	1.49%	0.00%	1.98%	0.00%	2.72%	1.23%	1.16%	5.81%	1.45%	1.95%	1.44%	1.51%	1.02%	2.00%	1.20%	2.97%	2.21%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
