Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Шелковская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382					
1	"Число избирателей, внесенных в список избирателей"	29593	353	1012	1124	1134	1517	1247	1270	529	1790	2033	2024	2160	1788	1031	779	750	1235	1251	395	544	1256	2166	187	379	834	805					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29627	353	1013	1126	1137	1520	1248	1273	530	1792	2034	2026	2164	1790	1032	779	750	1237	1255	395	544	1255	2169	187	379	834	805					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	258					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29017	350	1005	1118	1130	1508	1238	1261	527	1776	2020	2015	2146	1776	1024	774	744	1229	1241	390	540	1248	2148	186	377	699	547					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	54	1	2	3	2	1	3	2	0	5	2	3	3	3	2	1	2	2	4	3	1	2	7	0	0	0	0					
6	Число погашенных избирательных бюллетеней	163	2	6	5	5	11	7	10	3	11	12	8	15	11	6	4	4	6	10	2	3	5	14	1	2	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	447	1	2	3	2	1	3	2	0	5	2	3	3	3	2	1	2	2	4	3	1	2	7	0	0	135	258					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29017	350	1005	1118	1130	1508	1238	1261	527	1776	2020	2015	2146	1776	1024	774	744	1229	1241	390	540	1248	2148	186	377	699	547					
9	Число недействительных избирательных бюллетеней	12	0	0	1	0	0	0	0	0	1	1	2	1	1	0	0	0	2	1	0	0	1	1	0	0	0	0					
10	Число действительных избирательных бюллетеней	29452	351	1007	1120	1132	1509	1241	1263	527	1780	2021	2016	2148	1778	1026	775	746	1229	1244	393	541	1249	2154	186	377	834	805					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	200	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	25	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	142	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	23	0					
