Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Шелковская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
1	"Число избирателей, внесенных в списки избирателей"	22692	152	967	1009	1015	1116	1113	915	360	1483	1916	1200	1053	1134	853	583	689	1070	1009	340	444	1252	790	183	426	772	848					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22692	152	967	1009	1015	1116	1113	915	360	1483	1916	1200	1053	1134	853	583	689	1070	1009	340	444	1252	790	183	426	772	848					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22539	150	955	1005	1006	1113	1105	903	358	1475	1907	1193	1051	1125	850	577	685	1060	1005	338	440	1240	786	182	421	765	844					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	51	0	3	0	3	0	0	4	0	5	3	3	0	4	0	4	2	6	0	0	2	6	0	0	3	3	0					
6	Число погашенных избирательных бюллетеней	102	2	9	4	6	3	8	8	2	3	6	4	2	5	3	2	2	4	4	2	2	6	4	1	2	4	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	51	0	3	0	3	0	0	4	0	5	3	3	0	4	0	4	2	6	0	0	2	6	0	0	3	3	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22539	150	955	1005	1006	1113	1105	903	358	1475	1907	1193	1051	1125	850	577	685	1060	1005	338	440	1240	786	182	421	765	844					
9	Число недействительных избирательных бюллетеней	20	0	2	1	0	2	0	1	0	0	2	0	1	6	0	1	0	1	0	0	0	3	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	22570	150	956	1004	1009	1111	1105	906	358	1480	1908	1196	1050	1123	850	580	687	1065	1005	338	442	1243	786	182	424	768	844					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	15	15	15	15	15	16	15	15	15	16	16	16	16	16	15	15	16	16	15	15	19	19	15	15	74	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	9	0	1	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	491	15	14	15	15	15	16	15	15	15	14	15	15	14	16	15	15	16	16	13	15	19	19	15	15	74	50					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	16	0	1	0	2	0	2	0	0	2	2	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	2					
		0.07%	0.00%	0.10%	0.00%	0.20%	0.00%	0.18%	0.00%	0.00%	0.14%	0.10%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.24%					
19	2.Всероссийская политическая партия «Гражданская Сила»	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0					
		0.04%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.47%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	28	1	0	0	4	3	3	0	1	0	2	0	4	0	3	0	0	0	0	1	0	2	3	0	0	0	1					
		0.12%	0.67%	0.00%	0.00%	0.40%	0.27%	0.27%	0.00%	0.28%	0.00%	0.10%	0.00%	0.38%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.16%	0.38%	0.00%	0.00%	0.00%	0.12%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	0	0	1	0	2	0	3	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0					
		0.06%	0.00%	0.00%	0.10%	0.00%	0.18%	0.00%	0.33%	0.00%	0.00%	0.05%	0.08%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.26%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1					
		0.02%	0.00%	0.00%	0.00%	0.10%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	8	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0					
		0.04%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	10	0	0	0	1	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2					
		0.04%	0.00%	0.00%	0.00%	0.10%	0.00%	0.18%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	8	0	1	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.04%	0.00%	0.10%	0.10%	0.20%	0.00%	0.09%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%					
