Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    район Замоскворечье																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №3110	УИК №3111	УИК №3112	УИК №4002					
1	"Число избирателей, внесенных в списки избирателей"	34221	2299	1863	1977	2014	1599	2786	2153	1628	2405	1184	2186	1758	2180	1494	2478	2894	200	192	119	812					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29100	1650	1450	1500	1450	1550	2600	1650	1100	1850	750	1650	1300	1700	1100	2000	2100	200	300	200	3000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20122	1194	1074	1047	1155	906	2246	1133	916	1511	646	1228	1067	1119	807	1208	1597	200	192	119	757					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	985	104	88	40	21	55	127	99	73	79	12	31	23	95	58	37	43	0	0	0	0					
6	Число погашенных избирательных бюллетеней	7993	352	288	413	274	589	227	418	111	260	92	391	210	486	235	755	460	0	108	81	2243					
7	Число избирательных бюллетеней в переносных ящиках для голосования	985	104	88	40	21	55	127	99	73	79	12	31	23	95	58	37	43	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19500	1194	1058	1046	1105	845	1889	1104	893	1465	646	1227	1067	1108	807	1208	1576	200	192	119	751					
9	Число недействительных избирательных бюллетеней	312	16	24	16	8	24	19	23	11	25	10	19	12	20	6	19	34	9	9	4	4					
10	Число действительных избирательных бюллетеней	20173	1282	1122	1070	1118	876	1997	1180	955	1519	648	1239	1078	1183	859	1226	1585	191	183	115	747					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1625	70	80	48	72	60	665	54	40	90	40	40	70	76	40	70	110	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1369	65	59	33	70	48	562	50	39	86	17	35	67	62	35	57	84	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2760	77	102	120	250	195	108	70	104	325	371	95	114	59	164	39	140	0	0	0	427					
14	Число погашенных неиспользованных открепительных удостоверений	256	5	21	15	2	12	103	4	1	4	23	5	3	14	5	13	26	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	0	1	6	2	8	4	7	3	5	3	4	5	6	2	6	5	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	301	28	1	27	8	20	40	5	9	0	12	39	21	2	16	38	0	3	11	2	19					
		1.47%	2.16%	0.09%	2.49%	0.71%	2.22%	1.98%	0.42%	0.93%	0.00%	1.82%	3.10%	1.93%	0.17%	1.85%	3.05%	0.00%	1.50%	5.73%	1.68%	2.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	330	33	2	39	11	23	33	9	3	0	18	29	31	2	37	41	0	2	7	3	7					
		1.61%	2.54%	0.17%	3.59%	0.98%	2.56%	1.64%	0.75%	0.31%	0.00%	2.74%	2.31%	2.84%	0.17%	4.28%	3.29%	0.00%	1.00%	3.65%	2.52%	0.93%					
20	3.Политическая партия «Демократическая партия России»	28	4	0	6	0	2	4	0	0	0	0	1	4	1	1	4	0	0	0	1	0					
		0.14%	0.31%	0.00%	0.55%	0.00%	0.22%	0.20%	0.00%	0.00%	0.00%	0.00%	0.08%	0.37%	0.08%	0.12%	0.32%	0.00%	0.00%	0.00%	0.84%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2639	177	159	191	157	83	196	130	118	182	67	241	157	151	85	175	255	20	19	3	73					
		12.88%	13.64%	13.87%	17.59%	13.94%	9.22%	9.72%	10.81%	12.22%	11.79%	10.18%	19.16%	14.40%	12.55%	9.83%	14.06%	15.75%	10.00%	9.90%	2.52%	9.72%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	646	68	22	55	29	52	59	35	19	27	12	39	40	30	36	55	49	1	5	1	12					
		3.15%	5.24%	1.92%	5.06%	2.58%	5.78%	2.93%	2.91%	1.97%	1.75%	1.82%	3.10%	3.67%	2.49%	4.16%	4.42%	3.03%	0.50%	2.60%	0.84%	1.60%					
23	6.Политическая партия «Партия социальной справедливости»	70	9	0	6	0	0	4	1	2	0	5	7	6	5	13	7	0	0	1	0	4					
		0.34%	0.69%	0.00%	0.55%	0.00%	0.00%	0.20%	0.08%	0.21%	0.00%	0.76%	0.56%	0.55%	0.42%	1.50%	0.56%	0.00%	0.00%	0.52%	0.00%	0.53%					
24	7.Политическая партия «Либерально-демократическая партия России»	1176	92	37	71	32	62	189	35	28	52	48	95	67	53	59	90	54	6	7	7	92					
		5.74%	7.09%	3.23%	6.54%	2.84%	6.89%	9.38%	2.91%	2.90%	3.37%	7.29%	7.55%	6.15%	4.41%	6.82%	7.23%	3.34%	3.00%	3.65%	5.88%	12.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1182	115	42	96	34	40	88	45	66	49	50	120	83	48	45	110	62	13	18	6	52					
		5.77%	8.86%	3.66%	8.84%	3.02%	4.44%	4.37%	3.74%	6.83%	3.17%	7.60%	9.54%	7.61%	3.99%	5.20%	8.84%	3.83%	6.50%	9.38%	5.04%	6.92%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	170	17	0	16	0	9	17	1	4	0	8	21	10	13	13	16	0	3	10	2	10					
		0.83%	1.31%	0.00%	1.47%	0.00%	1.00%	0.84%	0.08%	0.41%	0.00%	1.22%	1.67%	0.92%	1.08%	1.50%	1.29%	0.00%	1.50%	5.21%	1.68%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12304	643	757	492	741	511	1285	845	625	1077	400	565	585	812	487	596	1101	138	98	88	458					
		60.06%	49.54%	66.06%	45.30%	65.81%	56.78%	63.74%	70.24%	64.70%	69.75%	60.79%	44.91%	53.67%	67.50%	56.30%	47.87%	68.00%	69.00%	51.04%	73.95%	60.99%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1327	96	102	71	106	74	82	74	81	132	28	82	74	66	67	94	64	5	7	2	20					
		6.48%	7.40%	8.90%	6.54%	9.41%	8.22%	4.07%	6.15%	8.39%	8.55%	4.26%	6.52%	6.79%	5.49%	7.75%	7.55%	3.95%	2.50%	3.65%	1.68%	2.66%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
