Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Новодеревеньковская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527					
1	"Число избирателей, внесенных в список избирателей"	9788	1941	1793	287	277	309	441	394	120	236	246	244	482	330	420	174	219	548	358	193	264	209	303					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9877	1958	1833	286	286	311	449	406	116	233	240	248	492	326	432	175	216	525	352	208	272	212	301					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5206	1109	946	184	165	152	207	197	40	141	118	131	233	141	243	119	115	344	175	74	131	101	140					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1135	77	73	52	34	71	105	43	46	33	16	26	65	76	77	20	14	64	67	53	37	30	56					
6	Число погашенных избирательных бюллетеней	3536	772	814	50	87	88	137	166	30	59	106	91	194	109	112	36	87	117	110	81	104	81	105					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1135	77	73	52	34	71	105	43	46	33	16	26	65	76	77	20	14	64	67	53	37	30	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5206	1109	946	184	165	152	207	197	40	141	118	131	233	141	243	119	115	344	175	74	131	101	140					
9	Число недействительных избирательных бюллетеней	119	19	20	0	6	2	2	4	1	5	2	2	9	6	12	4	2	7	5	2	5	0	4					
10	Число действительных избирательных бюллетеней	6222	1167	999	236	193	221	310	236	85	169	132	155	289	211	308	135	127	401	237	125	163	131	192					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	185	32	30	6	5	6	9	8	2	5	5	5	10	7	9	4	5	11	7	4	5	4	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	69	26	11	1	5	0	2	3	0	0	2	2	1	2	6	0	1	1	3	1	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	76	9	5	4	3	2	4	3	3	2	2	2	5	4	8	5	2	1	2	2	2	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	116	6	19	5	0	6	7	5	2	5	3	3	9	5	3	4	4	10	4	3	5	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	739	154	158	33	40	15	22	27	11	11	21	15	25	9	36	18	11	41	30	12	14	12	24					
		11.65%	12.98%	15.51%	13.98%	20.10%	6.73%	7.05%	11.25%	12.79%	6.32%	15.67%	9.55%	8.39%	4.15%	11.25%	12.95%	8.53%	10.05%	12.40%	9.45%	8.33%	9.16%	12.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	925	187	157	36	32	40	43	42	9	27	22	29	26	15	58	15	22	83	21	8	15	11	27					
		14.59%	15.77%	15.41%	15.25%	16.08%	17.94%	13.78%	17.50%	10.47%	15.52%	16.42%	18.47%	8.72%	6.91%	18.13%	10.79%	17.05%	20.34%	8.68%	6.30%	8.93%	8.40%	13.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	8	5	2	1	3	3	0	1	1	1	2	8	3	0	2	4	3	3	2	3	1	1					
		0.90%	0.67%	0.49%	0.85%	0.50%	1.35%	0.96%	0.00%	1.16%	0.57%	0.75%	1.27%	2.68%	1.38%	0.00%	1.44%	3.10%	0.74%	1.24%	1.57%	1.79%	0.76%	0.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1625	392	302	42	34	31	66	62	14	35	48	43	124	58	79	34	36	66	43	43	24	27	22					
		25.63%	33.05%	29.64%	17.80%	17.09%	13.90%	21.15%	25.83%	16.28%	20.11%	35.82%	27.39%	41.61%	26.73%	24.69%	24.46%	27.91%	16.18%	17.77%	33.86%	14.29%	20.61%	11.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	92	22	14	1	1	2	0	3	2	3	2	2	8	2	3	2	9	8	1	1	0	2	4					
		1.45%	1.85%	1.37%	0.42%	0.50%	0.90%	0.00%	1.25%	2.33%	1.72%	1.49%	1.27%	2.68%	0.92%	0.94%	1.44%	6.98%	1.96%	0.41%	0.79%	0.00%	1.53%	2.04%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2754	396	355	122	82	129	175	101	48	92	37	64	94	124	132	64	44	200	139	59	106	78	113					
		43.43%	33.39%	34.84%	51.69%	41.21%	57.85%	56.09%	42.08%	55.81%	52.87%	27.61%	40.76%	31.54%	57.14%	41.25%	46.04%	34.11%	49.02%	57.44%	46.46%	63.10%	59.54%	57.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	8	8	0	3	1	1	1	0	0	1	0	4	0	0	0	1	0	0	0	1	0	1					
		0.47%	0.67%	0.79%	0.00%	1.51%	0.45%	0.32%	0.42%	0.00%	0.00%	0.75%	0.00%	1.34%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.60%	0.00%	0.51%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
