Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Чесменская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793					
1	"Число избирателей, внесенных в списки"	14314	879	153	140	227	359	504	136	386	175	389	250	476	1152	99	96	88	318	270	690	154	173	353	719	134	964	1882	2320	365	463					
2	"Число бюллетеней, полученных участковыми комиссиями"	12796	788	155	142	198	334	455	137	344	175	340	204	424	981	101	93	90	510	235	608	154	161	310	603	126	862	1587	1971	316	392					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8895	529	121	102	179	296	323	103	216	127	234	173	283	715	83	77	58	299	202	399	122	129	238	578	107	536	961	1142	229	334					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	199	19	0	0	2	6	0	0	14	9	5	13	0	26	0	0	0	19	0	9	0	0	0	0	0	13	20	36	0	8					
6	Число погашенных бюллетеней	3702	240	34	40	17	32	132	34	114	39	101	18	141	240	18	16	32	192	33	200	32	32	72	25	19	313	606	793	87	50					
7	Число бюллетеней в переносных ящиках для голосования	199	19	0	0	2	6	0	0	14	9	5	13	0	26	0	0	0	19	0	9	0	0	0	0	0	13	20	36	0	8					
8	Число бюллетеней в стационарных ящиках для голосования	8892	529	121	102	179	296	323	103	216	127	234	173	283	715	83	77	58	299	202	399	122	129	238	578	107	536	958	1142	229	334					
9	Число недействительных бюллетеней	151	15	0	1	0	0	3	6	4	5	6	3	20	8	0	1	4	1	4	6	5	1	0	1	0	8	22	14	10	3					
10	Число действительных бюллетеней	8940	533	121	101	181	302	320	97	226	131	233	183	263	733	83	76	54	317	198	402	117	128	238	577	107	541	956	1164	219	339					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	170	9	4	4	3	5	6	4	5	4	4	3	5	11	3	3	3	6	4	7	4	3	5	7	3	9	16	20	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	1	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	3	0	1	0	0	0	7	0	0	5	6	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	0	0	0	1	0	1	1	0	0	0	6	2	2	0	0	0	1	1	1	0	1	2	1	0	0	11	2	0	2					
14	Число погашенных открепительных удостоверений	140	8	4	4	3	3	6	4	5	3	4	2	5	9	3	3	3	3	4	6	4	3	5	0	3	9	11	14	4	5					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	139	9	0	3	0	8	4	3	9	2	8	6	0	12	0	2	1	8	2	9	0	1	4	10	5	1	15	10	4	3					
		1.52%	1.64%	0.0%	2.94%	0.0%	2.64%	1.23%	2.91%	3.91%	1.47%	3.34%	3.22%	0.0%	1.61%	0.0%	2.59%	1.72%	2.51%	0.99%	2.20%	0.0%	0.77%	1.68%	1.73%	4.67%	0.18%	1.53%	0.84%	1.74%	0.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	67	1	0	0	0	0	1	1	2	2	2	2	0	7	0	1	1	3	2	0	0	2	1	4	0	4	13	6	6	6					
		0.73%	0.18%	0.0%	0.0%	0.0%	0.0%	0.30%	0.97%	0.86%	1.47%	0.83%	1.07%	0.0%	0.94%	0.0%	1.29%	1.72%	0.94%	0.99%	0.0%	0.0%	1.55%	0.42%	0.69%	0.0%	0.72%	1.32%	0.50%	2.62%	1.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1073	65	23	12	12	10	30	7	29	5	30	3	35	84	12	22	12	27	27	93	39	14	25	27	17	50	115	162	27	59					
		11.80%	11.86%	19.00%	11.76%	6.62%	3.31%	9.28%	6.79%	12.60%	3.67%	12.55%	1.61%	12.36%	11.33%	14.45%	28.57%	20.68%	8.49%	13.36%	22.79%	31.96%	10.85%	10.50%	4.67%	15.88%	9.10%	11.75%	13.75%	11.79%	17.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	136	8	0	3	0	4	0	2	7	2	2	1	0	15	0	0	0	8	4	6	2	0	2	5	0	6	23	31	0	5					
		1.49%	1.45%	0.0%	2.94%	0.0%	1.32%	0.0%	1.94%	3.04%	1.47%	0.83%	0.53%	0.0%	2.02%	0.0%	0.0%	0.0%	2.51%	1.98%	1.47%	1.63%	0.0%	0.84%	0.86%	0.0%	1.09%	2.35%	2.63%	0.0%	1.46%					
22	"5. ""За Русь Святую"""	28	4	0	0	0	0	0	1	1	0	1	3	0	2	1	1	0	0	0	0	0	0	0	0	2	1	3	7	0	1					
		0.30%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.43%	0.0%	0.41%	1.61%	0.0%	0.26%	1.20%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.86%	0.18%	0.30%	0.59%	0.0%	0.29%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	2	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	3	0	1					
		0.18%	0.0%	1.65%	0.0%	0.0%	0.33%	0.30%	0.0%	0.43%	0.73%	0.41%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.17%	0.0%	0.36%	0.10%	0.25%	0.0%	0.29%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	2	0	0	0	1	0	0	2	0	1	1	0	3	0	0	1	2	1	1	1	0	0	0	0	1	7	3	0	2					
		0.31%	0.36%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.86%	0.0%	0.41%	0.53%	0.0%	0.40%	0.0%	0.0%	1.72%	0.62%	0.49%	0.24%	0.81%	0.0%	0.0%	0.0%	0.0%	0.18%	0.71%	0.25%	0.0%	0.58%					
25	"8. ""Народно-республиканская партия России"""	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.20%	0.0%	0.43%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	945	59	5	17	23	36	66	6	34	19	25	17	22	95	7	4	1	48	9	60	34	16	16	1	5	86	74	83	23	54					
		10.39%	10.76%	4.13%	16.66%	12.70%	11.92%	20.43%	5.82%	14.78%	13.97%	10.46%	9.13%	7.77%	12.82%	8.43%	5.19%	1.72%	15.09%	4.45%	14.70%	27.86%	12.40%	6.72%	0.17%	4.67%	15.66%	7.56%	7.04%	10.04%	15.78%					
28	"11. ""Истинные патриоты России"""	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	1	0	0	0	1					
