Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Брасовская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205					
1	"Число избирателей, внесенных в списки избирателей"	17388	1150	233	350	374	552	159	48	44	407	90	238	418	68	319	1337	360	210	85	251	331	141	784	99	245	58	135	90	879	988	1612	1204	1139	1011	817	781	381					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16685	1100	235	360	375	555	155	50	45	405	90	235	420	70	325	1200	360	215	85	250	330	140	750	100	240	60	140	95	850	950	1450	1100	1100	950	800	750	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9253	578	158	210	214	327	89	27	21	245	56	167	208	48	199	660	215	146	56	177	153	49	409	33	202	50	77	48	425	505	797	595	609	503	427	335	235					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1266	45	9	28	35	60	23	8	5	55	17	12	63	15	34	46	49	24	11	43	55	42	38	36	8	5	30	24	65	52	70	52	55	57	28	55	12					
6	Число погашенных избирательных бюллетеней	6166	477	68	122	126	168	43	15	19	105	17	56	149	7	92	494	96	45	18	30	122	49	303	31	30	5	33	23	360	393	583	453	436	390	345	360	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1266	45	9	28	35	60	23	8	5	55	17	12	63	15	34	46	49	24	11	43	55	42	38	36	8	5	30	24	65	52	70	52	55	57	28	55	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9253	578	158	210	214	327	89	27	21	245	56	167	208	48	199	660	215	146	56	177	153	49	409	33	202	50	77	48	425	505	797	595	609	503	427	335	235					
9	Число недействительных избирательных бюллетеней	98	8	3	5	2	2	1	0	0	1	1	1	1	2	0	9	4	0	0	1	0	1	3	0	2	0	0	4	3	5	9	8	2	2	8	9	1					
10	Число действительных избирательных бюллетеней	10421	615	164	233	247	385	111	35	26	299	72	178	270	61	233	697	260	170	67	219	208	90	444	69	208	55	107	68	487	552	858	639	662	558	447	381	246					
