Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
"Наименование Избирательной комиссии:    Ярославль, Кировская"																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131					
1	"Число избирателей, внесенных в списки"	55428	1610	1749	2236	2399	2404	2145	2391	1754	1726	1286	2559	2369	2198	2528	1945	2235	1757	2489	1917	2087	2157	2284	2524	2292	1686	320	2381					
2	"Число бюллетеней, полученных участковыми комиссиями"	58502	1760	1776	2374	2472	2439	2189	2487	1775	1786	2207	2850	2408	2244	2608	1989	2261	1792	2536	1950	2276	2176	2316	2559	2365	1715	478	2714					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	34860	909	1072	1265	1378	1519	1350	1495	1115	1044	1247	1092	1509	1470	1612	1275	1452	1062	1639	1314	1243	1419	1488	1481	1376	792	182	2060					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1121	23	27	20	52	63	52	44	38	51	39	30	54	38	58	47	49	35	34	34	37	44	34	47	50	79	0	42					
6	Число погашенных бюллетеней	22517	828	676	1089	1042	857	787	948	621	691	921	1728	845	736	936	667	760	695	863	602	996	713	794	1031	939	844	296	612					
7	Число бюллетеней в переносных ящиках для голосования	1121	23	27	20	52	63	52	44	38	51	39	30	54	38	58	47	49	35	34	34	37	44	34	47	50	79	0	42					
8	Число бюллетеней в стационарных ящиках для голосования	34751	909	1070	1265	1368	1516	1347	1495	1113	1044	1245	1092	1508	1463	1612	1275	1450	1033	1639	1298	1240	1419	1488	1479	1376	792	182	2033					
9	Число недействительных бюллетеней	478	17	9	15	14	14	14	17	17	2	21	6	16	15	24	32	17	12	23	10	18	25	32	33	23	45	2	5					
10	Число действительных бюллетеней	35394	915	1088	1270	1406	1565	1385	1522	1134	1093	1263	1116	1546	1486	1646	1290	1482	1056	1650	1322	1259	1438	1490	1493	1403	826	180	2070					
