Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Ревдинская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753					
1	"Число избирателей, внесенных в списки избирателей"	51612	365	1500	2502	887	1007	2414	1623	2603	2426	1347	1056	2486	2593	2693	1309	1317	2705	2684	2751	2688	580	2624	1280	1898	687	1923	539	389	478	2258					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51025	325	1500	2500	850	1000	2350	1600	2600	2450	1350	1050	2450	2600	2700	1300	1300	2700	2700	2750	2550	550	2650	1250	1800	600	1900	500	350	450	2350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27786	272	438	1233	528	614	1433	996	1556	1396	806	530	1427	1555	1612	767	759	1495	1504	1511	1412	216	1125	482	964	285	888	250	168	158	1406					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1030	35	30	29	16	13	28	22	33	26	18	18	35	27	29	30	23	49	31	29	63	70	71	61	43	18	36	71	24	9	43					
6	Число погашенных избирательных бюллетеней	22209	18	1032	1238	306	373	889	582	1011	1028	526	502	988	1018	1059	503	518	1156	1165	1210	1075	264	1454	707	793	297	976	179	158	283	901					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1030	35	30	29	16	13	28	22	33	26	18	18	35	27	29	30	23	49	31	29	63	70	71	61	43	18	36	71	24	9	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27784	272	438	1233	528	614	1433	996	1556	1396	806	530	1427	1555	1612	767	759	1495	1504	1511	1412	216	1123	482	964	285	888	250	168	158	1406					
9	Число недействительных избирательных бюллетеней	220	6	1	10	1	4	12	9	14	8	6	2	14	18	12	10	6	12	12	8	15	1	6	3	8	0	5	3	1	3	10					
10	Число действительных избирательных бюллетеней	28594	301	467	1252	543	623	1449	1009	1575	1414	818	546	1448	1564	1629	787	776	1532	1523	1532	1460	285	1188	540	999	303	919	318	191	164	1439					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	537	0	9	20	10	10	25	20	20	16	10	30	20	30	20	25	20	27	35	25	35	7	25	10	15	10	15	10	10	3	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	475	0	9	20	7	9	24	17	16	14	9	28	17	30	20	24	15	26	35	22	30	3	20	9	9	6	14	10	6	2	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	329	5	12	7	28	5	15	21	12	7	3	6	10	8	7	5	8	9	11	15	11	8	19	8	20	23	10	9	20	0	7					
14	Число погашенных неиспользованных открепительных удостоверений	62	0	0	0	3	1	1	3	4	2	1	2	3	0	0	1	5	1	0	3	5	4	5	1	6	4	1	0	4	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	529	5	5	25	4	13	19	19	30	36	15	10	24	35	34	12	18	15	34	23	25	4	26	9	25	6	25	4	1	3	25					
		1.84%	1.63%	1.07%	1.98%	0.74%	2.07%	1.30%	1.87%	1.89%	2.53%	1.82%	1.82%	1.64%	2.21%	2.07%	1.51%	2.30%	0.97%	2.21%	1.49%	1.69%	1.40%	2.18%	1.66%	2.48%	1.98%	2.71%	1.25%	0.52%	1.80%	1.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	845	8	9	31	23	33	55	44	28	46	25	9	36	42	51	29	31	38	48	46	44	10	29	13	17	5	29	4	3	3	56					
		2.93%	2.61%	1.92%	2.46%	4.23%	5.26%	3.76%	4.32%	1.76%	3.23%	3.03%	1.64%	2.46%	2.65%	3.11%	3.64%	3.96%	2.46%	3.13%	2.99%	2.98%	3.50%	2.43%	2.39%	1.69%	1.65%	3.14%	1.25%	1.56%	1.80%	3.86%					
20	3.Политическая партия «Демократическая партия России»	39	0	0	1	1	2	3	1	3	0	1	1	3	5	4	2	0	1	2	0	1	1	1	0	1	0	2	0	0	1	2					
		0.14%	0.00%	0.00%	0.08%	0.18%	0.32%	0.21%	0.10%	0.19%	0.00%	0.12%	0.18%	0.21%	0.32%	0.24%	0.25%	0.00%	0.06%	0.13%	0.00%	0.07%	0.35%	0.08%	0.00%	0.10%	0.00%	0.22%	0.00%	0.00%	0.60%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2788	29	50	137	49	59	120	106	179	112	80	57	135	167	129	103	73	166	190	122	159	30	115	39	83	37	74	17	8	15	148					
		9.68%	9.45%	10.68%	10.86%	9.01%	9.41%	8.21%	10.41%	11.26%	7.88%	9.71%	10.40%	9.23%	10.56%	7.86%	12.92%	9.34%	10.75%	12.38%	7.92%	10.78%	10.49%	9.63%	7.18%	8.24%	12.21%	8.01%	5.30%	4.17%	8.98%	10.21%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	281	3	1	6	8	12	18	17	13	9	12	7	15	9	6	19	8	14	12	18	12	6	22	3	8	2	7	1	1	2	10					
		0.98%	0.98%	0.21%	0.48%	1.47%	1.91%	1.23%	1.67%	0.82%	0.63%	1.46%	1.28%	1.03%	0.57%	0.37%	2.38%	1.02%	0.91%	0.78%	1.17%	0.81%	2.10%	1.84%	0.55%	0.79%	0.66%	0.76%	0.31%	0.52%	1.20%	0.69%					
23	6.Политическая партия «Партия социальной справедливости»	96	2	0	4	0	5	6	7	3	3	2	0	5	4	4	1	6	3	6	10	11	2	3	2	1	0	3	0	1	0	2					
		0.33%	0.65%	0.00%	0.32%	0.00%	0.80%	0.41%	0.69%	0.19%	0.21%	0.24%	0.00%	0.34%	0.25%	0.24%	0.13%	0.77%	0.19%	0.39%	0.65%	0.75%	0.70%	0.25%	0.37%	0.10%	0.00%	0.32%	0.00%	0.52%	0.00%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	4330	40	64	182	71	77	234	145	191	252	127	64	231	268	259	109	121	212	220	244	225	56	181	83	168	51	118	62	23	20	232					
		15.03%	13.03%	13.68%	14.42%	13.05%	12.28%	16.02%	14.24%	12.02%	17.72%	15.41%	11.68%	15.80%	16.94%	15.78%	13.68%	15.47%	13.73%	14.33%	15.84%	15.25%	19.58%	15.16%	15.29%	16.68%	16.83%	12.77%	19.31%	11.98%	11.98%	16.01%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2178	27	28	86	50	46	96	78	132	98	87	59	109	104	156	77	55	123	113	129	99	19	107	29	54	28	33	14	14	10	118					
