Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
"Наименование Избирательной комиссии:    Томск, Кировская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91					
1	"Число избирателей, включенных в списки избирателей"	86868	1295	985	1508	1697	2595	2216	2455	1692	1590	1110	1940	2789	1474	1978	1842	1449	1744	1631	1902	2470	637	1573	2100	420	310	1551	1264	1519	306	2001	2164	2600	3012	384	719	2195	1462	2461	2151	1451	1451	773	2119	2197	2082	1214	1565	1747	1090	1166	2460	1098	1264					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	67610	900	1000	1200	1300	2450	1500	1800	1200	1200	900	1500	2200	1000	1300	1500	1100	1400	1400	1600	2000	500	1200	1700	300	250	1200	1000	1200	250	1600	1700	1900	2100	360	500	1500	1200	1900	1600	1200	1200	650	1700	1700	1600	900	1300	1300	750	900	2100	900	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	48031	667	834	699	1091	2450	996	1213	737	719	442	928	1312	623	1182	1399	866	949	1210	1403	1772	280	706	1107	186	205	791	433	1030	199	1081	935	1114	1525	353	330	1214	730	1320	1090	793	806	405	1218	1142	1140	691	862	834	647	637	1373	587	775					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2339	168	2	23	23	0	51	41	170	23	25	33	114	150	11	16	88	25	17	5	6	17	28	27	34	10	112	277	42	17	27	45	29	37	0	9	36	54	77	27	34	26	13	20	16	43	28	35	23	11	27	82	45	40					
6	Число погашенных избирательных бюллетеней	17240	65	164	478	186	0	453	546	293	458	433	539	774	227	107	85	146	426	173	192	222	203	466	566	80	35	297	290	128	34	492	720	757	538	7	161	250	416	503	483	373	368	232	462	542	417	181	403	443	92	236	645	268	185					
