Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Козульская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №187	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479					
1	"Число избирателей, внесенных в списки избирателей"	13276	115	1050	966	1089	717	1057	1006	499	511	154	262	308	615	319	365	474	68	152	400	70	38	82	1011	945	1003					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13674	117	1077	938	1085	717	1042	1012	532	500	171	264	322	680	343	376	510	72	167	400	73	39	84	1067	1018	1068					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7334	36	630	541	567	395	568	477	471	268	72	160	176	323	206	254	322	50	100	252	58	32	74	395	494	413					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1035	38	43	73	61	37	69	53	0	29	25	7	15	67	17	7	55	7	37	31	3	0	2	128	114	117					
6	Число погашенных избирательных бюллетеней	5305	43	404	324	457	285	405	482	61	203	74	97	131	290	120	115	133	15	30	117	12	7	8	544	410	538					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1035	38	43	73	61	37	69	53	0	29	25	7	15	67	17	7	55	7	37	31	3	0	2	128	114	117					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7330	36	630	541	567	395	565	476	471	268	72	160	176	323	206	254	322	50	100	252	58	32	74	395	494	413					
9	Число недействительных избирательных бюллетеней	82	2	6	11	6	1	6	8	0	2	4	1	1	2	2	6	3	0	1	3	0	0	1	4	4	8					
10	Число действительных избирательных бюллетеней	8283	72	667	603	622	431	628	521	471	295	93	166	190	388	221	255	374	57	136	280	61	32	75	519	604	522					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	250	5	15	15	15	15	15	15	20	10	5	5	5	10	5	5	10	5	5	10	5	5	10	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	138	0	13	5	5	4	15	8	14	4	0	2	5	6	5	4	10	0	2	1	1	0	3	9	13	9					
