Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
"Наименование Избирательной комиссии:    Брянск, Володарская"																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90					
1	"Число избирателей, внесенных в список избирателей"	61951	2635	2546	2667	2324	2188	2579	2822	2595	2764	2518	1779	2570	2783	1920	1873	1957	2548	2264	2411	2316	2707	1905	2213	2418	1487	1979	549	634					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64750	2750	2650	2750	2400	2050	2650	2900	2700	2700	2500	1700	2800	2900	2900	1850	2000	2750	2250	2300	2350	2800	2000	2300	2500	1550	2100	1000	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	37940	1685	1864	1911	1558	1296	1527	1550	2023	2102	1901	1287	1537	1602	1875	1265	824	1597	1250	986	1464	1404	1012	1074	1291	498	751	438	368					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3130	35	38	180	19	58	207	450	37	43	32	36	216	94	45	40	98	38	16	536	27	75	21	215	32	332	58	111	41					
6	Число погашенных избирательных бюллетеней	23672	1030	748	659	823	696	916	900	640	555	566	377	1047	1204	980	545	1078	1115	984	778	859	1314	967	1011	1177	720	1291	451	241					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3130	35	38	180	19	58	207	450	37	43	32	36	216	94	45	40	98	38	16	536	27	75	21	215	32	332	58	111	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37688	1685	1864	1911	1558	1223	1527	1550	1970	2102	1869	1287	1537	1508	1875	1265	824	1597	1250	986	1464	1404	1012	1074	1291	498	751	438	368					
9	Число недействительных избирательных бюллетеней	438	20	21	9	14	12	35	31	10	11	17	7	24	0	0	28	17	18	18	17	23	15	13	22	21	5	14	11	5					
10	Число действительных избирательных бюллетеней	40380	1700	1881	2082	1563	1269	1699	1969	1997	2134	1884	1316	1729	1602	1920	1277	905	1617	1248	1505	1468	1464	1020	1267	1302	825	795	538	404					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	960	37	38	31	22	27	31	33	20	40	32	23	38	46	34	26	31	64	58	29	30	46	30	46	38	21	52	20	17					
