Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
"Наименование Избирательной комиссии:    Брянск, Володарская"																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91					
1	"Число избирателей, внесенных в списки избирателей"	64572	2724	2747	2908	2009	2420	1921	2764	2567	2799	2865	2594	2850	2599	2245	2707	1680	2812	2271	1297	2581	2894	2196	2394	2552	1592	1999	921	664					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	64000	2700	2700	2900	2000	2450	1950	2700	2600	2750	2900	2600	2850	2450	2100	2650	1650	2850	2300	1300	2600	2950	2000	2400	2600	1500	2000	900	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31026	1129	1402	1542	1058	1354	1021	1348	1333	1467	1433	1262	1165	1179	1224	1191	656	1471	1156	620	1250	1419	1176	1124	1206	467	738	324	311					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1199	74	24	24	20	17	11	19	29	41	26	64	106	32	19	56	60	13	11	5	140	17	36	25	24	166	64	45	31					
6	Число погашенных избирательных бюллетеней	31775	1497	1274	1334	922	1079	918	1333	1238	1242	1441	1274	1579	1239	857	1403	934	1366	1133	675	1210	1514	788	1251	1370	867	1198	531	308					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1199	74	24	24	20	17	11	19	29	41	26	64	106	32	19	56	60	13	11	5	140	17	36	25	24	166	64	45	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31013	1129	1402	1542	1058	1354	1021	1348	1333	1467	1433	1262	1165	1179	1224	1191	656	1471	1145	618	1250	1419	1176	1124	1206	467	738	324	311					
9	Число недействительных избирательных бюллетеней	311	10	14	21	7	25	10	6	11	13	14	15	19	7	4	13	7	13	13	6	14	10	17	13	13	2	11	1	2					
10	Число действительных избирательных бюллетеней	31901	1193	1412	1545	1071	1346	1022	1361	1351	1495	1445	1311	1252	1204	1239	1234	709	1471	1143	617	1376	1426	1195	1136	1217	631	791	368	340					
