Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Большекаменская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125					
1	"Число избирателей, внесенных в списки избирателей"	31563	1152	2847	2736	2782	2543	2559	2623	2834	2848	2759	2744	1899	1237					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31400	1100	2700	2700	2800	2600	2500	2600	2900	2900	2800	2700	1800	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18408	473	1809	1632	1710	1547	1467	1483	1738	1791	1527	1512	924	795					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	590	53	34	18	30	32	135	52	34	32	48	34	52	36					
6	Число погашенных избирательных бюллетеней	12402	574	857	1050	1060	1021	898	1065	1128	1077	1225	1154	824	469					
7	Число избирательных бюллетеней в переносных ящиках для голосования	590	53	34	18	30	32	135	52	34	32	48	34	52	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18391	473	1806	1631	1705	1546	1467	1482	1737	1791	1523	1511	924	795					
9	Число недействительных избирательных бюллетеней	237	6	21	21	17	17	22	18	28	19	21	18	17	12					
10	Число действительных избирательных бюллетеней	18744	520	1819	1628	1718	1561	1580	1516	1743	1804	1550	1527	959	819					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	780	60	60	60	60	60	60	60	60	60	60	60	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	284	9	36	15	23	20	27	24	24	36	15	13	8	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	165	5	53	12	8	16	11	8	12	10	7	11	8	4					
14	Число погашенных неиспользованных открепительных удостоверений	496	51	24	45	37	40	33	36	36	24	45	47	52	26					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	0	0	0	0	0	2	1	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	369	14	47	33	30	26	30	23	28	32	44	30	13	19					
