Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Боготольская городская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №2284	УИК №2285					
1	"Число избирателей, внесенных в список избирателей"	17969	813	857	786	985	949	857	864	898	940	957	886	90	41	979	961	807	803	918	841	971	962	804					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17763	794	841	791	968	976	830	847	882	911	952	871	140	40	947	947	807	802	897	825	959	945	791					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6834	265	358	388	354	403	410	326	436	356	290	284	76	38	440	280	332	396	276	272	271	264	319					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	607	29	23	24	36	33	35	40	51	32	29	21	0	0	25	34	14	28	30	32	33	34	24					
6	Число погашенных избирательных бюллетеней	10322	500	460	379	578	540	385	481	395	523	633	566	64	2	482	633	461	378	591	521	655	647	448					
7	Число избирательных бюллетеней в переносных ящиках для голосования	607	29	23	24	36	33	35	40	51	32	29	21	0	0	25	34	14	28	30	32	33	34	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6832	265	358	388	354	402	410	326	436	356	290	284	76	38	439	280	332	396	276	272	271	264	319					
9	Число недействительных избирательных бюллетеней	107	2	3	7	8	7	7	5	13	8	3	3	1	0	2	4	4	6	0	5	6	7	6					
10	Число действительных избирательных бюллетеней	7332	292	378	405	382	428	438	361	474	380	316	302	75	38	462	310	342	418	306	299	298	291	337					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	390	19	20	19	20	20	19	19	19	20	20	19	0	0	20	20	19	19	20	19	20	20	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	34	1	0	5	1	0	3	1	1	0	1	1	0	0	3	3	3	3	2	1	1	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	10	0	0	1	1	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	356	18	20	14	19	20	16	18	18	20	19	18	0	0	17	17	16	16	18	18	19	17	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	909	34	42	55	47	64	53	49	74	52	33	25	12	1	69	34	51	48	37	31	39	29	30					
		12.22%	11.56%	11.02%	13.35%	12.05%	14.71%	11.91%	13.39%	15.20%	13.40%	10.34%	8.20%	15.79%	2.63%	14.87%	10.83%	14.74%	11.32%	12.09%	10.20%	12.83%	9.73%	8.75%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1299	67	64	68	89	66	58	71	63	81	74	55	13	1	66	57	54	68	60	41	47	71	65					
		17.46%	22.79%	16.80%	16.50%	22.82%	15.17%	13.03%	19.40%	12.94%	20.88%	23.20%	18.03%	17.11%	2.63%	14.22%	18.15%	15.61%	16.04%	19.61%	13.49%	15.46%	23.83%	18.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	4	0	6	8	4	4	4	3	1	0	6	3	0	4	1	4	3	3	1	3	5	0					
		0.90%	1.36%	0.00%	1.46%	2.05%	0.92%	0.90%	1.09%	0.62%	0.26%	0.00%	1.97%	3.95%	0.00%	0.86%	0.32%	1.16%	0.71%	0.98%	0.33%	0.99%	1.68%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2265	71	109	119	117	138	200	84	163	100	84	86	16	5	178	84	106	153	82	121	104	61	84					
		30.45%	24.15%	28.61%	28.88%	30.00%	31.72%	44.94%	22.95%	33.47%	25.77%	26.33%	28.20%	21.05%	13.16%	38.36%	26.75%	30.64%	36.08%	26.80%	39.80%	34.21%	20.47%	24.49%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	156	4	13	8	8	13	7	16	12	6	4	2	0	0	9	5	8	12	3	8	1	4	13					
		2.10%	1.36%	3.41%	1.94%	2.05%	2.99%	1.57%	4.37%	2.46%	1.55%	1.25%	0.66%	0.00%	0.00%	1.94%	1.59%	2.31%	2.83%	0.98%	2.63%	0.33%	1.34%	3.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2596	111	149	145	111	141	113	136	154	140	120	126	31	31	130	128	117	132	119	96	103	119	144					
		34.90%	37.76%	39.11%	35.19%	28.46%	32.41%	25.39%	37.16%	31.62%	36.08%	37.62%	41.31%	40.79%	81.58%	28.02%	40.76%	33.82%	31.13%	38.89%	31.58%	33.88%	39.93%	41.98%					
