Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Куюргазинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582	УИК №2583	УИК №2584	УИК №2585	УИК №2586	УИК №2587	УИК №2588	УИК №2589	УИК №2590	УИК №2591	УИК №2592					
1	"Число избирателей, внесенных в списки избирателей"	18589	850	888	1003	1042	1057	945	346	130	277	380	128	233	247	419	682	282	508	219	177	227	328	108	170	244	444	102	496	114	93	143	502	235	121	195	103	651	157	111	444	172	208	142	301	1001	238	114	83	180	283	191	732	143					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18860	856	883	997	1038	1040	981	351	133	273	393	128	233	257	428	683	282	518	223	182	223	336	110	179	243	444	101	511	116	88	145	519	254	125	206	108	690	159	111	466	173	218	145	307	1010	238	117	80	180	287	191	751	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16943	756	803	687	904	814	840	316	130	273	372	122	214	242	373	680	281	493	205	177	207	322	106	130	214	420	87	410	101	82	122	463	217	121	192	92	602	143	111	416	158	203	142	301	977	238	114	80	174	276	191	721	128					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	736	89	46	46	32	12	53	23	0	0	6	0	10	5	44	0	0	13	6	0	10	4	0	36	8	20	10	42	13	6	21	21	18	0	0	6	44	12	0	24	9	5	0	0	11	0	0	0	0	7	0	11	13					
6	Число погашенных избирательных бюллетеней	1181	11	34	264	102	214	88	12	3	0	15	6	9	10	11	3	1	12	12	5	6	10	4	13	21	4	4	59	2	0	2	35	19	4	14	10	44	4	0	26	6	10	3	6	22	0	3	0	6	4	0	19	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	736	89	46	46	32	12	53	23	0	0	6	0	10	5	44	0	0	13	6	0	10	4	0	36	8	20	10	42	13	6	21	21	18	0	0	6	44	12	0	24	9	5	0	0	11	0	0	0	0	7	0	11	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16943	756	803	687	904	814	840	316	130	273	372	122	214	242	373	680	281	493	205	177	207	322	106	130	214	420	87	410	101	82	122	463	217	121	192	92	602	143	111	416	158	203	142	301	977	238	114	80	174	276	191	721	128					
9	Число недействительных избирательных бюллетеней	43	0	1	0	7	0	4	0	0	0	1	0	0	0	0	0	2	0	7	1	4	3	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0					
10	Число действительных избирательных бюллетеней	17636	845	848	733	929	826	889	339	130	273	377	122	224	247	417	680	279	506	204	176	213	323	106	165	217	440	95	452	114	88	143	484	235	121	192	98	646	155	111	440	167	208	142	300	987	238	114	80	174	283	191	729	141					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	342	5	13	5	10	28	20	10	5	3	3	3	3	5	10	5	0	10	5	10	5	10	5	5	5	10	3	17	2	1	5	15	10	5	5	3	23	0	5	10	5	5	5	0	5	0	5	3	2	0	0	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	280	5	13	1	10	28	20	10	2	0	0	1	2	5	10	1	0	10	1	10	0	10	0	5	0	7	0	17	0	1	5	15	10	5	4	3	23	0	3	10	2	5	5	0	4	0	3	0	0	0	0	9	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	140	3	7	5	5	12	3	3	1	6	3	4	3	0	4	3	4	2	0	3	1	7	2	1	4	2	1	4	2	3	1	4	3	0	1	0	3	2	1	2	2	2	4	1	4	5	2	2	1	1	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	62	0	0	4	0	0	0	0	3	3	3	2	1	0	0	4	0	0	4	0	5	0	5	0	5	3	3	0	2	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	1	0	2	3	2	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	102	2	5	2	7	14	8	4	1	0	4	1	0	2	5	3	2	0	1	3	1	1	0	1	1	3	0	10	0	0	1	2	2	0	1	1	4	0	0	1	0	1	0	0	2	1	0	0	0	2	0	3	0					
		0.58%	0.24%	0.59%	0.27%	0.75%	1.69%	0.90%	1.18%	0.77%	0.00%	1.06%	0.82%	0.00%	0.81%	1.20%	0.44%	0.71%	0.00%	0.47%	1.69%	0.46%	0.31%	0.00%	0.60%	0.45%	0.68%	0.00%	2.21%	0.00%	0.00%	0.70%	0.41%	0.85%	0.00%	0.52%	1.02%	0.62%	0.00%	0.00%	0.23%	0.00%	0.48%	0.00%	0.00%	0.20%	0.42%	0.00%	0.00%	0.00%	0.71%	0.00%	0.41%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	0	2	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
		0.09%	0.00%	0.24%	0.14%	0.43%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	873	51	71	105	85	95	45	8	2	30	5	1	10	4	7	4	3	126	13	4	2	0	4	6	7	34	3	31	3	3	1	8	2	0	1	2	5	3	0	1	3	1	0	0	70	2	1	1	2	0	1	5	2					
