Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Куюргазинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582					
1	"Число избирателей, внесенных в список избирателей"	18970	908	929	1007	1084	1253	1023	336	122	274	385	127	237	243	435	665	291	536	227	170	227	342	110	172	255	463	102	454	114	98	132	497	238	123	186	101	648	157	96	459	180	239	140	266	974	246	116	81	165	280	189	727	141					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20162	1004	1032	1112	1158	1377	1050	347	136	293	397	132	241	250	463	708	297	560	242	186	233	355	116	178	261	481	96	481	118	103	152	532	256	133	192	106	695	164	96	481	175	249	144	276	1047	264	125	82	178	292	198	774	144					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12054	369	483	670	498	791	537	174	114	169	305	88	169	144	238	400	189	325	124	132	144	220	85	115	120	250	61	282	99	70	98	391	201	92	144	98	575	118	43	260	135	193	105	203	652	185	84	64	118	201	156	496	77					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1261	51	57	43	67	23	69	26	0	16	27	9	25	27	72	30	11	33	18	6	25	21	7	34	22	48	7	45	7	11	23	38	14	9	17	0	52	13	12	33	15	13	7	9	42	11	4	4	11	28	13	39	17					
6	Число погашенных избирательных бюллетеней	6847	584	492	399	593	563	444	147	22	108	65	35	47	79	153	278	97	202	100	48	64	114	24	29	119	183	28	154	12	22	31	103	41	32	31	8	68	33	41	188	25	43	32	64	353	68	37	14	49	63	29	239	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1261	51	57	43	67	23	69	26	0	16	27	9	25	27	72	30	11	33	18	6	25	21	7	34	22	48	7	45	7	11	23	38	14	9	17	0	52	13	12	33	15	13	7	9	42	11	4	4	11	28	13	39	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12054	369	483	670	498	791	537	174	114	169	305	88	169	144	238	400	189	325	124	132	144	220	85	115	120	250	61	282	99	70	98	391	201	92	144	98	575	118	43	260	135	193	105	203	652	185	84	64	118	201	156	496	77					
9	Число недействительных избирательных бюллетеней	151	1	12	5	9	4	9	2	2	2	15	0	1	2	1	4	0	4	2	1	0	15	0	3	1	1	3	4	0	2	0	2	0	0	0	0	5	1	1	3	0	4	1	2	11	0	2	2	0	4	1	7	0					
10	Число действительных избирательных бюллетеней	13164	419	528	708	556	810	597	198	112	183	317	97	193	169	309	426	200	354	140	137	169	226	92	146	141	297	65	323	106	79	121	427	215	101	161	98	622	130	54	290	150	202	111	210	683	196	86	66	129	225	168	528	94					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	586	8	13	14	12	50	25	10	11	6	3	3	3	5	16	15	4	10	10	17	5	10	5	5	5	10	3	22	2	6	15	30	15	10	5	0	35	10	0	24	0	5	5	5	55	8	10	3	5	5	5	20	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	581	8	13	14	12	50	25	10	11	6	3	3	3	5	16	15	4	10	10	17	5	10	5	2	5	10	3	22	2	6	15	30	15	10	5	0	35	10	0	24	0	5	5	5	55	8	10	3	5	5	5	20	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	181	1	5	3	1	28	7	3	1	2	5	1	1	1	0	3	2	4	2	4	2	4	4	0	4	4	10	5	1	4	2	5	3	3	1	0	7	2	2	9	6	6	3	1	9	1	3	0	0	1	1	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1209	59	58	74	62	97	84	25	10	15	18	6	1	17	29	47	22	18	8	8	18	22	3	8	11	24	3	31	9	9	7	24	6	1	9	8	30	6	3	37	6	24	2	16	104	13	4	2	9	27	10	60	5					
		9.08%	14.05%	10.74%	10.38%	10.97%	11.92%	13.86%	12.50%	8.77%	8.11%	5.42%	6.19%	0.52%	9.94%	9.35%	10.93%	11.00%	5.03%	5.63%	5.80%	10.65%	9.13%	3.26%	5.37%	7.75%	8.05%	4.41%	9.48%	8.49%	11.11%	5.79%	5.59%	2.79%	0.99%	5.59%	8.16%	4.78%	4.58%	5.45%	12.63%	4.00%	11.65%	1.79%	7.55%	14.99%	6.63%	4.55%	2.94%	6.98%	11.79%	5.92%	11.21%	5.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	992	59	62	69	97	108	52	11	7	11	6	3	3	29	27	10	4	15	11	10	7	9	1	3	8	21	21	44	1	4	4	29	5	1	4	2	24	17	5	41	5	9	9	7	51	6	4	4	2	4	14	23	9					
		7.45%	14.05%	11.48%	9.68%	17.17%	13.27%	8.58%	5.50%	6.14%	5.95%	1.81%	3.09%	1.55%	16.96%	8.71%	2.33%	2.00%	4.19%	7.75%	7.25%	4.14%	3.73%	1.09%	2.01%	5.63%	7.05%	30.88%	13.46%	0.94%	4.94%	3.31%	6.76%	2.33%	0.99%	2.48%	2.04%	3.83%	12.98%	9.09%	13.99%	3.33%	4.37%	8.04%	3.30%	7.35%	3.06%	4.55%	5.88%	1.55%	1.75%	8.28%	4.30%	9.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	103	5	3	1	9	6	0	2	1	4	2	1	0	4	3	3	1	3	3	1	0	3	1	1	0	2	1	2	0	0	1	2	0	0	5	0	3	3	0	2	1	0	1	1	9	0	0	1	0	0	0	11	1					
		0.77%	1.19%	0.56%	0.14%	1.59%	0.74%	0.00%	1.00%	0.88%	2.16%	0.60%	1.03%	0.00%	2.34%	0.97%	0.70%	0.50%	0.84%	2.11%	0.72%	0.00%	1.24%	1.09%	0.67%	0.00%	0.67%	1.47%	0.61%	0.00%	0.00%	0.83%	0.47%	0.00%	0.00%	3.11%	0.00%	0.48%	2.29%	0.00%	0.68%	0.67%	0.00%	0.89%	0.47%	1.30%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	2.06%	1.06%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2464	111	132	179	139	185	176	35	5	20	71	9	31	22	42	115	35	70	37	31	46	54	22	43	26	84	16	51	15	4	18	72	19	6	17	11	23	10	0	31	23	29	5	31	102	17	6	6	42	27	26	129	8					
		18.51%	26.43%	24.44%	25.11%	24.60%	22.73%	29.04%	17.50%	4.39%	10.81%	21.39%	9.28%	15.98%	12.87%	13.55%	26.74%	17.50%	19.55%	26.06%	22.46%	27.22%	22.41%	23.91%	28.86%	18.31%	28.19%	23.53%	15.60%	14.15%	4.94%	14.88%	16.78%	8.84%	5.94%	10.56%	11.22%	3.67%	7.63%	0.00%	10.58%	15.33%	14.08%	4.46%	14.62%	14.70%	8.67%	6.82%	8.82%	32.56%	11.79%	15.38%	24.11%	8.51%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	128	10	4	4	9	18	13	4	0	2	1	2	1	1	1	4	1	0	0	3	2	0	0	0	2	5	2	3	0	0	0	1	0	0	0	1	6	1	0	2	0	1	0	3	7	1	1	0	2	1	0	9	0					
		0.96%	2.38%	0.74%	0.56%	1.59%	2.21%	2.15%	2.00%	0.00%	1.08%	0.30%	2.06%	0.52%	0.58%	0.32%	0.93%	0.50%	0.00%	0.00%	2.17%	1.18%	0.00%	0.00%	0.00%	1.41%	1.68%	2.94%	0.92%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	1.02%	0.96%	0.76%	0.00%	0.68%	0.00%	0.49%	0.00%	1.42%	1.01%	0.51%	1.14%	0.00%	1.55%	0.44%	0.00%	1.68%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8226	175	267	378	238	393	272	121	89	131	219	76	157	95	207	245	136	248	81	84	96	138	65	90	94	161	21	190	81	62	91	297	185	93	124	76	535	93	46	175	113	138	94	148	406	158	71	53	74	165	118	292	71					
