Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Нововаршавская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251					
1	"Число избирателей, внесенных в списки избирателей"	18301	2019	1875	159	480	302	984	1518	1392	771	360	186	212	260	946	35	91	363	130	109	530	235	131	836	218	297	158	68	651	203	203	1480	786	101	46	166					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18320	1870	1800	174	460	280	1030	1500	1460	730	360	195	209	250	950	50	100	360	134	116	550	250	135	860	240	310	155	83	670	197	192	1550	750	110	60	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13990	1510	1383	130	345	244	789	909	843	710	330	175	199	243	673	32	76	302	115	107	434	206	109	682	200	208	136	68	534	149	169	1052	639	92	39	158					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	727	63	63	3	5	6	52	51	63	20	12	3	4	3	49	3	11	6	7	0	52	17	10	16	0	30	0	0	21	19	13	61	58	0	6	0					
6	Число погашенных избирательных бюллетеней	3603	297	354	41	110	30	189	540	554	0	18	17	6	4	228	15	13	52	12	9	64	27	16	162	40	72	19	15	115	29	10	437	53	18	15	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	727	63	63	3	5	6	52	51	63	20	12	3	4	3	49	3	11	6	7	0	52	17	10	16	0	30	0	0	21	19	13	61	58	0	6	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13990	1510	1383	130	345	244	789	909	843	710	330	175	199	243	673	32	76	302	115	107	434	206	109	682	200	208	136	68	534	149	169	1052	639	92	39	158					
9	Число недействительных избирательных бюллетеней	194	14	15	4	7	4	25	9	14	5	3	2	0	2	13	1	2	6	0	1	9	4	4	6	0	2	2	1	8	1	4	18	2	0	0	6					
10	Число действительных избирательных бюллетеней	14523	1559	1431	129	343	246	816	951	892	725	339	176	203	244	709	34	85	302	122	106	477	219	115	692	200	236	134	67	547	167	178	1095	695	92	45	152					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	699	46	54	8	15	10	85	30	30	25	15	10	10	15	20	5	5	21	5	5	40	10	5	20	5	5	5	5	50	5	5	80	35	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	542	42	51	8	9	10	85	17	15	15	6	6	1	1	20	0	2	21	2	1	36	10	1	12	1	2	0	0	50	0	5	75	32	0	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	234	20	35	5	4	4	20	14	8	8	3	2	3	2	6	2	3	3	2	2	10	5	2	15	2	2	2	3	10	6	5	11	8	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	157	4	3	0	6	0	0	13	15	10	9	4	9	14	0	5	3	0	3	4	4	0	4	8	4	3	5	5	0	5	0	5	3	5	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	12	16	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	22	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
