Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Краснокутская 																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433					
1	"Число избирателей, внесенных в списки"	27528	1706	2027	1467	1186	1521	751	1412	2379	972	332	380	1275	809	712	279	499	564	467	835	685	668	1018	490	564	873	875	611	665	505	455	546					
2	"Число бюллетеней, полученных участковыми комиссиями"	27030	1641	1925	1442	1148	1449	719	1346	2287	989	323	372	1285	808	726	289	497	548	475	808	703	671	1015	494	564	876	881	637	640	483	455	534					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16089	721	940	752	530	817	332	635	1218	663	236	310	701	487	430	208	408	423	347	649	447	540	556	306	438	551	540	444	420	385	285	370					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1568	49	37	45	46	60	26	83	66	22	6	17	145	64	37	20	16	53	26	61	62	27	164	35	26	85	90	24	68	39	23	46					
6	Число погашенных бюллетеней	9373	871	948	645	572	572	361	628	1003	304	81	45	439	257	259	61	73	72	102	98	194	104	295	153	100	240	251	169	152	59	147	118					
7	Число бюллетеней в переносных ящиках для голосования	1566	49	37	45	46	60	26	81	66	22	6	17	145	64	37	20	16	53	26	61	62	27	164	35	26	85	90	24	68	39	23	46					
8	Число бюллетеней в стационарных ящиках для голосования	16062	700	940	752	530	817	330	635	1215	663	236	310	701	487	430	208	408	423	347	649	447	540	556	306	438	551	540	444	419	385	285	370					
9	Число недействительных бюллетеней	414	7	19	31	8	15	5	7	17	18	4	6	11	2	10	6	2	3	3	28	6	15	32	19	45	7	17	35	2	17	12	5					
10	Число действительных бюллетеней	17214	742	958	766	568	862	351	709	1264	667	238	321	835	549	457	222	422	473	370	682	503	552	688	322	419	629	613	433	485	407	296	411					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	493	54	30	20	20	20	14	23	35	18	6	6	20	16	14	5	9	11	10	15	14	13	20	8	12	15	15	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	192	9	17	11	8	10	3	10	19	15	6	6	6	1	1	1	3	1	0	4	2	3	6	4	1	13	3	10	3	10	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	1	5	2	8	7	0	1	2	3	2	1	2	1	1	2	0	5	1	5	4	3	4	1	0	1	2	3	4	2	1	1					
14	Число погашенных открепительных удостоверений	289	45	13	9	12	10	11	13	16	3	0	0	14	15	13	4	6	0	10	11	12	10	14	4	11	0	12	0	7	0	9	5					
15	Число открепительных удостоверений выданных ТИК	7	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	302	6	10	7	4	10	1	7	13	8	4	4	15	8	4	4	11	12	5	18	10	13	8	13	12	13	16	5	15	24	5	17					
		1.71%	0.80%	1.02%	0.87%	0.69%	1.14%	0.28%	0.97%	1.01%	1.16%	1.65%	1.22%	1.77%	1.45%	0.85%	1.75%	2.59%	2.52%	1.34%	2.53%	1.96%	2.29%	1.11%	3.81%	2.58%	2.04%	2.53%	1.06%	3.08%	5.66%	1.62%	4.08%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	189	5	14	13	9	15	2	9	15	5	2	4	4	4	2	19	1	1	2	9	2	7	6	4	1	5	3	3	14	6	1	2					
		1.07%	0.66%	1.43%	1.63%	1.56%	1.71%	0.56%	1.25%	1.17%	0.72%	0.82%	1.22%	0.47%	0.72%	0.42%	8.33%	0.23%	0.21%	0.53%	1.26%	0.39%	1.23%	0.83%	1.17%	0.21%	0.78%	0.47%	0.64%	2.87%	1.41%	0.32%	0.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	274	14	22	12	9	18	12	11	37	17	1	5	8	7	7	0	2	3	2	16	1	4	8	5	9	7	19	3	3	3	2	7					
		1.55%	1.86%	2.25%	1.50%	1.56%	2.05%	3.37%	1.53%	2.88%	2.48%	0.41%	1.52%	0.94%	1.27%	1.49%	0.0%	0.47%	0.63%	0.53%	2.25%	0.19%	0.70%	1.11%	1.46%	1.93%	1.10%	3.01%	0.64%	0.61%	0.70%	0.64%	1.68%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	189	16	20	12	11	9	3	8	21	10	2	5	4	2	8	1	1	5	2	1	1	7	5	5	4	7	2	5	5	4	3	0					
		1.07%	2.13%	2.04%	1.50%	1.90%	1.02%	0.84%	1.11%	1.63%	1.45%	0.82%	1.52%	0.47%	0.36%	1.71%	0.43%	0.23%	1.05%	0.53%	0.14%	0.19%	1.23%	0.69%	1.46%	0.86%	1.10%	0.31%	1.06%	1.02%	0.94%	0.97%	0.0%					
22	"5. ""За Русь Святую"""	72	1	6	3	2	4	2	4	7	0	1	2	2	1	6	1	1	0	1	2	2	4	3	3	0	3	4	4	1	0	0	2					
		0.40%	0.13%	0.61%	0.37%	0.34%	0.45%	0.56%	0.55%	0.54%	0.0%	0.41%	0.61%	0.23%	0.18%	1.28%	0.43%	0.23%	0.0%	0.26%	0.28%	0.39%	0.70%	0.41%	0.87%	0.0%	0.47%	0.63%	0.85%	0.20%	0.0%	0.0%	0.48%					
23	"6. ""Объединенная Российская партия ""Русь"""	59	0	3	3	0	1	0	2	3	1	1	3	2	1	3	1	1	5	0	1	3	9	0	2	3	4	3	0	0	1	0	3					
