Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Таштыпская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10831	192	39	329	530	977	98	80	268	174	149	345	49	30	817	267	65	67	97	710	139	35	267	126	193	2197	2591									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11250	212	52	344	579	1011	111	96	285	187	159	354	79	47	854	275	77	134	101	795	108	47	276	142	285	1950	2690									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4703	108	39	149	262	346	52	46	141	107	82	188	48	27	321	137	47	65	55	262	55	24	127	77	98	976	864									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	516	4	0	13	32	61	3	6	19	4	8	7	1	3	23	14	1	2	7	42	16	5	7	3	20	64	151									
6	Число погашенных избирательных бюллетеней	6012	100	13	182	285	604	56	44	125	76	69	159	30	17	510	124	29	67	39	491	37	12	142	49	167	910	1675									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	535	4	0	13	32	61	3	6	19	4	8	7	1	3	23	14	1	2	7	42	16	11	7	16	20	64	151									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4701	108	39	149	262	346	52	46	141	107	82	188	48	27	321	137	47	65	55	262	55	24	127	75	98	976	864									
9	Число недействительных избирательных бюллетеней	113	2	0	2	7	8	4	3	7	4	2	3	0	0	13	0	1	3	2	5	3	1	1	1	5	31	5									
10	Число действительных избирательных бюллетеней	5123	110	39	160	287	399	51	49	153	107	88	192	49	30	331	151	47	64	60	299	68	34	133	90	113	1009	1010									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	650	20	15	25	55	50	25	20	20	20	20	20	20	10	40	20	15	15	10	55	15	10	15	15	20	50	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	646	20	15	25	55	50	25	20	20	20	20	20	20	10	40	20	15	15	10	55	15	6	15	15	20	50	50									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	4	6	2	2	5	9	2	1	2	4	7	5	5	7	2	0	0	3	2	5	3	1	9	2	32	14									
