Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    район Сокол																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №3159	УИК №3160					
1	"Число избирателей, внесенных в списки избирателей"	33298	2582	2292	2044	2754	2619	2239	2140	1866	2617	2263	2593	2282	2349	2542	57	59					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26000	2050	1800	1650	2150	2050	1700	1450	1450	2050	1800	2050	1750	1750	2050	100	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17714	1395	1240	1181	1339	1280	1082	1141	995	1425	1217	1391	1241	1301	1370	57	59					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	685	53	54	72	56	27	29	26	39	69	69	51	57	36	47	0	0					
6	Число погашенных избирательных бюллетеней	7601	602	506	397	755	743	589	283	416	556	514	608	452	413	633	43	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	683	53	54	72	56	27	29	26	39	69	67	51	57	36	47	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17546	1390	1233	1167	1324	1270	1074	1137	978	1413	1207	1382	1238	1294	1323	57	59					
9	Число недействительных избирательных бюллетеней	316	16	17	19	19	28	36	26	18	16	29	44	13	23	12	0	0					
10	Число действительных избирательных бюллетеней	17913	1427	1270	1220	1361	1269	1067	1137	999	1466	1245	1389	1282	1307	1358	57	59					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	692	40	30	52	50	75	30	30	45	45	65	75	50	45	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	567	38	21	46	44	65	28	18	36	37	46	57	43	35	53	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	704	51	39	35	34	36	30	25	33	53	32	46	87	162	24	11	6					
14	Число погашенных неиспользованных открепительных удостоверений	125	2	9	6	6	10	2	12	9	8	19	18	7	10	7	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	5	3	2	6	2	0	1	4	1	3	3	4	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	534	47	40	37	41	35	24	21	34	50	45	37	35	32	56	0	0					
		2.93%	3.26%	3.11%	2.99%	2.97%	2.70%	2.18%	1.81%	3.34%	3.37%	3.53%	2.58%	2.70%	2.41%	4.09%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	578	49	27	28	52	48	31	40	36	49	34	37	46	51	50	0	0					
		3.17%	3.40%	2.10%	2.26%	3.77%	3.70%	2.81%	3.44%	3.54%	3.31%	2.67%	2.58%	3.55%	3.83%	3.65%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	1	1	4	4	2	0	4	0	7	3	3	1	5	1	0	0					
		0.20%	0.07%	0.08%	0.32%	0.29%	0.15%	0.00%	0.34%	0.00%	0.47%	0.24%	0.21%	0.08%	0.38%	0.07%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3457	290	302	346	266	215	141	176	189	256	286	267	202	239	282	0	0					
		18.96%	20.10%	23.47%	27.93%	19.28%	16.58%	12.78%	15.13%	18.58%	17.27%	22.45%	18.63%	15.60%	17.97%	20.58%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1124	108	47	48	99	77	38	69	53	102	76	83	97	104	123	0	0					
		6.17%	7.48%	3.65%	3.87%	7.17%	5.94%	3.45%	5.93%	5.21%	6.88%	5.97%	5.79%	7.49%	7.82%	8.98%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	84	8	5	4	8	6	6	8	3	7	6	6	6	7	4	0	0					
		0.46%	0.55%	0.39%	0.32%	0.58%	0.46%	0.54%	0.69%	0.29%	0.47%	0.47%	0.42%	0.46%	0.53%	0.29%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1069	84	48	52	74	88	89	110	60	90	59	77	74	78	86	0	0					
		5.86%	5.82%	3.73%	4.20%	5.36%	6.78%	8.07%	9.46%	5.90%	6.07%	4.63%	5.37%	5.71%	5.86%	6.28%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1561	122	121	85	125	103	81	99	74	139	128	134	101	116	133	0	0					
