Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    район Сокол																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №3253	УИК №3254					
1	"Число избирателей, внесенных в список избирателей"	32223	2513	2202	2210	2583	2722	2093	1953	1766	2506	2205	2552	2129	2139	2520	46	84					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28500	2200	2000	2000	2300	2300	1800	1750	1600	2200	2000	2300	1900	1800	2200	50	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24741	1867	1751	1680	1997	2039	1584	1604	1516	1999	1743	1466	1678	1730	1959	44	84					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	468	58	37	44	35	22	10	26	23	34	45	43	31	27	33	0	0					
6	Число погашенных избирательных бюллетеней	3291	275	212	276	268	239	206	120	61	167	212	791	191	43	208	6	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	467	58	37	44	35	22	10	26	23	34	45	42	31	27	33	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24026	1826	1708	1673	1947	1995	1530	1451	1506	1992	1660	1408	1605	1638	1959	44	84					
9	Число недействительных избирательных бюллетеней	486	16	70	38	29	45	18	33	14	17	37	30	27	50	62	0	0					
10	Число действительных избирательных бюллетеней	24007	1868	1675	1679	1953	1972	1522	1444	1515	2009	1668	1420	1609	1615	1930	44	84					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	620	50	30	50	50	50	50	50	30	50	30	50	30	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	483	32	19	37	36	49	39	25	26	46	29	37	29	36	43	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	496	33	32	17	30	34	25	25	50	51	37	38	34	52	28	10	0					
14	Число погашенных неиспользованных открепительных удостоверений	137	18	11	13	14	1	11	25	4	4	1	13	1	14	7	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	3	0	0	2	3	1	1	1	1	1	0	0	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3123	284	218	211	267	224	177	166	188	285	234	231	219	236	176	3	4					
		12.75%	15.07%	12.49%	12.29%	13.47%	11.11%	11.49%	11.24%	12.30%	14.07%	13.72%	15.93%	13.39%	14.17%	8.84%	6.82%	4.76%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1581	101	73	108	100	179	165	147	80	106	116	103	70	102	121	3	7					
		6.45%	5.36%	4.18%	6.29%	5.05%	8.87%	10.71%	9.95%	5.23%	5.23%	6.80%	7.10%	4.28%	6.13%	6.07%	6.82%	8.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	270	18	20	19	24	25	19	17	14	21	15	16	15	20	25	2	0					
		1.10%	0.96%	1.15%	1.11%	1.21%	1.24%	1.23%	1.15%	0.92%	1.04%	0.88%	1.10%	0.92%	1.20%	1.26%	4.55%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4745	361	300	390	366	256	250	306	231	383	379	508	300	329	370	6	10					
		19.37%	19.16%	17.19%	22.71%	18.47%	12.69%	16.23%	20.72%	15.11%	18.90%	22.23%	35.03%	18.34%	19.76%	18.57%	13.64%	11.90%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3157	313	215	213	341	240	149	230	207	276	197	140	212	258	161	1	4					
		12.89%	16.61%	12.32%	12.41%	17.20%	11.90%	9.68%	15.57%	13.54%	13.62%	11.55%	9.66%	12.96%	15.50%	8.08%	2.27%	4.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10937	774	837	729	842	1027	750	568	781	928	708	405	785	656	1061	28	58					
		44.65%	41.08%	47.97%	42.46%	42.48%	50.92%	48.70%	38.46%	51.08%	45.80%	41.52%	27.93%	47.98%	39.40%	53.26%	63.64%	69.05%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	194	17	12	9	13	21	12	10	14	10	19	17	8	14	16	1	1					
		0.79%	0.90%	0.69%	0.52%	0.66%	1.04%	0.78%	0.68%	0.92%	0.49%	1.11%	1.17%	0.49%	0.84%	0.80%	2.27%	1.19%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
