Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Моргаушская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484					
1	"Число избирателей, внесенных в списки"	27742	2178	922	571	800	566	1419	327	262	229	754	322	395	750	529	483	1192	292	386	665	495	365	382	621	611	380	403	471	303	161	513	242	487	544	904	393	447	299	613	338	1001	601	517	397	264	387	716	487	822	536					
2	"Число бюллетеней, полученных участковыми комиссиями"	27900	2155	920	578	820	568	1420	328	268	228	756	323	395	755	527	473	1198	297	382	677	495	365	386	611	614	379	397	469	298	165	507	239	485	538	911	393	453	333	608	304	1007	600	579	411	294	415	732	488	819	537					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14475	1181	469	241	408	307	738	180	161	123	320	179	249	320	236	272	570	120	159	320	263	180	236	303	355	171	217	246	190	99	278	133	337	286	417	165	188	169	306	164	404	257	414	312	211	232	389	251	461	288					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2178	43	85	61	59	65	32	20	27	21	69	28	8	46	26	8	52	41	35	36	25	28	29	33	11	36	47	45	19	17	32	29	30	22	108	44	57	25	71	71	203	92	54	25	19	48	41	44	71	40					
6	Число погашенных бюллетеней	11247	931	366	276	353	196	650	128	80	84	367	116	138	389	265	193	576	136	188	321	207	157	121	275	248	172	133	178	89	49	197	77	118	230	386	184	208	139	231	69	400	251	111	74	64	135	302	193	287	209					
7	Число бюллетеней в переносных ящиках для голосования	2178	43	85	61	59	65	32	20	27	21	69	28	8	46	26	8	52	41	35	36	25	28	29	33	11	36	47	45	19	17	32	29	30	22	108	44	57	25	71	71	203	92	54	25	19	48	41	44	71	40					
8	Число бюллетеней в стационарных ящиках для голосования	14475	1181	469	241	408	307	738	180	161	123	320	179	249	320	236	272	570	120	159	320	263	180	236	303	355	171	217	246	190	99	278	133	337	286	417	165	188	169	306	164	404	257	414	312	211	232	389	251	461	288					
9	Число недействительных бюллетеней	690	22	18	11	32	21	20	16	12	10	26	10	11	10	22	15	18	11	8	10	16	16	16	11	18	8	13	13	8	7	25	11	10	14	30	11	14	16	15	5	11	0	7	4	4	11	24	7	22	20					
10	Число действительных бюллетеней	15963	1202	536	291	435	351	750	184	176	134	363	197	246	356	240	265	604	150	186	346	272	192	249	325	348	199	251	278	201	109	285	151	357	294	495	198	231	178	362	230	596	349	461	333	226	269	406	288	510	308					
