Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Дмитровский район																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №3051	УИК №3052					
1	"Число избирателей, внесенных в списки"	54066	2129	2416	2536	2270	2419	2446	2244	1890	2595	2498	2418	2508	2745	2273	2500	2419	2551	2413	2444	2635	2912	2224	532	49					
2	"Число бюллетеней, полученных участковыми комиссиями"	51450	2095	2355	2201	1990	2138	2389	2195	1810	2615	2295	2345	2420	2680	2195	2430	2390	2440	2525	2335	2298	2563	2186	450	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29215	1150	1234	1272	1198	1246	1305	1219	921	1466	1454	1237	1433	1512	1246	1452	1331	1257	1641	1390	1448	1462	1137	168	36					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	981	28	33	36	31	39	19	18	27	45	33	28	43	37	33	28	46	28	34	30	35	63	7	251	9					
6	Число погашенных бюллетеней	21254	917	1088	893	761	853	1065	958	862	1104	808	1080	944	1131	916	950	1013	1155	850	915	815	1038	1042	31	65					
7	Число бюллетеней в переносных ящиках для голосования	981	28	33	36	31	39	19	18	27	45	33	28	43	37	33	28	46	28	34	30	35	63	7	251	9					
8	Число бюллетеней в стационарных ящиках для голосования	28905	1150	1234	1272	1198	1207	1304	1214	920	1454	1454	1208	1425	1511	1240	1450	1331	1254	1461	1367	1448	1462	1137	168	36					
9	Число недействительных бюллетеней	433	19	16	17	14	18	19	12	12	14	22	20	29	32	20	16	19	19	18	21	34	20	20	1	1					
10	Число действительных бюллетеней	29453	1159	1251	1291	1215	1228	1304	1220	935	1485	1465	1216	1439	1516	1253	1462	1358	1263	1477	1376	1449	1505	1124	418	44					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1133	50	50	50	50	50	50	50	67	50	50	50	50	50	50	66	50	50	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	600	16	24	30	23	20	23	26	13	29	46	26	21	27	25	18	36	28	42	31	30	32	34	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	500	13	14	15	11	18	10	7	11	19	12	21	21	20	15	19	103	13	19	14	12	20	8	82	3					
14	Число погашенных открепительных удостоверений	533	34	26	20	27	30	27	24	54	21	4	24	29	23	25	48	14	22	8	19	20	18	16	0	0					
15	Число открепительных удостоверений выданных ТИК	66	2	1	0	3	1	3	0	0	0	2	2	2	1	1	2	3	3	2	0	2	2	34	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	187	7	7	10	9	3	10	4	6	3	11	11	15	13	10	10	10	8	3	4	6	10	11	4	2					
		0.62%	0.59%	0.55%	0.76%	0.73%	0.24%	0.75%	0.32%	0.63%	0.20%	0.73%	0.88%	1.02%	0.83%	0.78%	0.67%	0.72%	0.62%	0.20%	0.28%	0.40%	0.65%	0.96%	0.95%	4.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1623	76	62	77	66	75	76	55	38	105	82	60	80	64	47	96	69	88	88	96	70	75	65	12	1					
		5.43%	6.45%	4.89%	5.88%	5.37%	6.01%	5.74%	4.46%	4.01%	7.00%	5.51%	4.85%	5.44%	4.13%	3.69%	6.49%	5.01%	6.86%	5.88%	6.87%	4.72%	4.91%	5.68%	2.86%	2.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	681	31	21	28	27	37	36	35	13	26	47	23	43	18	25	54	35	27	30	39	34	36	11	5	0					
		2.27%	2.63%	1.65%	2.14%	2.19%	2.96%	2.72%	2.84%	1.37%	1.73%	3.16%	1.86%	2.92%	1.16%	1.96%	3.65%	2.54%	2.10%	2.00%	2.79%	2.29%	2.36%	0.96%	1.19%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2016	82	87	113	85	89	83	46	32	107	108	58	82	92	51	87	78	131	110	125	135	141	77	14	3					
		6.74%	6.96%	6.86%	8.63%	6.91%	7.14%	6.27%	3.73%	3.37%	7.13%	7.26%	4.69%	5.58%	5.94%	4.00%	5.88%	5.66%	10.21%	7.35%	8.94%	9.10%	9.24%	6.73%	3.34%	6.66%					
22	"5. ""За Русь Святую"""	139	4	6	10	9	4	8	2	4	3	11	5	7	9	3	4	10	7	8	8	4	6	2	4	1					
		0.46%	0.33%	0.47%	0.76%	0.73%	0.32%	0.60%	0.16%	0.42%	0.20%	0.73%	0.40%	0.47%	0.58%	0.23%	0.27%	0.72%	0.54%	0.53%	0.57%	0.26%	0.39%	0.17%	0.95%	2.22%					
23	"6. ""Объединенная Российская партия ""Русь"""	74	1	4	4	6	4	2	5	2	7	2	4	5	1	5	1	6	4	1	3	2	2	3	0	0					
		0.24%	0.08%	0.31%	0.30%	0.48%	0.32%	0.15%	0.40%	0.21%	0.46%	0.13%	0.32%	0.34%	0.06%	0.39%	0.06%	0.43%	0.31%	0.06%	0.21%	0.13%	0.13%	0.26%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	478	20	13	27	15	22	32	15	18	25	34	17	16	29	15	27	38	11	24	15	16	19	27	1	2					
		1.59%	1.69%	1.02%	2.06%	1.22%	1.76%	2.41%	1.21%	1.90%	1.66%	2.28%	1.37%	1.08%	1.87%	1.17%	1.82%	2.75%	0.85%	1.60%	1.07%	1.07%	1.24%	2.36%	0.23%	4.44%					
25	"8. ""Народно-республиканская партия России"""	21	1	0	1	0	0	0	1	0	3	2	0	1	2	0	0	2	0	1	3	2	1	0	1	0					
