Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
"Наименование Избирательной комиссии:    Архангельск, Южная "																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092					
1	"Число избирателей, внесенных в списки"	59985	1700	2504	2108	2567	2186	2534	2618	2421	2387	2243	2308	2264	152	158	49	2420	2669	2730	2626	2766	2144	1207	2615	2759	2873	2238	2224	1734	81	65	68	6	71	65	13	61	64	57	72	36	37	43	4	38					
2	"Число бюллетеней, полученных участковыми комиссиями"	52260	1500	2150	1900	2250	1500	2000	2300	2200	2100	2000	2000	2450	300	200	70	2050	2350	2350	2300	2350	1800	1000	2240	2350	2400	1960	1900	1500	90	65	68	6	71	65	13	61	64	57	72	36	37	43	4	38					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	68	6	63	65	13	61	55	57	71	36	37	41	4	38					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30245	747	1153	970	1224	1004	1168	1284	1364	1322	1221	1147	1162	152	158	42	1187	1432	1503	1479	1552	1207	674	1151	1465	1443	1172	1056	725	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	484	38	18	10	35	31	16	35	23	23	14	25	4	0	0	0	20	25	19	12	10	10	6	9	25	30	15	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	20851	715	979	920	991	465	816	981	813	755	765	828	1284	148	42	28	843	893	828	809	788	583	320	1080	860	927	773	830	758	9	0	0	0	8	0	0	0	9	0	1	0	0	2	0	0					
7	Число бюллетеней в переносных ящиках для голосования	484	38	18	10	35	31	16	35	23	23	14	25	4	0	0	0	20	25	19	12	10	10	6	9	25	30	15	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	30829	747	1151	970	1224	1004	1167	1283	1353	1265	1221	1142	1158	152	158	42	1186	1432	1502	1475	1552	1207	671	1151	1464	1443	1167	1056	725	81	65	68	6	63	65	13	61	55	57	71	36	37	41	4	38					
9	Число недействительных бюллетеней	298	0	12	16	9	14	19	10	13	16	8	15	17	1	2	0	9	11	10	7	7	5	7	12	26	25	12	7	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	31015	785	1157	964	1250	1021	1164	1308	1363	1272	1227	1152	1145	151	156	42	1197	1446	1511	1480	1555	1212	670	1148	1463	1448	1170	1063	735	80	65	68	6	63	65	13	61	55	57	71	36	37	41	4	38					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	960	30	40	40	40	40	40	40	40	40	40	40	40	0	0	0	40	40	40	40	40	30	30	40	40	40	40	40	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	434	12	9	10	18	24	16	18	23	15	21	24	13	0	0	0	24	22	20	28	16	11	13	13	24	20	24	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	420	4	11	6	12	14	9	8	16	12	9	15	10	95	66	6	14	10	5	7	8	15	13	6	10	12	10	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	526	18	31	30	22	16	24	22	17	25	19	16	27	0	0	0	16	18	20	12	24	19	17	27	16	20	16	32	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	26	1	2	1	4	1	1	0	1	0	0	0	1	0	0	0	0	0	2	0	1	2	2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	264	5	11	12	8	10	12	5	9	13	11	16	13	4	3	0	7	6	8	11	8	12	9	10	14	14	11	9	6	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	1					
		0.84%	0.63%	0.94%	1.22%	0.63%	0.96%	1.01%	0.37%	0.65%	1.00%	0.89%	1.37%	1.11%	2.63%	1.89%	0.0%	0.58%	0.41%	0.52%	0.73%	0.51%	0.98%	1.32%	0.86%	0.94%	0.95%	0.93%	0.84%	0.80%	1.23%	0.0%	1.47%	0.0%	1.58%	1.53%	0.0%	0.0%	0.0%	3.50%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1659	25	44	46	49	39	54	75	98	50	60	60	70	5	0	1	65	88	77	120	114	128	56	60	75	51	53	51	26	3	0	3	0	1	1	0	2	1	0	5	2	0	0	0	1					
		5.29%	3.18%	3.76%	4.69%	3.89%	3.76%	4.56%	5.69%	7.12%	3.88%	4.85%	5.14%	6.02%	3.28%	0.0%	2.38%	5.38%	6.03%	5.06%	8.06%	7.29%	10.51%	8.27%	5.17%	5.03%	3.46%	4.48%	4.76%	3.50%	3.70%	0.0%	4.41%	0.0%	1.58%	1.53%	0.0%	3.27%	1.81%	0.0%	7.04%	5.55%	0.0%	0.0%	0.0%	2.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1545	32	47	33	64	42	60	80	84	85	70	47	21	2	10	7	64	104	72	61	49	37	22	60	96	88	58	67	49	6	2	3	0	0	4	1	1	4	2	3	2	2	4	0	0					
		4.93%	4.07%	4.02%	3.36%	5.08%	4.05%	5.07%	6.06%	6.10%	6.59%	5.66%	4.02%	1.80%	1.31%	6.32%	16.66%	5.30%	7.13%	4.73%	4.10%	3.13%	3.04%	3.24%	5.17%	6.44%	5.97%	4.90%	6.26%	6.60%	7.40%	3.07%	4.41%	0.0%	0.0%	6.15%	7.69%	1.63%	7.27%	3.50%	4.22%	5.55%	5.40%	9.75%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2066	44	55	68	86	56	54	97	87	92	90	68	59	3	5	2	86	113	103	128	112	116	52	91	100	85	71	70	36	1	5	3	0	1	1	1	5	4	3	5	0	1	4	0	3					
		6.59%	5.60%	4.70%	6.93%	6.83%	5.41%	4.56%	7.35%	6.32%	7.14%	7.28%	5.82%	5.07%	1.97%	3.16%	4.76%	7.13%	7.75%	6.77%	8.60%	7.17%	9.53%	7.68%	7.84%	6.71%	5.77%	6.00%	6.54%	4.85%	1.23%	7.69%	4.41%	0.0%	1.58%	1.53%	7.69%	8.19%	7.27%	5.26%	7.04%	0.0%	2.70%	9.75%	0.0%	7.89%					
22	"5. ""За Русь Святую"""	129	6	8	6	5	6	5	4	5	6	3	7	5	1	1	0	4	2	6	5	2	3	5	2	7	6	5	5	3	1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0					
		0.41%	0.76%	0.68%	0.61%	0.39%	0.57%	0.42%	0.30%	0.36%	0.46%	0.24%	0.59%	0.43%	0.65%	0.63%	0.0%	0.33%	0.13%	0.39%	0.33%	0.12%	0.24%	0.73%	0.17%	0.47%	0.40%	0.42%	0.46%	0.40%	1.23%	0.0%	0.0%	0.0%	0.0%	1.53%	0.0%	1.63%	5.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	110	1	3	3	5	2	2	0	3	1	2	3	8	0	1	1	5	2	34	6	3	2	3	1	5	4	1	1	5	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.35%	0.12%	0.25%	0.30%	0.39%	0.19%	0.16%	0.0%	0.21%	0.07%	0.16%	0.25%	0.68%	0.0%	0.63%	2.38%	0.41%	0.13%	2.23%	0.40%	0.19%	0.16%	0.44%	0.08%	0.33%	0.27%	0.08%	0.09%	0.67%	1.23%	1.53%	0.0%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
