Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Ачинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №2315					
1	"Число избирателей, внесенных в список избирателей"	12992	471	832	265	604	219	160	1009	609	223	137	1998	344	1243	1257	384	716	859	349	1091	98	124					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12690	450	820	250	580	200	150	1000	600	370	120	1950	330	1210	1240	380	700	820	340	970	90	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6109	205	445	124	313	115	44	400	260	220	63	950	133	534	618	189	316	416	59	574	43	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	602	56	30	17	6	24	29	41	10	3	8	17	42	43	27	24	94	30	64	23	12	2					
6	Число погашенных избирательных бюллетеней	5979	189	345	109	261	61	77	559	330	147	49	983	155	633	595	167	290	374	217	373	35	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	602	56	30	17	6	24	29	41	10	3	8	17	42	43	27	24	94	30	64	23	12	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6109	205	445	124	313	115	44	400	260	220	63	950	133	534	618	189	316	416	59	574	43	88					
9	Число недействительных избирательных бюллетеней	115	3	19	2	4	4	4	7	4	7	2	16	0	9	8	2	11	3	1	7	2	0					
10	Число действительных избирательных бюллетеней	6596	258	456	139	315	135	69	434	266	216	69	951	175	568	637	211	399	443	122	590	53	90					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	14	19	9	14	7	8	16	9	21	7	40	9	14	14	9	11	14	10	34	7	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	103	3	8	2	5	0	1	6	5	5	0	22	1	6	13	1	4	3	0	6	0	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	128	3	6	6	5	7	2	5	4	6	13	6	6	7	8	2	4	16	6	6	2	8					
14	Число погашенных неиспользованных открепительных удостоверений	197	11	11	7	9	7	7	10	4	16	7	18	8	8	1	8	7	11	10	28	7	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	910	36	68	21	49	13	12	61	50	20	9	151	20	78	95	16	49	55	18	65	7	17					
		13.56%	13.79%	14.32%	14.89%	15.36%	9.35%	16.44%	13.83%	18.52%	8.97%	12.68%	15.62%	11.43%	13.52%	14.73%	7.51%	11.95%	12.33%	14.63%	10.89%	12.73%	18.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1633	85	127	24	86	29	11	117	69	62	23	217	41	136	154	37	80	104	12	179	16	24					
		24.33%	32.57%	26.74%	17.02%	26.96%	20.86%	15.07%	26.53%	25.56%	27.80%	32.39%	22.44%	23.43%	23.57%	23.88%	17.37%	19.51%	23.32%	9.76%	29.98%	29.09%	26.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	1	4	3	5	2	2	5	3	4	0	7	3	5	8	1	4	9	0	6	0	0					
		1.07%	0.38%	0.84%	2.13%	1.57%	1.44%	2.74%	1.13%	1.11%	1.79%	0.00%	0.72%	1.71%	0.87%	1.24%	0.47%	0.98%	2.02%	0.00%	1.01%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1502	55	99	18	68	33	13	97	75	45	8	234	29	146	180	60	92	118	20	81	10	21					
		22.38%	21.07%	20.84%	12.77%	21.32%	23.74%	17.81%	21.99%	27.78%	20.18%	11.27%	24.20%	16.57%	25.30%	27.91%	28.17%	22.44%	26.46%	16.26%	13.57%	18.18%	23.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	1	2	3	4	3	0	17	4	0	0	20	0	9	18	0	6	4	1	8	0	0					
		1.49%	0.38%	0.42%	2.13%	1.25%	2.16%	0.00%	3.85%	1.48%	0.00%	0.00%	2.07%	0.00%	1.56%	2.79%	0.00%	1.46%	0.90%	0.81%	1.34%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2336	78	153	70	102	54	30	134	63	85	29	315	81	190	180	97	160	151	68	248	20	28					
		34.81%	29.89%	32.21%	49.65%	31.97%	38.85%	41.10%	30.39%	23.33%	38.12%	40.85%	32.57%	46.29%	32.93%	27.91%	45.54%	39.02%	33.86%	55.28%	41.54%	36.36%	31.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	43	2	3	0	1	1	1	3	2	0	0	7	1	4	2	0	8	2	3	3	0	0					
		0.64%	0.77%	0.63%	0.00%	0.31%	0.72%	1.37%	0.68%	0.74%	0.00%	0.00%	0.72%	0.57%	0.69%	0.31%	0.00%	1.95%	0.45%	2.44%	0.50%	0.00%	0.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
