Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Вейделевская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17589	1163	582	1002	859	1071	933	633	691	273	491	882	339	151	874	316	266	828	311	534	245	803	356	158	402	761	571	494	295	199	140	297	431	238									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15885	1000	550	850	730	900	800	550	600	240	460	750	300	150	860	300	260	800	300	500	230	750	320	155	360	700	550	450	250	180	130	290	400	220									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10949	595	356	628	530	684	519	387	318	173	269	579	245	121	489	173	187	508	145	311	169	592	253	96	270	532	351	336	195	126	99	190	352	171									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2570	232	95	44	57	55	76	72	122	15	58	96	47	16	191	97	45	207	100	119	54	93	56	39	70	101	105	55	25	30	29	88	48	33									
6	Число погашенных избирательных бюллетеней	2366	173	99	178	143	161	205	91	160	52	133	75	8	13	180	30	28	85	55	70	7	65	11	20	20	67	94	59	30	24	2	12	0	16									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2570	232	95	44	57	55	76	72	122	15	58	96	47	16	191	97	45	207	100	119	54	93	56	39	70	101	105	55	25	30	29	88	48	33									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10948	595	356	628	529	684	519	387	318	173	269	579	245	121	489	173	187	508	145	311	169	592	253	96	270	532	351	336	195	126	99	190	352	171									
9	Число недействительных избирательных бюллетеней	165	3	5	17	15	14	10	8	14	0	5	6	0	1	4	3	0	0	0	3	0	9	0	1	1	3	6	12	5	0	0	0	20	0									
10	Число действительных избирательных бюллетеней	13353	824	446	655	571	725	585	451	426	188	322	669	292	136	676	267	232	715	245	427	223	676	309	134	339	630	450	379	215	156	128	278	380	204									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	496	29	20	32	30	30	37	22	18	14	14	22	8	8	29	6	4	23	7	20	4	20	10	4	11	10	10	10	13	4	5	7	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	496	29	20	32	30	30	37	22	18	14	14	22	8	8	29	6	4	23	7	20	4	20	10	4	11	10	10	10	13	4	5	7	10	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	5	3	3	6	4	7	1	2	0	7	3	2	1	3	1	0	1	0	1	0	0	3	1	0	3	0	1	0	2	2	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	6	7	5	6	2	15	5	1	1	2	9	2	0	5	1	0	0	1	0	0	3	0	0	0	7	15	1	1	1	0	1	3	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	71	7	3	10	4	7	4	2	3	2	4	3	0	0	1	0	0	1	3	1	0	2	2	0	0	5	1	3	1	0	0	0	0	2									
		0.53%	0.85%	0.67%	1.49%	0.68%	0.95%	0.67%	0.44%	0.68%	1.06%	1.22%	0.44%	0.00%	0.00%	0.15%	0.00%	0.00%	0.14%	1.22%	0.23%	0.00%	0.29%	0.65%	0.00%	0.00%	0.79%	0.22%	0.77%	0.45%	0.00%	0.00%	0.00%	0.00%	0.98%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	268	18	3	21	19	16	17	18	9	6	7	19	4	2	11	6	3	2	11	16	0	8	4	0	3	10	3	14	8	2	0	2	2	4									
		1.98%	2.18%	0.67%	3.13%	3.24%	2.17%	2.86%	3.92%	2.05%	3.19%	2.14%	2.81%	1.37%	1.46%	1.62%	2.22%	1.29%	0.28%	4.49%	3.72%	0.00%	1.17%	1.29%	0.00%	0.88%	1.58%	0.66%	3.58%	3.64%	1.28%	0.00%	0.72%	0.50%	1.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	133	5	0	10	7	14	12	6	8	4	7	8	0	2	4	4	0	1	7	4	0	5	3	0	3	9	2	0	3	0	3	0	0	2									
		0.98%	0.60%	0.00%	1.49%	1.19%	1.89%	2.02%	1.31%	1.82%	2.13%	2.14%	1.19%	0.00%	1.46%	0.59%	1.48%	0.00%	0.14%	2.86%	0.93%	0.00%	0.73%	0.97%	0.00%	0.88%	1.42%	0.44%	0.00%	1.36%	0.00%	2.34%	0.00%	0.00%	0.98%									
