Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Скопинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838					
1	"Число избирателей, внесенных в списки избирателей"	21261	368	129	486	1574	1006	667	415	292	231	372	163	611	485	298	562	258	1083	265	484	544	278	165	312	231	203	397	1724	226	106	445	1223	617	448	407	205	930	587	1073	905	486					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20700	375	120	485	1500	860	660	420	290	230	350	160	600	480	290	555	260	1080	260	475	560	270	160	320	230	205	395	1680	225	100	450	1200	565	445	410	200	890	590	1045	860	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9957	112	62	216	649	578	387	128	178	92	234	98	265	198	157	235	81	581	115	161	281	131	94	151	82	106	122	1034	64	44	272	585	242	202	182	130	296	270	520	351	271					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3662	144	41	55	168	55	135	136	57	70	55	44	97	134	44	126	77	149	90	140	109	75	37	113	74	40	135	72	82	19	45	79	110	102	112	55	178	85	80	148	95					
6	Число погашенных избирательных бюллетеней	7081	119	17	214	683	227	138	156	55	68	61	18	238	148	89	194	102	350	55	174	170	64	29	56	74	59	138	574	79	37	133	536	213	141	116	15	416	235	445	361	84					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3660	144	41	55	168	55	135	136	57	70	55	44	97	134	44	126	77	149	90	138	109	75	37	113	74	40	135	72	82	19	45	79	110	102	112	55	178	85	80	148	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9953	112	62	216	648	578	387	128	178	92	234	98	265	198	157	234	81	581	115	161	281	131	94	151	82	106	122	1032	64	44	272	585	242	202	182	130	296	270	520	351	271					
9	Число недействительных избирательных бюллетеней	132	1	1	7	15	9	1	3	1	1	0	1	2	2	3	6	0	3	1	2	8	1	0	0	1	1	3	18	1	1	7	9	1	3	3	0	3	1	5	3	4					
10	Число действительных избирательных бюллетеней	13481	255	102	264	801	624	521	261	234	161	289	141	360	330	198	354	158	727	204	297	382	205	131	264	155	145	254	1086	145	62	310	655	351	301	291	185	471	354	595	496	362					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	390	5	5	5	25	5	15	10	5	5	5	5	15	5	5	15	5	20	5	5	25	5	5	5	5	5	5	10	5	5	10	25	10	5	5	5	20	20	25	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	132	1	3	4	5	5	4	4	5	0	0	5	3	2	1	1	0	8	0	5	23	5	0	1	5	2	1	9	0	0	1	0	1	2	5	0	4	0	5	5	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	0	1	3	8	7	7	4	4	1	7	0	3	5	1	2	4	4	4	0	3	3	0	1	2	1	2	9	3	1	2	2	2	2	2	1	5	1	2	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	258	4	2	1	20	0	11	6	0	5	5	0	12	3	4	14	5	12	5	0	2	0	5	4	0	3	4	1	5	5	9	25	9	3	0	5	16	20	20	10	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	348	6	2	15	25	13	18	5	4	8	4	4	8	7	8	6	1	18	12	13	11	8	5	5	6	4	7	14	3	5	14	10	3	7	12	4	3	5	17	14	14					
		2.56%	2.34%	1.94%	5.54%	3.06%	2.05%	3.45%	1.89%	1.70%	4.94%	1.38%	2.82%	2.21%	2.11%	3.98%	1.67%	0.63%	2.47%	5.85%	4.35%	2.82%	3.88%	3.82%	1.89%	3.85%	2.74%	2.72%	1.27%	2.05%	7.94%	4.42%	1.51%	0.85%	2.30%	4.08%	2.16%	0.63%	1.41%	2.83%	2.81%	3.83%					
