Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Скопинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631					
1	"Число избирателей, внесенных в список избирателей"	22099	210	248	356	1688	1268	591	1091	1143	1549	523	237	227	628	318	282	539	291	183	596	442	344	1594	447	268	235	216	459	608	650	926	546	387	497	1053	284	579	235	361					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21100	200	230	350	1650	1200	550	1000	1100	1500	540	220	220	600	300	280	550	250	170	550	400	300	1550	420	250	220	200	450	550	600	850	550	370	450	1000	250	550	230	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10627	104	94	220	697	627	313	450	387	812	301	92	62	339	95	124	228	150	119	311	229	107	874	244	69	61	87	264	270	272	535	184	146	244	727	136	280	126	247					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3745	51	75	107	102	110	94	155	154	208	87	77	106	111	161	49	134	86	38	107	87	90	159	116	79	72	36	46	57	68	57	134	110	99	173	52	123	61	114					
6	Число погашенных избирательных бюллетеней	6728	45	61	23	851	463	143	395	559	480	152	51	52	150	44	107	188	14	13	132	84	103	517	60	102	87	77	140	223	260	258	232	114	107	100	62	147	43	89					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3745	51	75	107	102	110	94	155	154	208	87	77	106	111	161	49	134	86	38	107	87	90	159	116	79	72	36	46	57	68	57	134	110	99	173	52	123	61	114					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10627	104	94	220	697	627	313	450	387	812	301	92	62	339	95	124	228	150	119	311	229	107	874	244	69	61	87	264	270	272	535	184	146	244	727	136	280	126	247					
9	Число недействительных избирательных бюллетеней	234	0	5	11	12	2	3	3	5	15	9	2	1	0	2	2	7	0	2	3	6	0	15	4	3	0	1	4	5	5	9	3	7	5	9	2	70	0	2					
10	Число действительных избирательных бюллетеней	14138	155	164	316	787	735	404	602	536	1005	379	167	167	450	254	171	355	236	155	415	310	197	1018	356	145	133	122	306	322	335	583	315	249	338	891	186	333	187	359					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	488	10	10	10	20	20	10	15	15	20	13	10	10	15	10	19	15	10	1	15	15	10	20	10	10	10	10	10	10	10	15	20	10	10	20	10	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	356	0	1	5	8	11	5	11	5	20	13	10	10	8	10	19	15	2	1	10	13	10	20	8	0	1	2	10	4	8	15	20	4	10	20	10	12	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	119	1	2	1	8	1	1	5	3	7	3	1	2	4	1	1	1	1	0	2	2	7	4	4	2	6	1	4	6	2	12	3	4	2	4	3	4	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	132	10	9	5	12	9	5	4	10	0	0	0	0	7	0	0	0	8	0	5	2	0	0	2	10	9	8	0	6	2	0	0	6	0	0	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
