Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Михайловская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168					
1	"Число избирателей, внесенных в списки избирателей"	47201	2261	2163	2005	2270	2388	1257	1339	2392	2328	1228	1071	1259	1035	866	1385	2267	2057	1992	1952	2217	2137	2065	1163	1327	2420	2357					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43800	2100	2100	1950	2050	1950	1200	1200	2350	2300	1000	1000	1100	950	750	1200	2000	2000	2000	1950	2150	2100	1800	1100	1100	2200	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23012	1130	1142	1081	1018	992	635	668	1271	1247	499	486	618	515	382	650	1137	1008	1070	965	1022	1111	930	574	604	1132	1125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2150	61	53	34	220	411	41	37	81	63	210	28	85	51	37	55	109	46	49	35	27	37	82	51	89	77	81					
6	Число погашенных избирательных бюллетеней	18638	909	905	835	812	547	524	495	998	990	291	486	397	384	331	495	754	946	881	950	1101	952	788	475	407	991	994					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2150	61	53	34	220	411	41	37	81	63	210	28	85	51	37	55	109	46	49	35	27	37	82	51	89	77	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23011	1130	1142	1081	1018	992	635	668	1271	1247	499	486	618	515	382	650	1137	1008	1070	965	1022	1111	930	574	604	1131	1125					
9	Число недействительных избирательных бюллетеней	153	1	10	1	9	12	8	10	10	7	1	2	7	2	0	7	6	14	9	3	3	5	4	9	2	7	4					
10	Число действительных избирательных бюллетеней	25008	1190	1185	1114	1229	1391	668	695	1342	1303	708	512	696	564	419	698	1240	1040	1110	997	1046	1143	1008	616	691	1201	1202					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	980	50	50	30	50	40	30	30	50	50	30	30	30	20	20	30	40	40	51	30	50	50	30	30	30	50	39					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	360	17	25	13	24	25	12	5	27	9	6	7	6	9	6	10	12	27	14	20	11	18	11	8	10	12	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	379	18	24	9	12	5	9	3	7	3	134	2	7	9	5	18	17	14	18	9	6	13	5	5	13	8	6					
14	Число погашенных неиспользованных открепительных удостоверений	620	33	25	17	26	15	18	25	23	41	24	23	24	11	14	20	28	13	37	10	39	32	19	22	20	38	23					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	1354	52	66	68	61	76	51	43	75	76	27	21	27	33	33	39	81	49	57	62	56	55	57	33	18	64	74					
		5.38%	4.37%	5.52%	6.10%	4.93%	5.42%	7.54%	6.10%	5.55%	5.80%	3.81%	4.09%	3.84%	5.83%	7.88%	5.53%	6.50%	4.65%	5.09%	6.20%	5.34%	4.79%	5.63%	5.28%	2.60%	5.30%	6.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	165	12	10	11	8	9	0	7	10	4	7	1	4	4	4	3	9	3	9	6	4	12	9	1	9	5	4					
		0.66%	1.01%	0.84%	0.99%	0.65%	0.64%	0.00%	0.99%	0.74%	0.31%	0.99%	0.19%	0.57%	0.71%	0.95%	0.43%	0.72%	0.28%	0.80%	0.60%	0.38%	1.05%	0.89%	0.16%	1.30%	0.41%	0.33%					
20	3.Политическая партия «Демократическая партия России»	22	1	3	3	0	0	0	0	2	1	1	2	0	0	0	1	0	0	1	1	1	2	0	0	1	1	1					
		0.09%	0.08%	0.25%	0.27%	0.00%	0.00%	0.00%	0.00%	0.15%	0.08%	0.14%	0.39%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.09%	0.10%	0.10%	0.17%	0.00%	0.00%	0.14%	0.08%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4924	247	240	219	293	284	141	115	235	251	97	114	149	110	89	129	219	203	231	184	189	237	227	130	152	207	232					
