Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Абдулинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35					
1	"Число избирателей, внесенных в список избирателей"	27461	1429	1702	1766	1640	1868	1943	2000	1481	1809	1711	279	278	717	225	368	166	316	258	557	826	209	166	415	281	337	910	300	312	724	113	234	563	506	580	472					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27841	1447	1712	1778	1595	1886	1961	2007	1510	1825	1716	298	287	732	229	383	169	336	264	555	843	219	167	446	300	357	929	315	317	740	117	236	578	512	597	478					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11387	572	551	572	552	676	770	731	480	871	659	155	163	313	127	216	94	137	178	323	451	68	76	211	139	148	395	154	114	313	62	127	247	246	299	197					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1169	31	28	33	101	35	37	59	44	30	36	14	7	61	0	25	27	33	6	56	15	31	13	74	19	23	65	7	37	90	2	10	27	30	38	25					
6	Число погашенных избирательных бюллетеней	15285	844	1133	1173	942	1175	1154	1217	986	924	1021	129	117	358	102	142	48	166	80	176	377	120	78	161	142	186	469	154	166	337	53	99	304	236	260	256					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1169	31	28	33	101	35	37	59	44	30	36	14	7	61	0	25	27	33	6	56	15	31	13	74	19	23	65	7	37	90	2	10	27	30	38	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11358	572	551	572	552	675	770	731	480	871	659	155	163	313	127	191	94	137	178	320	451	68	76	211	139	148	395	154	114	313	62	127	247	246	299	197					
9	Число недействительных избирательных бюллетеней	137	8	6	11	10	8	7	3	7	5	4	8	3	2	1	0	1	0	1	6	0	1	3	4	4	6	5	0	2	2	0	2	3	6	5	3					
10	Число действительных избирательных бюллетеней	12390	595	573	594	643	702	800	787	517	896	691	161	167	372	126	216	120	170	183	370	466	98	86	281	154	165	455	161	149	401	64	135	271	270	332	219					
