Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Абдулинская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43					
1	"Число избирателей, внесенных в списки избирателей"	27789	2256	1720	1760	1608	1906	1874	2011	1535	1933	1582	297	309	173	535	142	230	305	170	313	74	191	185	221	125	203	53	379	37	797	250	190	347	352	185	823	100	527	523	83	530	435	125	395					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27654	2200	1700	1700	1600	1800	1854	1900	1500	1900	1600	290	300	170	560	160	240	340	170	340	70	190	170	230	120	200	60	400	50	800	250	350	350	350	170	790	100	500	540	90	530	460	160	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12723	936	611	574	559	621	707	619	582	915	664	224	207	103	279	99	129	144	111	187	52	117	111	147	82	87	18	219	31	434	181	162	247	186	137	424	56	273	294	40	389	345	91	329					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1143	64	45	51	103	54	29	90	60	38	47	14	6	8	52	11	0	23	23	35	2	11	8	17	8	25	4	29	3	32	7	28	20	20	4	66	14	0	28	8	14	8	34	0					
6	Число погашенных избирательных бюллетеней	13785	1200	1044	1075	938	1125	1118	1191	858	947	889	52	87	59	229	50	111	173	36	118	16	62	51	66	30	88	38	152	16	334	62	160	83	144	29	300	30	227	218	42	127	107	35	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1143	64	45	51	103	54	29	90	60	38	47	14	6	8	52	11	0	23	23	35	2	11	8	17	8	25	4	29	3	32	7	28	20	20	4	66	14	0	28	8	14	8	34	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12722	936	611	574	559	621	707	618	582	915	664	224	207	103	279	99	129	144	111	187	52	117	111	147	82	87	18	219	31	434	181	162	247	186	137	424	56	273	294	40	389	345	91	329					
9	Число недействительных избирательных бюллетеней	156	39	6	5	3	3	4	4	8	5	3	5	0	5	7	3	0	6	1	1	3	1	1	1	3	0	0	3	0	4	1	7	1	0	0	6	0	1	3	0	6	4	0	3					
10	Число действительных избирательных бюллетеней	13709	961	650	620	659	672	732	704	634	948	708	233	213	106	324	107	129	161	133	221	51	127	118	163	87	112	22	245	34	462	187	183	266	206	141	484	70	272	319	48	397	349	125	326					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	297	20	20	20	20	20	20	20	20	20	20	3	4	2	4	3	2	3	4	3	0	3	3	4	2	3	0	3	0	5	3	3	4	3	3	5	0	4	3	2	5	5	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	87	9	6	4	4	11	4	8	2	14	8	0	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	59	3	5	0	3	2	10	2	4	7	2	1	3	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	1	0	0	1	4	0	0	0	0	0	0	2	1	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	210	11	14	16	16	9	16	12	18	6	12	3	0	2	4	2	1	3	4	2	0	3	3	4	2	3	0	3	0	4	2	2	4	2	3	3	0	4	3	2	1	5	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
