Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Тайгинская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №1721					
1	"Число избирателей, внесенных в списки избирателей"	17454	1231	1378	1121	1150	1043	1060	1038	1006	864	1057	1118	1379	1446	1254	341	344	210	414					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17500	1150	1200	1000	1050	950	950	1250	950	850	950	1100	1250	1400	1150	300	300	200	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11965	889	982	789	763	634	723	854	775	594	721	1008	773	966	707	279	259	165	84					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2161	203	138	43	167	138	84	184	43	66	40	82	295	47	218	19	29	35	330					
6	Число погашенных избирательных бюллетеней	3374	58	80	168	120	178	143	212	132	190	189	10	182	387	225	2	12	0	1086					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2161	203	138	43	167	138	84	184	43	66	40	82	295	47	218	19	29	35	330					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11959	889	982	789	763	634	723	849	774	594	721	1008	773	966	707	279	259	165	84					
9	Число недействительных избирательных бюллетеней	137	3	23	9	12	8	4	3	5	6	10	2	5	28	6	2	6	0	5					
10	Число действительных избирательных бюллетеней	13983	1089	1097	823	918	764	803	1030	812	654	751	1088	1063	985	919	296	282	200	409					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	791	65	52	62	52	52	55	45	57	26	30	70	45	52	75	21	26	6	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	745	61	52	62	50	45	50	36	50	26	30	70	45	46	75	21	26	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	191	7	8	22	20	10	10	15	8	3	4	4	6	7	8	6	6	2	45					
14	Число погашенных неиспользованных открепительных удостоверений	46	4	0	0	2	7	5	9	7	0	0	0	0	6	0	0	0	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	1	2	0	0	1	3	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	193	6	10	6	18	16	17	9	17	20	15	18	6	7	18	1	2	1	6					
		1.37%	0.55%	0.89%	0.72%	1.94%	2.07%	2.11%	0.87%	2.08%	3.03%	1.97%	1.65%	0.56%	0.69%	1.95%	0.34%	0.69%	0.50%	1.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	77	6	11	8	3	3	8	3	6	7	3	4	4	0	3	0	0	1	7					
		0.55%	0.55%	0.98%	0.96%	0.32%	0.39%	0.99%	0.29%	0.73%	1.06%	0.39%	0.37%	0.37%	0.00%	0.32%	0.00%	0.00%	0.50%	1.69%					
20	3.Политическая партия «Демократическая партия России»	15	0	1	1	1	3	1	0	2	1	1	0	2	0	1	0	0	0	1					
		0.11%	0.00%	0.09%	0.12%	0.11%	0.39%	0.12%	0.00%	0.24%	0.15%	0.13%	0.00%	0.19%	0.00%	0.11%	0.00%	0.00%	0.00%	0.24%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	947	29	46	59	83	73	53	39	110	113	63	60	48	43	39	25	23	13	28					
		6.71%	2.66%	4.11%	7.09%	8.92%	9.46%	6.57%	3.78%	13.46%	17.12%	8.28%	5.50%	4.49%	4.24%	4.22%	8.39%	7.99%	6.50%	6.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	31	2	2	3	2	0	1	2	0	1	2	3	2	5	2	0	1	0	3					
		0.22%	0.18%	0.18%	0.36%	0.22%	0.00%	0.12%	0.19%	0.00%	0.15%	0.26%	0.28%	0.19%	0.49%	0.22%	0.00%	0.35%	0.00%	0.72%					
23	6.Политическая партия «Партия социальной справедливости»	19	0	2	5	2	0	0	0	1	0	0	4	1	0	1	1	1	1	0					
		0.13%	0.00%	0.18%	0.60%	0.22%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.37%	0.09%	0.00%	0.11%	0.34%	0.35%	0.50%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1452	120	123	105	121	86	98	93	74	48	68	87	81	146	91	32	24	7	48					
		10.28%	10.99%	10.98%	12.62%	13.01%	11.14%	12.14%	9.00%	9.06%	7.27%	8.94%	7.98%	7.58%	14.41%	9.84%	10.74%	8.33%	3.50%	11.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	491	21	25	38	44	37	25	27	39	30	40	27	21	33	38	12	6	7	21					
		3.48%	1.92%	2.23%	4.57%	4.73%	4.79%	3.10%	2.61%	4.77%	4.55%	5.26%	2.48%	1.97%	3.26%	4.11%	4.03%	2.08%	3.50%	5.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	88	3	5	3	6	6	8	7	10	3	7	3	7	0	5	1	2	0	12					
		0.62%	0.27%	0.45%	0.36%	0.65%	0.78%	0.99%	0.68%	1.22%	0.45%	0.92%	0.28%	0.66%	0.00%	0.54%	0.34%	0.69%	0.00%	2.90%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10600	902	869	587	634	534	588	848	548	429	547	877	888	744	715	223	222	168	277					
		75.07%	82.60%	77.59%	70.55%	68.17%	69.17%	72.86%	82.09%	67.07%	65.00%	71.88%	80.46%	83.15%	73.45%	77.30%	74.83%	77.08%	84.00%	66.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	70	0	3	8	4	6	4	2	5	2	5	5	3	7	6	1	1	2	6					
		0.50%	0.00%	0.27%	0.96%	0.43%	0.78%	0.50%	0.19%	0.61%	0.30%	0.66%	0.46%	0.28%	0.69%	0.65%	0.34%	0.35%	1.00%	1.45%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
