Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Любимская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545					
1	"Число избирателей, внесенных в список избирателей"	10371	1137	843	1197	932	807	202	143	417	354	106	93	96	168	428	947	134	191	234	173	235	134	210	470	177	223	320					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10685	1158	877	1223	961	815	214	152	423	369	123	98	102	174	408	982	143	201	250	188	244	143	215	481	177	234	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4873	515	389	643	470	343	96	63	268	159	45	36	30	73	170	585	69	79	118	108	70	61	41	146	54	89	153					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1600	86	73	98	52	33	64	34	68	100	31	29	21	45	76	44	38	65	34	17	83	38	74	177	63	81	76					
6	Число погашенных избирательных бюллетеней	4212	557	415	482	439	439	54	55	87	110	47	33	51	56	162	353	36	57	98	63	91	44	100	158	60	64	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1600	86	73	98	52	33	64	34	68	100	31	29	21	45	76	44	38	65	34	17	83	38	74	177	63	81	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4872	514	389	643	470	343	96	63	268	159	45	36	30	73	170	585	69	79	118	108	70	61	41	146	54	89	153					
9	Число недействительных избирательных бюллетеней	104	13	8	12	5	9	3	0	7	1	2	0	1	1	4	12	1	4	1	4	1	2	0	1	2	8	2					
10	Число действительных избирательных бюллетеней	6368	587	454	729	517	367	157	97	329	258	74	65	50	117	242	617	106	140	151	121	152	97	115	322	115	162	227					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	261	10	15	16	15	10	10	5	5	15	15	5	5	5	14	20	15	10	10	15	5	16	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	206	7	10	10	11	3	10	0	3	15	14	5	3	3	6	19	14	10	10	15	1	14	4	5	4	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	8	4	12	4	5	2	3	7	5	0	2	0	1	7	7	4	4	3	1	0	3	0	7	3	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	55	3	5	6	4	7	0	5	2	0	1	0	2	2	8	1	1	0	0	0	4	2	1	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	2	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1305	142	114	198	171	85	26	10	43	37	10	9	4	12	52	159	9	22	30	10	27	15	14	33	22	14	37					
		20.16%	23.67%	24.68%	26.72%	32.76%	22.61%	16.25%	10.31%	12.80%	14.29%	13.16%	13.85%	7.84%	10.17%	21.14%	25.28%	8.41%	15.28%	19.74%	8.00%	17.65%	15.15%	12.17%	10.22%	18.80%	8.24%	16.16%					
