Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Новониколаевская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286					
1	"Число избирателей, внесенных в списки"	19806	996	1003	2102	1061	1152	746	1224	234	230	66	1249	324	774	227	858	671	122	967	245	887	129	1104	109	697	179	120	822	174	96	109	704	75	261	89					
2	"Число бюллетеней, полученных участковыми комиссиями"	17814	850	905	1998	943	976	639	1060	226	220	68	1116	317	639	194	762	605	119	865	220	788	133	992	111	635	178	121	726	174	98	111	627	77	225	96					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9327	359	429	888	443	498	340	548	120	155	40	373	162	446	126	345	315	77	424	130	367	51	683	78	377	101	61	467	96	68	76	382	65	172	65					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1014	11	36	50	44	46	37	45	27	21	3	94	28	26	15	27	29	0	50	17	109	48	8	9	84	9	14	42	8	0	0	71	0	6	0					
6	Число погашенных бюллетеней	7473	480	440	1060	456	432	262	467	79	44	25	649	127	167	53	390	261	42	391	73	312	34	301	24	174	68	46	217	70	30	35	174	12	47	31					
7	Число бюллетеней в переносных ящиках для голосования	1014	11	36	50	44	46	37	45	27	21	3	94	28	26	15	27	29	0	50	17	109	48	8	9	84	9	14	42	8	0	0	71	0	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	9327	359	429	888	443	498	340	548	120	155	40	373	162	446	126	345	315	77	424	130	367	51	683	78	377	101	61	467	96	68	76	382	65	172	65					
9	Число недействительных бюллетеней	260	8	17	29	14	13	3	4	14	0	1	8	4	8	1	15	8	0	7	5	5	0	39	1	2	7	1	17	6	3	0	17	0	2	1					
10	Число действительных бюллетеней	10081	362	448	909	473	531	374	589	133	176	42	459	186	464	140	357	336	77	467	142	471	99	652	86	459	103	74	492	98	65	76	436	65	176	64					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	205	10	10	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	0	2	10	5	2	0	3	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	0	2	3	2	1	1	0	1	1	0	0	1	2	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	175	10	8	0	5	8	10	7	5	4	5	4	5	4	5	4	5	5	4	5	5	5	5	5	3	5	5	4	5	5	5	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	135	2	1	8	6	8	7	3	2	4	0	4	3	7	5	5	12	2	12	3	3	0	0	1	2	0	3	4	3	1	6	8	5	4	1					
		1.30%	0.54%	0.21%	0.85%	1.23%	1.47%	1.85%	0.50%	1.36%	2.27%	0.0%	0.85%	1.57%	1.48%	3.54%	1.34%	3.48%	2.59%	2.53%	2.04%	0.63%	0.0%	0.0%	1.14%	0.43%	0.0%	4.0%	0.78%	2.88%	1.47%	7.89%	1.76%	7.69%	2.24%	1.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	217	5	15	18	15	8	12	14	4	1	2	14	3	7	6	6	10	1	10	2	4	0	23	1	1	4	4	10	6	0	3	7	0	0	1					
		2.09%	1.35%	3.22%	1.91%	3.08%	1.47%	3.18%	2.36%	2.72%	0.56%	4.65%	2.99%	1.57%	1.48%	4.25%	1.61%	2.90%	1.29%	2.10%	1.36%	0.84%	0.0%	3.32%	1.14%	0.21%	3.63%	5.33%	1.96%	5.76%	0.0%	3.94%	1.54%	0.0%	0.0%	1.53%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	227	12	12	17	7	8	10	15	5	2	3	10	2	6	5	6	12	0	8	0	8	1	27	6	7	2	2	15	2	0	3	10	0	4	0					
		2.19%	3.24%	2.58%	1.81%	1.43%	1.47%	2.65%	2.52%	3.40%	1.13%	6.97%	2.14%	1.05%	1.27%	3.54%	1.61%	3.48%	0.0%	1.68%	0.0%	1.68%	1.01%	3.90%	6.89%	1.51%	1.81%	2.66%	2.94%	1.92%	0.0%	3.94%	2.20%	0.0%	2.24%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	129	8	12	15	4	11	9	7	1	1	2	11	3	5	0	3	3	0	3	0	2	0	9	1	2	5	0	5	1	0	3	2	0	1	0					
		1.24%	2.16%	2.58%	1.59%	0.82%	2.02%	2.38%	1.18%	0.68%	0.56%	4.65%	2.35%	1.57%	1.05%	0.0%	0.80%	0.87%	0.0%	0.63%	0.0%	0.42%	0.0%	1.30%	1.14%	0.43%	4.54%	0.0%	0.98%	0.96%	0.0%	3.94%	0.44%	0.0%	0.56%	0.0%					
22	"5. ""За Русь Святую"""	68	0	3	12	1	6	3	5	0	2	0	10	0	1	0	4	1	1	2	0	0	0	4	0	0	0	0	2	0	1	0	6	0	4	0					
		0.65%	0.0%	0.64%	1.27%	0.20%	1.10%	0.79%	0.84%	0.0%	1.13%	0.0%	2.14%	0.0%	0.21%	0.0%	1.07%	0.29%	1.29%	0.42%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	1.47%	0.0%	1.32%	0.0%	2.24%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	26	0	1	1	1	1	1	2	1	1	0	2	0	2	0	2	0	0	1	0	1	0	3	0	0	0	0	4	0	0	0	1	0	1	0					
		0.25%	0.0%	0.21%	0.10%	0.20%	0.18%	0.26%	0.33%	0.68%	0.56%	0.0%	0.42%	0.0%	0.42%	0.0%	0.53%	0.0%	0.0%	0.21%	0.0%	0.21%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.22%	0.0%	0.56%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	1	2	6	2	1	1	0	1	0	0	1	0	2	0	0	0	1	2	0	2	0	2	3	1	0	0	0	1	0	0	2	0	0	0					
		0.29%	0.27%	0.43%	0.63%	0.41%	0.18%	0.26%	0.0%	0.68%	0.0%	0.0%	0.21%	0.0%	0.42%	0.0%	0.0%	0.0%	1.29%	0.42%	0.0%	0.42%	0.0%	0.28%	3.44%	0.21%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	0	0	2	1	1	0	1	0	1	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2					
		0.16%	0.0%	0.0%	0.21%	0.20%	0.18%	0.0%	0.16%	0.0%	0.56%	0.0%	0.0%	0.52%	0.42%	0.0%	0.26%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.96%	0.0%	0.0%	0.22%	0.0%	0.0%	3.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	0	0	3	0	1	2	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	1	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.31%	0.0%	0.18%	0.53%	0.16%	0.0%	0.0%	0.0%	0.21%	0.0%	0.21%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	904	25	12	49	23	36	29	47	8	12	7	56	8	44	10	68	25	2	45	16	63	8	73	8	57	3	6	66	7	6	2	53	8	12	10					
