Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №30																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846					
1	"Число избирателей, внесенных в список избирателей"	66010	2629	1545	1473	2055	2570	2095	2835	1621	2048	1807	1471	1211	2150	1846	2026	2299	2039	2135	2126	2367	1582	2021	2114	2088	2042	2346	1771	2124	1676	1587	1722	1918	2151	84	205	231					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52600	2400	1200	1100	1600	1900	1600	1900	1300	2000	1900	1100	900	1800	1900	1600	1800	1500	1600	1600	1900	1200	1500	1700	1500	1500	1800	1300	1600	1200	1300	1300	1500	1700	200	200	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35107	1767	854	819	981	1504	1212	1259	822	1163	1125	895	648	1080	1004	979	985	1007	1054	1098	1550	797	980	1077	1140	1053	1224	967	1066	857	925	754	962	1009	78	181	231					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1408	3	24	12	15	27	19	353	20	25	24	10	11	23	53	18	15	20	48	31	116	24	75	59	17	22	32	13	14	107	111	17	32	18	0	0	0					
6	Число погашенных избирательных бюллетеней	16085	630	322	269	604	369	369	288	458	812	751	195	241	697	843	603	800	473	498	471	234	379	445	564	343	425	544	320	520	236	264	529	506	673	122	19	269					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1408	3	24	12	15	27	19	353	20	25	24	10	11	23	53	18	15	20	48	31	116	24	75	59	17	22	32	13	14	107	111	17	32	18	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34550	1739	854	818	956	1497	1204	1254	820	1160	1063	814	647	1070	1004	972	981	1002	1054	1068	1429	797	975	1077	1140	1049	1224	966	1040	853	814	753	959	1007	78	181	231					
9	Число недействительных избирательных бюллетеней	609	32	24	19	16	14	21	14	14	17	41	40	10	16	21	17	10	14	34	19	21	8	18	12	13	13	16	17	17	12	18	8	16	18	0	5	4					
10	Число действительных избирательных бюллетеней	35349	1710	854	811	955	1510	1202	1593	826	1168	1046	784	648	1077	1036	973	986	1008	1068	1080	1524	813	1032	1124	1144	1058	1240	962	1037	948	907	762	975	1007	78	176	227					
