Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Кадошкинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353					
1	"Число избирателей, внесенных в списки"	7338	802	1089	750	1171	586	592	255	498	216	148	204	93	136	530	268					
2	"Число бюллетеней, полученных участковыми комиссиями"	7408	797	1092	748	1203	588	600	261	497	217	151	210	100	143	529	272					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6727	732	1039	712	1094	528	559	233	475	189	125	196	77	80	468	220					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	454	63	22	25	13	47	33	17	10	22	20	8	15	56	59	44					
6	Число погашенных бюллетеней	227	2	31	11	96	13	8	11	12	6	6	6	8	7	2	8					
7	Число бюллетеней в переносных ящиках для голосования	454	63	22	25	13	47	33	17	10	22	20	8	15	56	59	44					
8	Число бюллетеней в стационарных ящиках для голосования	6727	732	1039	712	1094	528	559	233	475	189	125	196	77	80	468	220					
9	Число недействительных бюллетеней	10	0	1	4	0	0	0	0	1	0	2	0	2	0	0	0					
10	Число действительных бюллетеней	7171	795	1060	733	1107	575	592	250	484	211	143	204	90	136	527	264					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	10	15	10	16	8	8	3	7	3	2	3	2	2	7	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	2	15	2	9	0	2	0	0	0	0	1	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	9	0	3	0	3	0	0	1	0	0	0	0	0	2	0	0					
