Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Ужурская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044					
1	"Число избирателей, внесенных в списки"	24516	2345	1207	728	1034	1405	1255	1161	1197	1404	993	305	604	189	668	1177	177	379	250	149	134	193	140	259	1014	217	67	246	868	115	202	734	171	288	389	136	107	378	296	842	191	138	764					
2	"Число бюллетеней, полученных участковыми комиссиями"	23627	2246	1129	666	987	1319	1168	1093	1165	1348	996	294	603	186	669	1058	170	362	230	143	134	192	142	256	994	219	63	234	845	111	194	748	171	295	386	138	97	377	299	856	165	137	742					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11276	1035	429	201	466	606	466	429	486	512	442	148	312	105	321	546	130	46	183	120	62	119	122	134	526	154	44	120	399	87	135	348	101	175	205	69	85	213	171	421	143	72	388					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	927	38	61	50	15	37	26	24	16	41	47	4	18	2	31	126	0	172	0	0	28	16	0	38	17	7	0	0	11	0	0	0	0	8	2	0	0	0	0	81	0	0	11					
6	Число погашенных бюллетеней	11424	1173	639	415	506	676	676	640	663	795	507	142	273	79	317	386	40	144	47	23	44	57	20	84	451	58	19	114	435	24	59	400	70	112	179	69	12	164	128	354	22	65	343					
7	Число бюллетеней в переносных ящиках для голосования	927	38	61	50	15	37	26	24	16	41	47	4	18	2	31	126	0	172	0	0	28	16	0	38	17	7	0	0	11	0	0	0	0	8	2	0	0	0	0	81	0	0	11					
8	Число бюллетеней в стационарных ящиках для голосования	11275	1035	429	201	466	606	466	429	486	512	442	148	312	105	321	546	130	46	183	120	62	119	122	134	526	154	44	120	398	87	135	348	101	175	205	69	85	213	171	421	143	72	388					
9	Число недействительных бюллетеней	159	36	6	4	8	1	3	9	3	4	5	1	0	3	5	6	0	1	2	2	1	0	1	3	8	2	0	5	5	1	5	9	0	4	0	2	0	2	0	4	4	0	4					
10	Число действительных бюллетеней	12043	1037	484	247	473	642	489	444	499	549	484	151	330	104	347	666	130	217	181	118	89	135	121	169	535	159	44	115	404	86	130	339	101	179	207	67	85	211	171	498	139	72	395					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	20	10	5	10	10	10	10	10	10	10	5	10	5	5	10	5	5	5	5	5	5	3	5	10	5	3	5	10	5	5	10	5	5	5	5	5	5	5	10	5	4	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	62	13	5	2	4	3	0	4	4	2	2	0	3	0	0	2	0	2	0	1	0	0	0	0	3	1	0	1	1	0	0	2	0	0	1	1	0	0	0	2	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	5	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5					
14	Число погашенных открепительных удостоверений	233	7	5	3	6	7	10	6	6	8	8	5	7	5	5	8	5	3	5	4	5	5	3	5	7	4	3	4	9	5	5	8	5	5	4	4	5	5	5	8	4	4	8					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	137	7	5	1	4	5	5	4	4	5	7	3	3	0	4	3	1	4	1	4	0	0	2	7	5	7	2	2	5	0	2	4	0	4	5	1	1	1	3	5	5	0	6					
		1.12%	0.65%	1.02%	0.39%	0.83%	0.77%	1.01%	0.88%	0.79%	0.90%	1.43%	1.97%	0.90%	0.0%	1.13%	0.44%	0.76%	1.83%	0.54%	3.33%	0.0%	0.0%	1.63%	4.06%	0.92%	4.34%	4.54%	1.66%	1.22%	0.0%	1.48%	1.14%	0.0%	2.18%	2.41%	1.44%	1.17%	0.46%	1.75%	0.99%	3.49%	0.0%	1.50%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	78	7	7	0	7	3	3	3	0	6	5	0	1	0	2	4	0	2	0	0	2	1	0	0	1	1	0	3	3	0	0	6	0	0	1	1	0	0	1	5	0	0	3					
		0.63%	0.65%	1.42%	0.0%	1.45%	0.46%	0.60%	0.66%	0.0%	1.08%	1.02%	0.0%	0.30%	0.0%	0.56%	0.59%	0.0%	0.91%	0.0%	0.0%	2.22%	0.74%	0.0%	0.0%	0.18%	0.62%	0.0%	2.5%	0.73%	0.0%	0.0%	1.72%	0.0%	0.0%	0.48%	1.44%	0.0%	0.0%	0.58%	0.99%	0.0%	0.0%	0.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	202	11	4	3	4	9	6	13	15	13	5	4	5	0	13	7	2	4	7	1	4	1	3	3	5	11	0	2	8	0	2	2	3	6	8	1	1	1	5	1	1	1	7					
		1.65%	1.02%	0.81%	1.19%	0.83%	1.39%	1.21%	2.86%	2.98%	2.35%	1.02%	2.63%	1.51%	0.0%	3.69%	1.04%	1.53%	1.83%	3.82%	0.83%	4.44%	0.74%	2.45%	1.74%	0.92%	6.83%	0.0%	1.66%	1.95%	0.0%	1.48%	0.57%	2.97%	3.27%	3.86%	1.44%	1.17%	0.46%	2.92%	0.19%	0.69%	1.38%	1.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	102	13	9	1	5	4	10	6	3	2	7	0	4	1	0	3	1	1	2	0	4	0	0	0	0	3	0	0	3	0	1	1	0	2	3	1	2	0	2	2	0	2	4					
		0.83%	1.21%	1.83%	0.39%	1.03%	0.62%	2.03%	1.32%	0.59%	0.36%	1.43%	0.0%	1.21%	0.93%	0.0%	0.44%	0.76%	0.45%	1.09%	0.0%	4.44%	0.0%	0.0%	0.0%	0.0%	1.86%	0.0%	0.0%	0.73%	0.0%	0.74%	0.28%	0.0%	1.09%	1.44%	1.44%	2.35%	0.0%	1.16%	0.39%	0.0%	2.77%	1.00%					
22	"5. ""За Русь Святую"""	29	3	3	1	2	1	1	0	1	2	1	0	1	0	1	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2					
		0.23%	0.27%	0.61%	0.39%	0.41%	0.15%	0.20%	0.0%	0.19%	0.36%	0.20%	0.0%	0.30%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.74%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	1.38%	0.50%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	2	3	0	0	1	0	0	1	0	0	0	1	0	1	0	0	6	0	0	0	0	2	3	0	1	0	0	3	1	1	0	0	0	1	0	0	0	0	0	5	0	0					
		0.26%	0.18%	0.61%	0.0%	0.0%	0.15%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.30%	0.0%	0.28%	0.0%	0.0%	2.75%	0.0%	0.0%	0.0%	0.0%	1.63%	1.74%	0.0%	0.62%	0.0%	0.0%	0.73%	1.14%	0.74%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	3.49%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	70	3	1	2	3	7	5	7	3	1	9	1	0	0	2	2	0	1	1	0	0	1	0	0	3	0	0	0	1	1	2	3	0	2	0	0	0	1	1	5	0	0	2					
		0.57%	0.27%	0.20%	0.79%	0.62%	1.08%	1.01%	1.54%	0.59%	0.18%	1.84%	0.65%	0.0%	0.0%	0.56%	0.29%	0.0%	0.45%	0.54%	0.0%	0.0%	0.74%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.24%	1.14%	1.48%	0.86%	0.0%	1.09%	0.0%	0.0%	0.0%	0.46%	0.58%	0.99%	0.0%	0.0%	0.50%					
25	"8. ""Народно-республиканская партия России"""	14	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0					
		0.11%	0.09%	0.0%	0.0%	0.0%	0.15%	0.40%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	1.16%	0.36%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	1.17%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
