Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Южная г.Новороссийска																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №5801	УИК №5802	УИК №5803	УИК №5804	УИК №5805	УИК №5806	УИК №5807	УИК №5808	УИК №5809	УИК №5810	УИК №5811	УИК №5812	УИК №5813	УИК №5814	УИК №5815	УИК №5816	УИК №5817	УИК №5818	УИК №5819	УИК №5820	УИК №5821	УИК №5822					
1	"Число избирателей, внесенных в списки избирателей"	39702	1480	1158	1894	1568	1475	1881	1359	1830	2623	1294	1975	1614	1384	1947	2516	1580	1775	2378	2630	2037	1619	1685					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42732	1660	1150	1980	1510	1540	1985	1480	1990	2720	1900	2078	1800	1810	2100	2440	1700	2000	2604	2500	2240	1755	1790					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29455	1153	845	1348	1061	1026	1340	979	1326	1803	1203	1486	1191	1315	1461	1767	1211	1285	1912	1770	1617	1128	1228					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	938	52	70	45	51	49	52	29	56	37	61	64	50	29	31	48	21	52	5	34	27	53	22					
6	Число погашенных избирательных бюллетеней	12339	455	235	587	398	465	593	472	608	880	636	528	559	466	608	625	468	663	687	696	596	574	540					
7	Число избирательных бюллетеней в переносных ящиках для голосования	938	52	70	45	51	49	52	29	56	37	61	64	50	29	31	48	21	52	5	34	27	53	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29420	1153	835	1348	1060	1026	1340	979	1326	1803	1203	1486	1191	1315	1461	1767	1190	1285	1910	1770	1617	1127	1228					
9	Число недействительных избирательных бюллетеней	507	24	7	28	17	16	23	8	24	31	25	18	32	14	31	25	14	18	28	25	46	25	28					
10	Число действительных избирательных бюллетеней	29851	1181	898	1365	1094	1059	1369	1000	1358	1809	1239	1532	1209	1330	1461	1790	1197	1319	1887	1779	1598	1155	1222					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	859	30	17	39	42	30	39	22	56	58	43	51	27	27	46	36	40	30	38	52	33	36	67					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	837	30	17	39	34	30	39	19	52	56	43	51	27	27	45	35	40	30	37	52	32	35	67					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	735	19	66	18	79	14	61	16	20	22	24	74	18	63	16	59	25	14	27	24	29	25	22					
14	Число погашенных неиспользованных открепительных удостоверений	22	0	0	0	8	0	0	3	4	2	0	0	0	0	1	1	0	0	1	0	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	1	0	3	1	0	0	0	7	10	1	5	2	2	4	6	7	0	4	8	1	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	362	0	12	0	1	0	40	18	0	29	23	36	19	0	21	28	28	29	21	29	28	0	0					
		1.19%	0.00%	1.33%	0.00%	0.09%	0.00%	2.87%	1.79%	0.00%	1.58%	1.82%	2.32%	1.53%	0.00%	1.41%	1.54%	2.31%	2.17%	1.10%	1.61%	1.70%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	342	0	12	0	1	0	21	11	0	40	21	27	13	0	24	26	33	18	24	38	33	0	0					
		1.13%	0.00%	1.33%	0.00%	0.09%	0.00%	1.51%	1.09%	0.00%	2.17%	1.66%	1.74%	1.05%	0.00%	1.61%	1.43%	2.73%	1.35%	1.25%	2.11%	2.01%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	58	0	4	0	0	0	3	1	0	8	3	2	2	0	5	4	5	6	5	4	6	0	0					
